OPTEN,SCENARIO,TSCEN,accscale,rho_acc,konvergalt,GDP_pct,y_E_pct,y_D_pct,y_L_pct,y_KKV_pct,KKV_minus_L_pp,D_minus_L_pp,E_minus_L_pp,acc_E,acc_D,rer_pct,bstar_pct
0,1,3,0,0.85,1,0.467091032055201,-0.220545538482131,0.218340432777047,0.336348666852053,0.0747050240013161,-0.261643642850737,-0.118008234075006,-0.556894205334184,0,0,0.554197585345007,-1
0,1,3,2,0.85,1,0.467257840167055,-0.22026898015556,0.218919618807196,0.336024860121041,0.0751851682375664,-0.260839691883474,-0.117105241313845,-0.556293840276601,0.00953646765203346,0.0103918188340819,0.554139357583846,-1
0,1,3,4,0.85,1,0.467758154946629,-0.219439278146259,0.220656439801118,0.335053740717256,0.0766251139274308,-0.258428626789825,-0.114397300916138,-0.554493018863515,0.0190727906955241,0.0207769391051296,0.553964950235535,-1
0,1,3,6,0.85,1,0.468591648044158,-0.218056351547851,0.22354868678763,0.333436210090979,0.0790234015141995,-0.254412808576779,-0.109887523303349,-0.55149256163883,0.0286088238103983,0.0311486763108335,0.553675190185824,-1
0,1,3,8,0.85,1,0.469757773268805,-0.216120066123266,0.227592685862464,0.331173767606467,0.0823776033944068,-0.24879616421206,-0.103581081744003,-0.547293833729733,0.0381444202570179,0.0415003740085143,0.553271452517181,-1
0,1,3,10,0.85,1,0.471255768170365,-0.213630235211168,0.232783309712394,0.328268505981363,0.0866843313737736,-0.241584174607589,-0.0954851962689684,-0.541898741192531,0.047679431175114,0.0518254176908537,0.55275565593701,-1
0,1,3,12,0.85,1,0.473084656240772,-0.210586620987209,0.239113993654594,0.324723104939132,0.0919392470445494,-0.232783857894583,-0.0856091112845384,-0.535309725926341,0.0572137048931057,0.0621172484780246,0.552130256414805,-1
0,1,3,14,0.85,1,0.4752432497227,-0.206988936072423,0.246576756097886,0.320540823111378,0.0981370750239667,-0.222403748087411,-0.073964067013492,-0.527529759183801,0.0667470862511436,0.0723693765671631,0.55139823906542,-1
0,1,3,16,0.85,1,0.477730153009086,-0.202836845479045,0.255162223307361,0.315725488236811,0.105271618977265,-0.210453869259546,-0.0605632649294499,-0.518562333715856,0.0762794159411129,0.0825753943819412,0.550563108325707,-1
0,1,3,18,0.85,1,0.480543766614161,-0.198129968882021,0.264859658329783,0.310281485713157,0.113335780333193,-0.196945705379964,-0.045421827383374,-0.508411454595178,0.085810529866707,0.0927289893672148,0.549628876481349,-1
0,1,3,20,0.85,1,0.483682291693431,-0.192867883202653,0.275656993914438,0.304213745567273,0.122321579585208,-0.181892165982065,-0.0285567516528352,-0.497081628769927,0.0953402585265304,0.102823956376335,0.548600050609785,-1
0,1,3,25,0.85,1,0.492936548882499,-0.177280501635975,0.307371644022156,0.286352636129767,0.14875821453404,-0.137594421595726,0.0210190078923893,-0.463633137765741,0.119157351663206,0.127765262889302,0.54564800443948,-1
0,1,3,30,0.85,1,0.504172350514829,-0.158211903832176,0.345631628042309,0.264727707079059,0.180737381247023,-0.0839903258320358,0.0809039209632502,-0.422939610911235,0.142961739930294,0.152211169745214,0.54222744195226,-1
0,1,3,35,0.85,1,0.517346774103624,-0.135652848800744,0.390150467674528,0.239456233786808,0.218069382282621,-0.021386851504187,0.15069423388772,-0.375109082587552,0.166750186680009,0.17607648689245,0.538444934208053,-1
0,1,3,40,0.85,1,0.532410860533878,-0.109593421182949,0.440602463122748,0.21067172120134,0.260538355531792,0.0498666343304527,0.229930741921408,-0.320265142384289,0.190519110133656,0.1992829930558,0.534421328181501,-1
0,1,3,45,0.85,1,0.549310390565499,-0.0800234695844698,0.496628339241849,0.178521667730917,0.307905929080508,0.129384261349591,0.318106671510932,-0.258545137315387,0.214264552246885,0.221760129827683,0.530289509930953,-1
0,1,3,50,0.85,1,0.567986707192015,-0.046933068042847,0.557841220409908,0.143165198236975,0.359915089643552,0.216749891406577,0.414676022172933,-0.190098266279822,0.237982157560178,0.243445518496446,0.526192038806768,-1
0,1,3,60,0.85,1,0.610417950522632,0.0298448437369503,0.694179264774867,0.0635130688547583,0.47676072698064,0.413247658125881,0.630666195920109,-0.0336682251178081,0.285314392237332,0.284234286368282,0.518704193610302,-1
0,1,3,80,0.85,1,0.713723592984506,0.225950066827131,1.01042846581184,-0.12653727634361,0.753690080689572,0.880227357033182,1.13696574215545,0.352487343170741,0.379408427320345,0.354518297801834,0.510927489264162,-1
0,1,3,100,0.85,1,0.838023395307618,0.478727349130757,1.3621966055773,-0.34810779295403,1.07306121255843,1.42116900551246,1.71030439853133,0.826835142084787,0.472389533802706,0.409073816048963,0.52072866561349,-1
0,1,3,120,0.85,1,0.979311301398411,0.787370922854782,1.72559773398856,-0.590957397057712,1.41854168670841,2.00949908376613,2.31655513104627,1.37832831991249,0.563781813918621,0.448542145624069,0.556153946869072,-1
0,1,3,140,0.85,1,1.13421113483892,1.15014080048713,2.08231507660003,-0.846903251643586,1.77723985896308,2.62414311060667,2.92921832824361,1.99704405213072,0.653086530830884,0.474648905328772,0.622775951132861,-1
3,1,3,0,0.9673,1,0.467091032055201,-0.220545538482131,0.218340432777047,0.336348666852053,0.0747050240013161,-0.261643642850737,-0.118008234075006,-0.556894205334184,0,0,0.554197585345007,-1
3,1,3,2,0.9673,1,0.467856056661541,-0.219276885246126,0.220996238757336,0.334863727303646,0.0769068527198394,-0.257956874583807,-0.11386748854631,-0.554140612549772,0.0437448678163863,0.0476505242321037,0.553930863870986,-1
3,1,3,4,0.9673,1,0.470148829202458,-0.215470359073703,0.228948175850066,0.330415226335255,0.0835021098750141,-0.246913116460241,-0.101467050485189,-0.545885585408958,0.087486679367956,0.0951603623682755,0.55313649411752,-1
