kuszob_D_L,kuszob_KKV_L,kuszob_E_L,nesting_elteres,bk_ok_D_L,bk_ok_KKV_L,bk_ok_E_L
22.6088595081992,36.274632692247,61.8566691706708,0,1,1,1
