OPTEN,accscale,lamscale,omscale,rho_acc,lambda_acc_E,omega_acc_E,konvergalt,GDP_pct,y_E_pct,y_D_pct,y_L_pct,y_KKV_pct,KKV_minus_L_pp,D_minus_L_pp,E_minus_L_pp
1,100,80,30,0.9673,1.6,0.105,1,0.68371587800931,0.576044973642153,1.58575680208321,-0.216453587695998,0.999302216571299,1.2157558042673,1.80221038977921,0.792498561338151
1,100,80,40,0.9673,1.6,0.14,1,0.764452839620819,0.826211854278798,1.86636996471261,-0.355624607598749,1.26223175781141,1.61785636541015,2.22199457231136,1.18183646187755
1,100,80,60,0.9673,1.6,0.21,1,0.916265682443263,1.29043222996196,2.29039916237334,-0.591386612050949,1.70960454716282,2.30099115921377,2.88178577442429,1.88181884201291
1,100,80,80,0.9673,1.6,0.28,1,1.05694479231341,1.71521873001597,2.59295330123157,-0.787244632957672,2.08315293081651,2.87039756377418,3.38019793418924,2.50246336297364
1,100,80,100,0.9673,1.6,0.35,1,1.18801689751731,2.10757455301438,2.81745393740991,-0.955367274345274,2.4051461794807,3.36051345382597,3.77282121175518,3.06294182735965
1,100,80,140,0.9673,1.6,0.49,1,1.42567420600348,2.81294651496028,3.12321633102888,-1.2348579409325,2.94300733351689,4.17786527444938,4.35807427196138,4.04780445589278
1,100,100,0,0.9673,2,0,1,0.416895028578372,-0.27605178901848,0.233364048171301,0.349825817408486,-0.0625117108693655,-0.412337528277852,-0.116461769237186,-0.625877606426967
1,100,100,5,0.9673,2,0.0175,1,0.476082786851897,-0.0826921496780057,0.606192576271461,0.205986725121139,0.206078806141684,9.20810205452816e-05,0.400205851150322,-0.288678874799145
1,100,100,10,0.9673,2,0.035,1,0.533183599301029,0.101170611346529,0.920942337857332,0.0784621394291101,0.444807588770017,0.366345449340907,0.842480198428222,0.0227084719174192
1,100,100,15,0.9673,2,0.0525,1,0.588425158040772,0.276924239636343,1.18984701497123,-0.0360034325732116,0.659608849256148,0.69561228182936,1.22585044754444,0.312927672209555
1,100,100,20,0.9673,2,0.07,1,0.641984255293548,0.44561867940395,1.42194300250473,-0.139822008819076,0.854880341553949,0.994702350373024,1.56176501132381,0.585440688223026
1,100,100,30,0.9673,2,0.105,1,0.744593482923752,0.764918974228389,1.80140756963178,-0.322408165071099,1.1994006677778,1.5218088328489,2.12381573470287,1.08732713929949
1,100,100,40,0.9673,2,0.14,1,0.841868260436843,1.06381952028884,2.09741209636932,-0.479555383954636,1.4970872425649,1.97664262651954,2.57696748032396,1.54337490424347
1,100,100,60,0.9673,2,0.21,1,1.02272712830013,1.61228798925965,2.52591920035743,-0.741246272074317,1.99526956535974,2.73651583743406,3.26716547243175,2.35353426133397
1,100,100,80,0.9673,2,0.28,1,1.18801689751731,2.10757455301438,2.81745393740991,-0.955367274345274,2.4051461794807,3.36051345382597,3.77282121175518,3.06294182735965
1,100,100,100,0.9673,2,0.35,1,1.34006391321517,2.55960130593462,3.0256176246235,-1.13731705689685,2.75494890576692,3.89226596266377,4.16293468152035,3.69691836283147
1,100,100,140,0.9673,2,0.49,1,1.61100844589875,3.35914077117542,3.29655778749405,-1.43652566900591,3.33290684939582,4.76943251840173,4.73308345649996,4.79566644018133
1,100,140,0,0.9673,2.8,0,1,0.416895028578372,-0.27605178901848,0.233364048171301,0.349825817408486,-0.0625117108693655,-0.412337528277852,-0.116461769237186,-0.625877606426967
1,100,140,5,0.9673,2.8,0.0175,1,0.4991594280696,-0.0080942279300578,0.738290583554546,0.153224208905242,0.304779969018705,0.151555760113464,0.585066374649304,-0.161318436835299
1,100,140,10,0.9673,2.8,0.035,1,0.577516508830516,0.242367935789306,1.13926303112658,-0.0140295221073781,0.618333963477855,0.632363485585233,1.15329255323395,0.256397457896684
1,100,140,15,0.9673,2.8,0.0525,1,0.652507096371695,0.478585436998366,1.46457620177003,-0.1594770122728,0.891899137893786,1.05137615016659,1.62405321404283,0.638062449271166
1,100,140,20,0.9673,2.8,0.07,1,0.724521486482381,0.70281482530824,1.7331501540464,-0.288185650095757,1.13471715451787,1.42290280461363,2.02133580414216,0.991000475403997
1,100,140,30,0.9673,2.8,0.105,1,0.860740147995264,1.12145147857246,2.14885903288934,-0.508546685188439,1.55212652521041,2.06067321039885,2.65740571807778,1.6299981637609
1,100,140,40,0.9673,2.8,0.14,1,0.987889985787739,1.50724897329843,2.45356556697479,-0.693387796278212,1.90393181002023,2.59731960629844,3.146953363253,2.20063676957664
1,100,140,60,0.9673,2.8,0.21,1,1.21942363849103,2.2011911272239,2.8645812957149,-0.993983887905577,2.47927511692551,3.47325900483109,3.85856518362047,3.19517501512947
1,100,140,80,0.9673,2.8,0.28,1,1.42567420600348,2.81294651496028,3.12321633102888,-1.2348579409325,2.94300733351689,4.17786527444938,4.35807427196138,4.04780445589278
1,100,140,100,0.9673,2.8,0.35,1,1.61100844589875,3.35914077117542,3.29655778749405,-1.43652566900591,3.33290684939582,4.76943251840173,4.73308345649996,4.79566644018133
1,100,140,140,0.9673,2.8,0.49,1,1.93113989017503,4.29720516665054,3.50561395859888,-1.76226109564615,3.96538107307308,5.72764216871923,5.26787505424504,6.05946626229669
