negyedev,szcenario,y,y_d,y_x,i_S,i_L,efp_S,efp_L,nw_S,nw_L,h_dx,xx,c,infl,r,rer
7,optimista,0.00349995443814068,0.00760584364000407,-0.00723519953917979,0.0475179624712978,0.0251831032297364,0.000161346180256054,-1.82188880840054e-05,-0.000536065194116715,-0.00117214111577389,-0.0072040649184061,-0.00723519953917979,0.00210873336840842,-0.00146684636206117,-0.00173426935557226,-0.0199236629816342
8,optimista,0.00450331435255236,0.00842305580891305,-0.00674973965625222,0.0520411233811011,0.0273377461557083,0.000158761089186904,-3.45455079389867e-05,-0.000264015740421675,-0.00114555375579284,-0.00671764882227495,-0.00674973965625222,0.00243176600849818,-0.00143829980795457,-0.00179381526859597,-0.0191136192341994
9,optimista,0.00534835206007605,0.00903924227345942,-0.00631419651959381,0.0557452832483943,0.0290135552625057,0.00015649092949111,-5.1699684849717e-05,-9.49809783649946e-06,-0.00114898979820596,-0.00628264311106987,-0.00631419651959381,0.00262516622886799,-0.00141657031800898,-0.00183196808138125,-0.0182298771710085
10,optimista,0.00604735705023759,0.00945949460233835,-0.00589856164271284,0.0585875871259644,0.0302013715347958,0.00015546796127595,-6.91817683386372e-05,0.000228843019881811,-0.00118240250441904,-0.00586756964958375,-0.00589856164271284,0.00270240120848529,-0.00140106820932202,-0.00185589317142769,-0.0172450241060361
11,optimista,0.00661108104024012,0.00968982650999576,-0.00547358686275,0.0605292075103219,0.030896599558877,0.00015602973689876,-8.66796744456902e-05,0.000453712170027164,-0.00124486933705325,-0.00544215427472404,-0.00547358686275,0.0026772394921659,-0.00139048077179689,-0.00187061074670606,-0.0161400547723018
12,optimista,0.00704711402641563,0.00973531835233995,-0.00501474847723122,0.0615313640745929,0.0310969863121753,0.000158040810153774,-0.000104031394888292,0.000668191761611921,-0.00133496539803889,-0.00498117794466451,-0.00501474847723122,0.00256192227876312,-0.00138320961787908,-0.00187941438731352,-0.014902532319499
13,optimista,0.00735944012228205,0.00959919388999408,-0.00450303030903991,0.0615522026710008,0.0308009417303668,-0.000179626717796847,-0.000283690634104351,0.000875004204965057,-0.00145105230465312,-0.00446515674000995,-0.00450303030903991,0.0023664303475162,-0.00137757681969357,-0.00284499544902382,-0.0135249554998054
14,optimista,0.00744716141336752,0.00916826886190756,-0.00396365685492895,0.0605444048388131,0.0300062962528218,-0.000566956982237711,-0.000480737632776399,0.000558221383665597,-0.00187708597885886,-0.00391995234095257,-0.00396365685492895,0.00192473812546428,-0.00137192001955838,-0.00272535607579222,-0.012153035480247
15,optimista,0.00735977522254787,0.00852101811829449,-0.00340803900006109,0.0586236292462969,0.0287997350148348,-0.000940353695122448,-0.000673620644068927,-0.000331464298519005,-0.00262812806952044,-0.00335710546942832,-0.00340803900006109,0.00133040281453062,-0.00136421071082461,-0.00263322311551677,-0.0107888247694224
16,optimista,0.0071380054450381,0.00771937903530859,-0.00284253864088234,0.0559398502978482,0.0272744058385009,-0.00130528279461856,-0.000863475723004185,-0.00174422870017917,-0.00368060994799556,-0.00278330156502352,-0.00284253864088234,0.00064577861955619,-0.00135256462670377,-0.00257725175346643,-0.00943626014271866
17,optimista,0.00681784379812484,0.00681480564309967,-0.00227246290272164,0.0526807544382422,0.0255320348237563,-0.00124877049269507,-0.000857904610245822,-0.00364104711299043,-0.00501413803377564,-0.0022042926878958,-0.00227246290272164,-8.92487185500061e-05,-0.0013354844718919,-0.00224998680514019,-0.00810077567082676
18,optimista,0.0064561716703139,0.00588807891768603,-0.00170356432246607,0.0490778337501295,0.0236863588527769,-0.0011879588162073,-0.000848430994442949,-0.00535712590623742,-0.00627119848459388,-0.00162637393781319,-0.00170356432246607,-0.000797303656023793,-0.00131195952706815,-0.00196440845380643,-0.00678881614375861
19,optimista,0.0060907392066053,0.00499236178827097,-0.00114223115468081,0.0453187593677729,0.021826726710738,-0.00112501613638315,-0.000835884405408594,-0.00689496701156064,-0.00744875603309767,-0.00105642883381436,-0.00114223115468081,-0.00143413176479407,-0.00128154479320708,-0.00171825477763444,-0.00550727135055154
20,optimista,0.00574557360428149,0.00416083722997358,-0.000595110598310526,0.0415516821802384,0.0200209233718912,-0.00106189119595716,-0.000821067379672774,-0.008260243188285,-0.00854538507394839,-0.000501513159240687,-0.000595110598310526,-0.00197785061222449,-0.00124430841196274,-0.00150780581186169,-0.00426296293858879
21,optimista,0.00543496317329741,0.0034124400878222,-6.85870261980387e-05,0.0378899861907026,0.0183181725944703,-0.00100022001393013,-0.000804710924183478,-0.00946130564672563,-0.00956114174002587,3.16821015199989e-05,-6.85870261980387e-05,-0.00242122222924933,-0.00120072553011151,-0.00132873517265706,-0.00306223740847729
22,optimista,0.00516638735734997,0.00275609375366997,0.000431676044569452,0.034417119507967,0.016752097367474,-0.000941294092057122,-0.000787451810617583,-0.0105085747855631,-0.010497364102277,0.000537289834953154,0.000431676044569452,-0.00276622489150665,-0.00115156130316052,-0.00117664515356085,-0.00191067610531677
23,optimista,0.00494265799964301,0.00219382359217972,0.00090105030233242,0.0311912566891163,0.0153435014857779,-0.000886067448708172,-0.000769824551010917,-0.0114139130662118,-0.0113564424543236,0.00101057319002843,0.00090105030233242,-0.00302029692991731,-0.00109776300456893,-0.00104738056919483,-0.000812913100747841
24,optimista,0.00476347178819721,0.001723034400988,0.00133610334307797,0.0282496404143803,0.0141028950788102,-0.000835186295208575,-0.000752262763073493,-0.0121900399349376,-0.0121415869800091,0.00144807314488032,0.00133610334307797,-0.00319377947082192,-0.00104036917582577,-0.000937193428412076,0.000227456075077927
25,optimista,0.00462652578548981,0.00133816700159613,0.00173462854725554,0.0256125177502403,0.0130327279785452,-0.000789030187051724,-0.000735106151162014,-0.0128500211069078,-0.0128566094371103,0.0018476229204366,0.00173462854725554,-0.00329821220113038,-0.000980437753276013,-0.000842810734874387,0.00120789382835394
26,optimista,0.00452831094492974,0.00103189409198691,0.00209557819182004,0.0232866331145275,0.0121293222115136,-0.00074775725512066,-0.000718610493751273,-0.013406845935881,-0.013505728025922,0.00220826530533241,0.00209557819182004,-0.00334523134217695,-0.000918992244945777,-0.000761442219006414,0.00212688607329972
27,optimista,0.00446466985568734,0.00079597452202161,0.00241893378770374,0.0212682718057579,0.0113845124451374,-0.000711348855516161,-0.000702958890572978,-0.0138730946668704,-0.0140933995673938,0.00253010817882417,0.00241893378770374,-0.0033458886736532,-0.000856983779977671,-0.000690753191982467,0.00298386985327739
28,optimista,0.00443118291639956,0.000621854696489837,0.00270554247104967,0.0195458687164699,0.0107870138044867,-0.000679650898113874,-0.000688273144084141,-0.0142606901939114,-0.0146241798392061,0.00281414780649903,0.00270554247104967,-0.00331026127144856,-0.000795266433510991,-0.000628819267813379,0.00377913628678838
29,optimista,0.00442343036668677,0.000501083159829625,0.00295694152417275,0.0181022097328845,0.0103235422456444,-0.000652410425603772,-0.000674624587510839,-0.0145807250493489,-0.0151026108979737,0.00306208233062461,0.00295694152417275,-0.00324725865175454,-0.000734583234809407,-0.000574073711346943,0.00451371952159778
30,optimista,0.00443716498290987,0.000425587564385647,0.0031751865525157,0.0169162606473417,0.00997971518499036,-0.000629306881145358,-0.000662043972777059,-0.0148433526437992,-0.0155331330656253,0.00327613105343478,0.0031751865525157,-0.00316456094268121,-0.000675560479334296,-0.000525254022136262,0.00518928000093208
31,optimista,0.00446842084224912,0.000387850686716099,0.00336269328134479,0.0159646618749039,0.00974076045487359,-0.000609978051806228,-0.000650530233568115,-0.0150577314709502,-0.0159200186944997,0.0034588693748414,0.00336269328134479,-0.00306864123337434,-0.000618708267934102,-0.000481351559717207,0.00580798826886618
32,optimista,0.00451357661972787,0.00038101283074584,0.00352209858833055,0.0152229281041013,0.00959206067107368,-0.000594041002890973,-0.000640058070114553,-0.0152320115361482,-0.0162673246452707,0.00361308479805007,0.00352209858833055,-0.00296483935935225,-0.000564425523331072,-0.000441566170525879,0.00637241379219725
33,optimista,0.00456938680130774,0.000398921019332247,0.00365614320281994,0.0146663911101655,0.00951955830176182,-0.00058110849581308,-0.000630584384238304,-0.015373353283735,-0.0165788604712335,0.00374165618295597,0.00365614320281994,-0.00285746452852107,-0.000513008050576159,-0.000405266602012147,0.00688542184277341
34,optimista,0.0046329904988401,0.000436140212179083,0.00376757630664158,0.0142709219486234,0.00951004449417531,-0.000570801460199851,-0.00062205364126341,-0.0154879705331842,-0.0168581695029706,0.0038474562179779,0.00376757630664158,-0.0027499114483393,-0.000464658496370514,-0.000371956774027206,0.00735008033914393
35,optimista,0.00470190487499161,0.000487937939228031,0.00385908085879009,0.0140134660738205,0.00955135229400291,-0.000562758105389902,-0.000614402260668145,-0.0155811902260287,-0.0171085203023425,0.00393327567737876,0.00385908085879009,-0.00264477977086351,-0.000419497314496726,-0.000341247569432619,0.00776957765364065
36,optimista,0.00477400825240576,0.000550250863267597,0.00393321764178935,0.0138724219028584,0.0096324724473997,-0.000556640232295065,-0.000607562147689701,-0.0156575230349199,-0.0173329062603497,0.00400176722832776,0.00393321764178935,-0.00254399030912597,-0.00037757405930329,-0.000312833598089889,0.00814715171294394
37,optimista,0.0048475165855572,0.000619639630320192,0.0039923856241539,0.0138278901863653,0.00974360761055964,-0.000552137260670415,-0.000601463478943701,-0.0157207400362624,-0.0175340514218968,0.00405540617677014,0.0039923856241539,-0.00244889402026669,-0.000338878507756877,-0.000286474306944914,0.00848603022070082
38,optimista,0.00492095596454441,0.000693236744303225,0.0040387961179441,0.0138618184003874,0.00987617856965278,-0.000548968430387029,-0.000596036850223555,-0.0157739516706684,-0.0177144209150455,0.00409646545610293,0.0040387961179441,-0.00236037150789486,-0.000303351256228274,-0.000261978803658806,0.00878938147692909
39,optimista,0.00499313308729775,0.000768690975744348,0.00407445828147919,0.0139580613362517,0.0100227940294981,-0.000546883575553986,-0.000591214886510916,-0.0158196861013232,-0.0178762346335612,0.00412700226354231,0.00407445828147919,-0.00227892199331035,-0.000270893554849201,-0.000239193798904256,0.00906027503177829
40,optimista,0.00506310510110379,0.000844110881820297,0.00410117370048893,0.0141023762002531,0.0101771936786638,-0.000545662811753399,-0.000586933404513127,-0.0158599648310991,-0.018021483064926,0.00414885395997958,0.00410117370048893,-0.002204741505181,-0.000241376234065149,-0.000217994131584888,0.00930165126584344
41,optimista,0.00513014981949352,0.000918009302566868,0.00412053802378845,0.014282367880288,0.0103341725854766,-0.000545115421829584,-0.000583132207809333,-0.0158963740634093,-0.0181519443701116,0.00416364111666888,0.00412053802378845,-0.00213779055716887,-0.000214647648841104,-0.000198275408457582,0.00951629891468455
42,optimista,0.0051937370265033,0.000989250151489411,0.00413394789613736,0.0144873976122608,0.0104894935194082,-0.000545078175964753,-0.000579755584593464,-0.0159301308014198,-0.0182692020068309,0.00417277588013677,0.00413394789613736,-0.0020778519067647,-0.000190540619439875,-0.000179948356978289,0.00970683953412442
43,optimista,0.00525350135906693,0.00105699839817303,0.00414261169792104,0.0147084660928655,0.010639792516253,-0.000545413277729476,-0.000576752568438453,-0.0159621430888153,-0.0183746623464124,0.0041774741118743,0.00414261169792104,-0.00202457917612669,-0.000168878386961087,-0.00016293455324013,0.00987571792108551
44,optimista,0.0053092170902317,0.00112067381653632,0.00414756285426614,0.0149380801360257,0.0107824819011952,-0.000546006089464642,-0.000574077013682952,-0.0159930641165233,-0.0184695718681223,0.0041787700274508,0.00414756285426614,-0.00197753720960324,-0.000149479629648874,-0.000147163243487498,0.0100251975507344
45,optimista,0.00536077500730403,0.00117990882337199,0.00414967470705701,0.015170110250607,0.0109156540375212,-0.000546762757481085,-0.000571687529054977,-0.0160233401666834,-0.018555033626264,0.00417753230284709,0.00414967470705701,-0.00193623507300156,-0.00013216260468293,-0.000132569027125824,0.0101573601554173
46,optimista,0.00540816148030092,0.001234510541528,0.00414967614821114,0.0153996450155506,0.0110379882659001,-0.000547607829736831,-0.000569547306020133,-0.0160532525497205,-0.0186320227772649,0.00417448083053311,0.00414967614821114,-0.00190015258782323,-0.000116748491720715,-0.000119090211474414,0.010274108647138
47,optimista,0.00545143974039204,0.00128442707820386,0.00414816739046607,0.0156228468311881,0.0111486628253507,-0.000548481935375208,-0.000567623872054754,-0.0160829538234344,-0.018701401028732,0.00417020349341817,0.00414816739046607,-0.00186876125459067,-0.000103064020483873,-0.000106667684239143,0.0103771726676219
48,optimista,0.00549073333044846,0.00132971790192217,0.00414563540355407,0.0158368125163934,0.0112472729880991,-0.000549339576262349,-0.000565888793550843,-0.016112498674033,-0.0187639299324317,0.00416517248233303,0.00414563540355407,-0.00184154036352585,-9.09434665155215e-05,-9.5244179525992e-05,0.0104681161341374
49,optimista,0.00552621164674436,0.00137052812440794,0.00414246867075943,0.0160394412837895,0.0113337561830013,-0.000550147064942434,-0.000564317348301158,-0.0161418698962501,-0.0188202829904757,0.00415975981422876,0.00414246867075943,-0.00181798902553804,-8.0230097964579e-05,-8.47638379479759e-05,0.010548346232102
50,optimista,0.00555807745953248,0.00140706644001371,0.00413897102577508,0.0162293118425868,0.0114083245133596,-0.000550880630755357,-0.000562888183424256,-0.0161709999401501,-0.0188710565805912,0.00415425181637148,0.00413897102577508,-0.00179763478681647,-7.0777152756119e-05,-7.51719817482618e-05,0.0106191233848581
51,optimista,0.00558655627847612,0.00143958644074675,0.00413537441502727,0.0164055697341314,0.0114714047829735,-0.000551524705795343,-0.0005615829711051,-0.0161997885018908,-0.0189167797339298,0.00414886242923867,0.00413537441502727,-0.00178003941980565,-6.2448420484082e-05,-6.64150425582389e-05,0.0106815718053422
52,optimista,0.00561188741502481,0.00146837100552783,0.00413185049875997,0.0165678254827835,0.0115235859182978,-0.000552070394534527,-0.000560386071582445,-0.0162281166296052,-0.0189579228189505,0.00414374525032199,0.00413185049875997,-0.00176480241434631,-5.51184973684596e-05,-5.84405930368954e-05,0.0107366903027107
53,optimista,0.00563431658631702,0.00149371945485215,0.00412852105759173,0.0167160637289946,0.0115655735047211,-0.000552514124940317,-0.00055928421034867,-0.0162558577978174,-0.0189949051988091,0.00413900429521179,0.00412852105759173,-0.0017515626268721,-4.8672776085708e-05,-5.1197444717765e-05,0.0107853630787964
54,optimista,0.00565408990285442,0.00151593716388095,0.00412546721222053,0.0168505631880572,0.0115981510323312,-0.000552856474468985,-0.000558266174483813,-0.0162828863778358,-0.0190281019385564,0.00413470349356826,0.00412546721222053,-0.00173999848377255,-4.30072255407226e-05,-4.46357833624147e-05,0.0108283703043371
55,optimista,0.00567144908396309,0.001535327335953,0.00412273749448564,0.0169718270336552,0.0116221473631058,-0.000553101161149364,-0.000557322531370451,-0.0163090839001369,-0.0190578496432839,0.00413087496801985,0.00412273749448564,-0.00172982707796849,-3.802800895127e-05,-3.87073203533341e-05,0.0108663983132884
56,optimista,0.00568662775002824,0.00155218465271934,0.00412035482989956,0.017080523127901,0.0116384098801968,-0.000553254187844482,-0.000556445371681437,-0.016334343470077,-0.0190844515100033,0.00412752616556951,0.00412035482989956,-0.00172080244570246,-3.36509821446146e-05,-3.33654444602261e-05,0.010900049295433
57,optimista,0.0056998486478751,0.00156679053503507,0.00411832250661561,0.0171774333979903,0.0116477827546544,-0.000553323126492979,-0.000555628077454303,-0.0163585726620968,-0.0191081816752332,0.00412464592539103,0.00411832250661561,-0.00171271326361905,-2.98011078505624e-05,-2.85653629354276e-05,0.0109298504032835
58,optimista,0.0057113216747952,0.00157940976911572,0.00411662921496294,0.0172634115841045,0.0116510897601574,-0.000553316528512994,-0.000554865115224583,-0.0163816951812613,-0.0191292889375975,0.00412220957539023,0.00411662921496294,-0.00170538016433883,-2.6411816101449e-05,-2.42642245459678e-05,0.010956262219385
59,optimista,0.00572124257701134,0.00159028827424372,0.00411525324633344,0.0173393485450157,0.0116491210774204,-0.00055324344745167,-0.000554151853549753,-0.016403651545538,-0.0191479999307249,0.00412018315381228,0.00411525324633344,-0.00169865283174538,-2.34243356696487e-05,-2.04212200048272e-05,0.0109796865550546
60,optimista,0.00572979220935394,0.00159965181065181,0.00411416594133793,0.0174061442993566,0.0116426235529686,-0.000553113060259526,-0.000553484403783873,-0.0164243990083876,-0.0191645218168023,0.00411852685253066,0.00411416594133793,-0.00169240700486303,-2.07870168121303e-05,-1.69976574658314e-05,0.0110004735718668
61,optimista,0.00573713625418825,0.00160770544845048,0.00411333447560156,0.0174646859950867,0.0116322939085574,-0.000552934374156974,-0.000552859482632168,-0.0164439109095627,-0.0191790445656123,0.00411719777632428,0.00411333447560156,-0.0016865414912058,-1.84546614539429e-05,-1.39570124144703e-05,0.0110189282333207
62,optimista,0.0057434253088641,0.00161463364008944,0.0041127240680384,0.0175158310316274,0.0116187744348735,-0.000552716006854352,-0.000552274294799578,-0.0164621756128032,-0.0191917428780578,0.00411615210815884,0.0041127240680384,-0.00168097526649541,-1.63878733173082e-05,-1.12649525199945e-05,0.011035316106638
63,optimista,0.00574879526190141,0.0016206007594634,0.00411229969151091,0.0175603946036506,0.011602650744002,-0.000552466028816784,-0.000551726433926033,-0.0164791951625816,-0.0192027778072651,0.00411534676482915,0.00411229969151091,-0.00167564471733184,-1.45524373678716e-05,-8.8893388951504e-06,0.0110498685440059
64,optimista,0.0057533678885828,0.00162575199011226,0.00411202735991191,0.0175991409885519,0.011584451197632,-0.000552191857274099,-0.000551213799954655,-0.0164949837682541,-0.0192122981245269,0.00411474062077499,0.00411202735991191,-0.00167050106639904,-1.29187352743895e-05,-6.80020580800832e-06,0.0110627872792803
65,optimista,0.00575725160645426,0.00163021446284212,0.00411187505928558,0.0176327779579185,0.011564647670629,-0.000551900192718834,-0.000550734531091148,-0.016509566202898,-0.0192204414717208,0.00411429537084019,0.00411187505928558,-0.0016655080057525,-1.14612013272644e-05,-4.96972126328552e-06,0.0110742484806075
66,optimista,0.00576054234034067,0.00163409855939594,0.00411181338393101,0.017661953754117,0.011543657351307,-0.000551596989676648,-0.000550286948569043,-0.0165229761856857,-0.0192273353365275,0.00411397609550884,0.00411181338393101,-0.00166063955232323,-1.01578213965015e-05,-3.37213106662691e-06,0.011084406302004
67,optimista,0.0057633244548032,0.00163749931348671,0.00411181593174233,0.0176872561343465,0.0115218453196276,-0.000551287454546605,-0.000549869512524639,-0.0165352548007099,-0.0192330978818112,0.00411375158496053,0.00411181593174233,-0.0016558781306608,-8.98967599122792e-06,-1.98368904468318e-06,0.0110933959779953
68,optimista,0.00576567171947345,0.0016404978535735,0.00411185950651196,0.0177092130444695,0.0114995276820387,-0.000550976064273841,-0.000549480787397407,-0.0165464489915853,-0.0192378386559827,0.00411359447131606,0.00411185950651196,-0.00165121288082021,-7.94052727137769e-06,-7.82576049918791e-07,0.0111013365052667
69,optimista,0.00576764827939103,0.00164316284325413,0.00411192416868977,0.0177282945424096,0.0114769750763332,-0.000550666600520424,-0.000549119415398196,-0.0165566101597023,-0.0192416592070345,0.00411348121182592,0.00411192416868977,-0.0016466381838914,-6.99644891912238e-06,2.51189740535441e-07,0.0111083329541858
70,optimista,0.00576930960836463,0.00164555188513879,0.00411199317024403,0.0177449156449783,0.0114544163915132,-0.000550362194832627,-0.000548784096722194,-0.0165657928845082,-0.0192446536192451,0.00411339195957538,0.00411199317024403,-0.00164215239371415,-6.1454970666032e-06,1.13584889537941e-06,0.0111144784512524
71,optimista,0.00577070342850444,0.00164771286264714,0.0041120528038693,0.0177594398220822,0.0114320425760888,-0.000550065381059405,-0.000548473575320908,-0.0165740537764284,-0.0192469089882721,0.00411331035259928,0.0041120528038693,-0.00163775676058149,-5.37741996336485e-06,1.88800103981161e-06,0.0111198558712157
72,optimista,0.00577187058348024,0.00164968520144534,0.00411209219186844,0.0177721829079747,0.0114100104335034,-0.000549778151955607,-0.000548186629183402,-0.0165814504668172,-0.019248505847485,0.00411322324714657,0.00411209219186844,-0.0016334545309975,-4.68340372018774e-06,2.52270750458104e-06,0.0111245392749359
73,optimista,0.00577284585679679,0.00165150103832112,0.00411210303561308,0.0177834172404079,0.0113884463255571,-0.000549502017504951,-0.000547922064208368,-0.0165880407344489,-0.0192495185559006,0.00411312041621979,0.00411210303561308,-0.00162925020663474,-4.05585125724747e-06,3.05359464732505e-06,0.0111285951261932
74,optimista,0.00577365872950241,0.00165318629030427,0.00411207934255837,0.0177933758751722,0.0113674497239174,-0.00054923806302445,-0.000547678710873209,-0.016593881764334,-0.0192500156559517,0.00411299423043016,0.00411207934255837,-0.00162514894536618,-3.48819148814698e-06,3.49295641502852e-06,0.0111320833176813
75,optimista,0.0057743340743186,0.00165476162089362,0.004112017144339,0.0178022567557108,0.0113470965662585,-0.000548987005567514,-0.000547455423022398,-0.0165990295319144,-0.0192500602075138,0.00411283933463794,0.004112017144339,-0.00162115608748377,-2.97471576475633e-06,3.85185494377109e-06,0.0111350580334461
76,optimista,0.0057748927852564,0.00165624330346598,0.00411191421648123,0.0178102267454276,0.0113274423874544,-0.000548749247532208,-0.000547251078204054,-0.0166035383037813,-0.0192497101031,0.00411265233076077,0.00411191421648123,-0.00161727679083745,-2.51043867119198e-06,4.14021820665768e-06,0.0111375684721173
77,optimista,0.00577535234342914,0.00165764398442624,0.00411176980770025,0.0178174254542651,0.0113085252078131,-0.000548524926709381,-0.000547064579080383,-0.0166074602448412,-0.0192490183678886,0.00411243147449766,0.00411176980770025,-0.0016135157595301,-2.09098037160491e-06,4.36693391948529e-06,0.0111396594524889
78,optimista,0.0057757273210362,0.00165897335051634,0.0041115843845806,0.0178239688113762,0.0112903681697947,-0.000548313962278349,-0.000546894855524167,-0.0166108451211974,-0.019248033447228,0.00411217639149571,0.0041115843845806,-0.00160987705189799,-1.71246787118064e-06,4.5399390940762e-06,0.0111413719203601
79,optimista,0.00577602982643357,0.00166023870602803,0.00411135939562293,0.0178299523526148,0.0112729819222594,-0.000548116096481272,-0.000546740867090079,-0.0166137400878007,-0.0192467994834503,0.00411188781663988,0.00411135939562293,-0.00160636395472063,-1.37145273065258e-06,4.66630479011607e-06,0.0111427433730907
80,optimista,0.00577626989387165,0.0016614454665495,0.00411109705714694,0.0178354542054345,0.0112563667572595,-0.000547930931887113,-0.000546601605616509,-0.0166161895500621,-0.0192453565831886,0.00411156735863528,0.00411109705714694,-0.00160297891187971,-1.0648429715683e-06,4.75231575740774e-06,0.0111438082160623
1,pesszimista,-0.00295683279543789,4.97859531230931e-05,-0.00429922344888616,0.00408734672903663,0.0023381800217501,4.73366104733404e-05,1.17893358960518e-05,-0.0015758139991358,-0.00121875172327574,-0.00439256204964051,-0.00429922344888616,-0.000597142573828756,-0.000611785100175543,-0.000201632745100956,-0.0173491162942909
2,pesszimista,-0.0024100249069381,0.000899301664481096,-0.00596173294690046,0.00822959142496665,0.00468057160774607,6.6478891524065e-05,1.42315533873804e-05,-0.00142507165125953,-0.00113709437927464,-0.00601956420884346,-0.00596173294690046,-0.000100666759546021,-0.000847673262761092,-0.000432819520635891,-0.016605156119896
3,pesszimista,-0.00157079776362589,0.00183932829525859,-0.00634389679529469,0.0122949849294418,0.00694751914124079,8.19101163442245e-05,1.46419821200904e-05,-0.00125277015357998,-0.00105522770523259,-0.00637278102627873,-0.00634389679529469,0.000496958658324912,-0.000922632240679187,-0.0006334577117192,-0.0159210110184114
4,pesszimista,-0.000665618042815189,0.00275718952980252,-0.00617360470884288,0.0161677259455366,0.00907061873375895,9.02637273497001e-05,1.19011948809304e-05,-0.00106562826905776,-0.0009767330363949,-0.00618209944157719,-0.00617360470884288,0.00108132237166281,-0.000931582054417389,-0.000789093063695248,-0.0153332874898017
5,pesszimista,0.00019482909940755,0.00358989430618733,-0.00581519816736182,0.0197551420595337,0.0109970752259075,9.22377679876055e-05,6.25120422441985e-06,-0.000875145990033323,-0.000906980034571916,-0.00581097093916567,-0.00581519816736182,0.00159220132832471,-0.000916344629931948,-0.000902509600949685,-0.01482200781007
6,pesszimista,0.000963658613582973,0.00430672141386319,-0.00543261684800948,0.0229867238315312,0.0126888599954743,8.970240633731e-05,-1.64849321728991e-06,-0.000691187283190497,-0.000850644541418904,-0.00542148506796249,-0.00543261684800948,0.00200465111269925,-0.00089505460850394,-0.000981802799248048,-0.0143516020308431
7,pesszimista,0.00162703851330662,0.00489602408487042,-0.00508536055848484,0.0258102829657534,0.0141201224722035,8.45390411372698e-05,-1.11073033668647e-05,-0.00052028026139826,-0.000811009541177346,-0.00507121336117148,-0.00508536055848484,0.00231406673414658,-0.000875192364223746,-0.00103559870482099,-0.0138869349295328
8,pesszimista,0.00218667671858863,0.00535649971659553,-0.00478258780160436,0.0281874965017532,0.0152743097228592,7.82351759913833e-05,-2.15443665805879e-05,-0.000365766905799697,-0.000789980149785744,-0.00476766214430513,-0.00478258780160436,0.00252627526432556,-0.000859415820292248,-0.00107133773983651,-0.0133987088388089
9,pesszimista,0.00265028460646646,0.00569178106783606,-0.00451222771442314,0.0300897492919251,0.0161415584341354,7.17981603644028e-05,-3.25240086380812e-05,-0.000228561093002808,-0.000788345366561839,-0.00449747959966405,-0.00451222771442314,0.00265149172765962,-0.000848199959313686,-0.00109483861080615,-0.012864498842611
10,pesszimista,0.00302668599598595,0.00590724998959457,-0.00425573167156161,0.0314945877366493,0.0167165335489975,6.57931050739923e-05,-4.37486797164722e-05,-0.000107999834598774,-0.000806089043415175,-0.00424118570585638,-0.00425573167156161,0.00270087926204463,-0.000841046450167431,-0.00111036511291611,-0.0122681319958065
11,pesszimista,0.00332353426858109,0.00600826148323766,-0.00399488519149942,0.0323828393568058,0.0169967237026347,6.04195595503334e-05,-5.50372991645176e-05,-2.59432315636698e-06,-0.000842672895846115,-0.00397991895302314,-0.00399488519149942,0.00268475578242728,-0.000837044031903138,-0.00112086166000783,-0.011598564917778
12,pesszimista,0.00354643154780635,0.00599922996407522,-0.00371442692304522,0.0327363495045172,0.016981141302084,5.55909664954304e-05,-6.63010487742876e-05,8.93731235179591e-05,-0.000897267304335449,-0.00369798197933183,-0.00371442692304522,0.00261179282296719,-0.000835129021578233,-0.00112821838132673,-0.0108487304421754
13,pesszimista,0.00369875878039373,0.00588322521440773,-0.00340258763239727,0.0325362532972637,0.0166693579381107,-7.08718064483709e-05,-0.000133771443055762,0.000169402736415116,-0.000968928032339488,-0.00338331417375844,-0.00340258763239727,0.0024887834810034,-0.000834204605833092,-0.00183949331268046,-0.0100145258363423
14,pesszimista,0.00371250922283309,0.00557924515611966,-0.00307368986107933,0.0317616984549084,0.0160608078201972,-0.000237887067098136,-0.000215034679950076,5.32074537928362e-05,-0.00115558494189301,-0.00305058788740561,-0.00307368986107933,0.00219482316501287,-0.000833192433143505,-0.00175923771251894,-0.00918133340319878
15,pesszimista,0.00362389041829055,0.00514356126617514,-0.00273420210685721,0.0304971949141892,0.0152156050263185,-0.000397925424430878,-0.00029419048304287,-0.000311041260885971,-0.00147572914481062,-0.00270637608998059,-0.00273420210685721,0.00179698386955053,-0.00083078442199683,-0.00169706474726355,-0.00835054898120195
16,pesszimista,0.00346089981364109,0.00461876435584378,-0.00238785349564344,0.0288387703019679,0.0141944067297018,-0.000553784936827199,-0.000371849550636755,-0.000900335842976606,-0.00191898246151793,-0.00235463091471105,-0.00238785349564344,0.00133954463587595,-0.000825781731279508,-0.0016579826724008,-0.00752476724992244
17,pesszimista,0.00324635592511851,0.00403819671276445,-0.00203791838407869,0.0268959753569614,0.0130596992105054,-0.000539738876403198,-0.00037375559894878,-0.00169707215480512,-0.00247655892368613,-0.00199891813166948,-0.00203791838407869,0.000850458042591773,-0.000817249121633259,-0.00145720896744586,-0.00670751812828919
18,pesszimista,0.00301365471344001,0.00345042087411186,-0.00168802989408157,0.02479543895019,0.0118778658686385,-0.00052079285794375,-0.000372914312871532,-0.00243262163919772,-0.00300960644265431,-0.00164321427447389,-0.00168802989408157,0.000378229170298044,-0.000804570791956575,-0.00128222970525302,-0.00590294733633261
