negyedev,szcenario,y,y_d,y_x,i_S,i_L,efp_S,efp_L,nw_S,nw_L,h_dx,xx,c,infl,r,rer,rk_S,rk_L,z_S,z_L,l_S,l_L
34,alap,0.00369523226200968,0.00127461975454837,0.00193599651463758,0.00597076921815795,0.0172717395469728,-0.000482434296885825,-0.000387632250624352,-0.0125868777307818,-0.0124333467476105,0.00199440760576316,0.00193599651463758,-0.00130228067672985,-0.000342813873979725,-0.000295815581622149,0.00425362423560535,-0.0162946547826109,-0.00938217008866111,-0.000985176715173219,0.000656511646169855,-0.000493660651978531,0.00200818081995524
35,alap,0.00375108419346067,0.00130657280622355,0.0020119993076333,0.0059954223854401,0.0170555775896914,-0.000476819736125495,-0.000382854482320977,-0.0126908339755092,-0.0124929430907022,0.00206545536932721,0.0020119993076333,-0.00123032942675343,-0.000310292122244073,-0.000275903939421984,0.00456391635784943,-0.0158355918510753,-0.00931066006060856,-0.000914230699267721,0.000714461200884515,-0.000405471865699252,0.0021135479931978
36,alap,0.00380439142998437,0.00133888985091122,0.00207898425623823,0.00608976499804978,0.0168310225759594,-0.000472672199585338,-0.000378654853058313,-0.0127810582756445,-0.0125411626888463,0.00212769862952094,0.00207898425623823,-0.00116577132998721,-0.000280475072975137,-0.000257050721493275,0.00484439143082456,-0.0153932387775125,-0.00925648647799427,-0.000843783582743688,0.00076356526357384,-0.000320213477340266,0.00220338305343325
37,alap,0.00385442674266282,0.00137015621378913,0.00213811578170293,0.00623852321431735,0.016598380428216,-0.000469726311145548,-0.000374974185422935,-0.012860467105232,-0.0125795904586539,0.00218234488176429,0.00213811578170293,-0.00110879536790743,-0.000253266437693388,-0.000239125646770619,0.00509765786851795,-0.0149729633357553,-0.00921731882583054,-0.000775873200513683,0.00080517096088543,-0.000239499055772554,0.00228019985892353
38,alap,0.0039007183612912,0.0013993754360705,0.00219043832544817,0.00642836765124546,0.016358439603061,-0.000467744618628489,-0.000371756109817892,-0.0129314277429116,-0.012609628066602,0.00223046759705447,0.00219043832544817,-0.00105927248933556,-0.000228539869065343,-0.000222044249396396,0.0053261977375833,-0.014578463494969,-0.00919083881525706,-0.00071194696813307,0.000840484834292423,-0.000164417994398195,0.00234618951206333
39,alap,0.0039430055694934,0.00142589771594902,0.00223687509430989,0.00664783853652927,0.0161123710985854,-0.000466518362802311,-0.000368947964840424,-0.0129958281760813,-0.0126325080262769,0.00227300697163352,0.00223687509430989,-0.00101684179077521,-0.00020614797878095,-0.000205754682526423,0.00553234571636425,-0.0142120344771835,-0.00917480817701249,-0.000652960217709869,0.00087056944411792,-9.56277060705344e-05,0.00240323385112609
40,alap,0.00398119788416306,0.00144935414458005,0.00227823143535173,0.00688723113769183,0.015861630859003,-0.000465867103366695,-0.000366501329898437,-0.0130551446787368,-0.0126493086731701,0.00231077527917006,0.00227823143535173,-0.000980982912036532,-0.000185930080271938,-0.000190227339345464,0.00571827579663618,-0.0138748183309477,-0.0091671201855513,-0.000599466865580972,0.000896345812148157,-3.3437645736874e-05,0.00245292616671943
41,alap,0.00401533841299303,0.00146959769877401,0.00231520152359374,0.00713845532325639,0.0156078683334625,-0.000465637505930306,-0.000364372272043271,-0.0131105054419173,-0.0126609693268081,0.00234446543745134,0.00231520152359374,-0.00095107550664089,-0.000167718674944055,-0.000175446846694513,0.00588599447158024,-0.0135670314021558,-0.00916583655283482,-0.000551701066865219,0.000918600150704099,2.21158018745483e-05,0.00249659653973846
42,alap,0.00404557164345317,0.00148665140526991,0.0023483772493217,0.00739488038075698,0.0153528436980302,-0.00046570154459491,-0.000362521376852219,-0.0131627491788355,-0.0126683051285837,0.00237466162803833,0.0023483772493217,-0.000926446954939427,-0.000151344746511029,-0.000161406026525688,0.00603733921809127,-0.0132881672014798,-0.00916921155453334,-0.000509649246408759,0.000937993547693101,7.12038982447302e-05,0.0025353396954902
43,alap,0.0040721156726104,0.00150066369496184,0.00237825839316271,0.00765117382700951,0.0150983552424699,-0.000465954329039124,-0.000360913621764741,-0.013212478067678,-0.0126720211919723,0.0024018510276262,0.00237825839316271,-0.00090640964426527,-0.000136641958365475,-0.000148101465389869,0.00617398117645674,-0.0130371737744215,-0.00917570532085576,-0.000473112433073282,0.000955073502176296,0.000114149465165975,0.00257004372233425
44,alap,0.00409523871721068,0.0015118706865894,0.00240526336563647,0.00790314088868263,0.0148461776285378,-0.000466311723810661,-0.0003595181398381,-0.0132601047444336,-0.0126727258226252,0.00242643591318686,0.00240526336563647,-0.000890289189482421,-0.000123449866961735,-0.000135530378207258,0.00629743104341848,-0.0128126058652148,-0.00918398818543552,-0.000441759206298481,0.000970286419219781,0.000151379696905793,0.00260141840303153
45,alap,0.00411523963006597,0.00152056495205618,0.00242973995705597,0.008147569587775,0.0145980111158046,-0.000466707891263044,-0.000358307912578859,-0.0133058933274041,-0.0126709426622594,0.00244874558347433,0.00242973995705597,-0.000877444942554491,-0.000111616272722297,-0.000123688497101706,0.00640904731614077,-0.0126127530081953,-0.00919293787433116,-0.000415169823906551,0.000983990367879434,0.000183387224022652,0.00263002224968474
46,alap,0.00413243207846579,0.00152707019877922,0.00245197569050502,0.00838208491308853,0.0143554413972798,-0.000467092858247912,-0.000357259422368053,-0.0133499946557537,-0.0126671216855038,0.00246904769469785,0.00245197569050502,-0.000867284066297841,-0.000100998831380343,-0.000112568757584963,0.00651004614752112,-0.012435745247337,-0.0092016311605049,-0.000392872265325262,0.000996467577833766,0.000210698658935963,0.00265628761955214
47,alap,0.00414713200246811,0.00153172124149975,0.00247220749452163,0.00860501436769226,0.0141199093648405,-0.000467430180111725,-0.000356352288008022,-0.0133924760675028,-0.0126616490360405,0.00248755873796219,0.00247220749452163,-0.000859270343890978,-9.14660448990125e-05,-0.000102160592057938,0.00660151219242013,-0.0122796385340203,-0.00920933142758651,-0.000374371016753119,0.0010079362969795,0.000233849792569522,0.00268054352261676
48,alap,0.00415964795720135,0.00153484861332655,0.00249063051391925,0.00881526622465812,0.0138926899103953,-0.00046769475342052,-0.000355568901014694,-0.0134333461378975,-0.0126548557304125,0.00250445349174685,0.00249063051391925,-0.000852928775622001,-8.28977437622756e-05,-9.2449674124349e-05,0.00668440993618241,-0.0121424820333245,-0.0092154733953551,-0.000359169462055247,0.00101856175465235,0.000253366597201315,0.0027030359176079
49,alap,0.00417027394718919,0.00153676717265226,0.00250740595863683,0.00901222106984333,0.0136748787419815,-0.000467870810742476,-0.00035489407537304,-0.0134725748562018,-0.0126470252874252,0.00251987336640976,0.00250740595863683,-0.000847846887627154,-7.51851627924885e-05,-8.34179865627077e-05,0.00675959509897489,-0.0120223696208975,-0.00921964606894893,-0.000346786739715829,0.00102846607459905,0.00026975121022402,0.00272394543693363
50,alap,0.00417928437705087,0.00153776809038039,0.00252266795385715,0.00919563663290608,0.013467386136284,-0.00046795011631181,-0.000354314719465028,-0.0135101097457203,-0.0126384003605221,0.0025339336220481,0.00252266795385715,-0.000843673550982273,-6.82307017188671e-05,-7.50441111390347e-05,0.00682782580069376,-0.0119174778093523,-0.00922157479177921,-0.000336769893514976,0.00103773706062861,0.000283472116660486,0.00274340258861113
51,alap,0.00418693076770108,0.00153811364382321,0.00253652940229391,0.00936556547937988,0.0132709365444922,-0.000467930370026405,-0.000353819535663376,-0.0135458884352282,-0.0126291884619558,0.00254672948876097,0.00253652940229391,-0.000840115988238385,-6.19474502682825e-05,-6.73036600392077e-05,0.00688977325096204,-0.01182609223267,-0.00922110311334059,-0.0003287020919452,0.0010464358385387,0.000294957806956957,0.00276150056051963
52,alap,0.00419343991723299,0.00153803429433912,0.00254908690394295,0.00952228483285801,0.0130860730034687,-0.000467813818555214,-0.000353398750556557,-0.013579848175907,-0.0126195668727864,0.00255834125211203,0.00254908690394295,-0.000836935531465115,-5.62585461475358e-05,-6.016978688942e-05,0.00694603179710958,-0.0117466246614335,-0.00921817503048292,-0.000322207626003039,0.00105460338304113,0.00030459325452977,0.00277830580450635
53,alap,0.00419901321859072,0.00153772758114566,0.00256042480201549,0.00966623759484365,0.0129131653675489,-0.000467606065934006,-0.000353043876830917,-0.0136119327713155,-0.0126096868332502,0.00256883838889391,0.00256042480201549,-0.000833942592954836,-5.10964233459176e-05,-5.36137304726292e-05,0.0069971282204555,-0.0116776223385049,-0.00921281802566803,-0.000316954322551315,0.00106226599051041,0.000312718629950192,0.00279386660988956
54,alap,0.00420382688007721,0.00153735842063001,0.00257061843831949,0.00979798351073558,0.0127524214585723,-0.000467315071527062,-0.000352747506391646,-0.0136420973529695,-0.012599677105118,0.00257828285141794,0.00257061843831949,-0.000830991217892067,-4.64019979886033e-05,-4.76053566965696e-05,0.0070435302184441,-0.0116177712277298,-0.00920512720863554,-0.000312653935288846,0.00106943977978017,0.000319629741881001,0.00280821989199725
55,alap,0.00420803282832443,0.00153706045655428,0.00257973670889438,0.00991815937633661,0.0126039003253952,-0.000466950320282774,-0.000352503133271161,-0.0136703113940421,-0.0125896469923454,0.00258673160449419,0.00257973670889438,-0.000827973507773271,-4.21238296911856e-05,-4.21136744706915e-05,0.00708565404813529,-0.0115658945679078,-0.00919525076832304,-0.00030906100073869,0.00107613431601576,0.000325579766254779,0.0028213964252478
56,alap,0.0042117601055797,0.00153693816014434,0.00258784401285206,0.0100274471751656,0.0124675269031374,-0.000466522148506974,-0.000352305004175487,-0.0136965603111698,-0.0125796888994522,0.00259423851974935,0.00258784401285206,-0.00082481413395317,-3.82172880976437e-05,-3.71073092298718e-05,0.00712387133623293,-0.0115209479283665,-0.00918337685887679,-0.000305970574931677,0.00108235545874461,0.000330781892816023,0.00283342474505079
57,alap,0.00421511660334418,0.001537069429018,0.00259500168551199,0.0101265490699528,0.0123431074621211,-0.000466041207652504,-0.000352147994089938,-0.0137208459613419,-0.012569880499318,0.00260085572841258,0.00259500168551199,-0.000821465101841732,-3.46437470602167e-05,-3.25549242005547e-05,0.00715851508329315,-0.0114820117765608,-0.00916972197585546,-0.000303215199253794,0.00108810753602048,0.000335412580772256,0.00284433393109212
58,alap,0.00421819100209393,0.00153750847952903,0.00260126900218926,0.010216168231314,0.0122303453333737,-0.000465518048647763,-0.000352027504146999,-0.0137431862989066,-0.0125602865739652,0.00260663452738477,0.00260126900218926,-0.000817900877208789,-3.13698227255729e-05,-2.8425584410516e-05,0.00718988490601872,-0.0114482823959058,-0.00915452082477654,-0.000300661382297534,0.00109339494378001,0.000339615172146562,0.00285415546850128
59,alap,0.00422105481176814,0.00153828886799275,0.00260670383234238,0.0102969945639409,0.0121288564891655,-0.000464962809866783,-0.000351939378902502,-0.0137636144179059,-0.0125509605838053,0.00261162592527799,0.00260670383234238,-0.000814113945869296,-2.83666665798769e-05,-2.46890621383004e-05,0.0072182515725986,-0.0114190618358083,-0.00913801764239703,-0.000298205829102914,0.0010982232638379,0.000343503662117372,0.00286292436469368
60,alap,0.00422376442982352,0.0015394265122824,0.00261136301596951,0.0103696944785999,0.0120381846416292,-0.000464384992817199,-0.000351879840229247,-0.0137821771680081,-0.0125419460130362,0.00261588090594678,0.00261136301596951,-0.000810110845757056,-2.5609320205959e-05,-2.1316085195912e-05,0.00724386089280455,-0.0113937474367229,-0.0091204588999633,-0.000295771600131095,0.00110259998657173,0.000347166470091553,0.00287067967968401
61,alap,0.0042263631529421,0.00154092261650635,0.00261530252574849,0.01043490395119,0.0119578155989992,-0.000463793310857556,-0.000351845435185734,-0.0137989334986899,-0.0125332775315873,0.00261945047743995,0.00261530252574849,-0.000805908685072313,-2.3076135035086e-05,-1.82785313249485e-05,0.00726693702783964,-0.0113718213512804,-0.0091020872955615,-0.00029330433964955,0.00110653491589873,0.000350670093626574,0.00287746460740807
62,alap,0.00422888309504111,0.00154276642809451,0.00261857746990447,0.0104932242037231,0.0118871906868869,-0.000463195597645152,-0.000351832995423318,-0.0138139526562589,-0.0125249820073468,0.00262238556473726,0.00261857746990447,-0.000801532140856449,-2.0748257642915e-05,-1.5549573223204e-05,0.00728768528548256,-0.0113528403777181,-0.00908313692819338,-0.000290768676690535,0.00111004032521427,0.000354062559899768,0.00288332622583761
63,alap,0.00423134697822786,0.00154493777893737,0.00262124198249258,0.0105452194331299,0.0118257191011482,-0.000462598763475747,-0.000351839605935324,-0.0138273123318665,-0.012517079396436,0.00262473679543601,0.00262124198249258,-0.000797010918102753,-1.86091790511475e-05,-1.31037794437221e-05,0.0073062944645337,-0.011336426333143,-0.00906382953794861,-0.000288144871002907,0.00111313092398116,0.000357376616629217,0.0028883150149695
64,alap,0.00423376977496779,0.00154740938059425,0.00262334903994334,0.0105914160999246,0.0117727891094899,-0.000462008789142204,-0.000351862581208562,-0.0138390968357563,-0.0125095835340455,0.00262655421894959,0.00262334903994334,-0.000792377639519737,-1.66443449619702e-05,-1.09171767381024e-05,0.00732293880949567,-0.0113222571203822,-0.0090443716934324,-0.000285425750987453,0.00111582368595029,0.00036063262666115,0.00289248422448394
65,alap,0.00423616018921531,0.00155014885841448,0.00262495023549264,0.010632303368428,0.0117277780614085,-0.000461430748362163,-0.000351899447097757,-0.0138493953534647,-0.0125025028438173,0.0026278869919226,0.00262495023549264,-0.000787666129563313,-1.48408227848107e-05,-8.96727944828951e-06,0.00733777963228048,-0.0113100585819739,-0.00902495280836036,-0.000282613969971319,0.00111813758178371,0.000363841148367654,0.00289588915721588
66,alap,0.00423852197182653,0.00155312052110701,0.00262609553660386,0.0106683343624978,0.0116900612009384,-0.000460868851170632,-0.000351947926996341,-0.0138583003233019,-0.0124958409799007,0.00262878305554043,0.00262609553660386,-0.000782910052668293,-1.31870206337572e-05,-7.23309136694265e-06,0.00735096665291424,-0.0112995971867461,-0.00900574387301233,-0.000279719590797848,0.00112009325128982,0.000367005198070675,0.00289858642067826
67,alap,0.00424085507146802,0.00155628687125636,0.00262683304472998,0.0106999279650822,0.0116590193046628,-0.000460326501918697,-0.000352005931115846,-0.0138659059609162,-0.0124895974126017,0.00262928882424608,0.00262683304472998,-0.000778141864142796,-1.16724531061089e-05,-5.69508515180098e-06,0.00736263910602035,-0.0112906735569363,-0.00898689679223915,-0.000276757996044273,0.00112171264365633,0.000370122201438696,0.0029006331867345
68,alap,0.00424315662668354,0.00155960986890718,0.00262720877176855,0.0107274709463152,0.011634045189237,-0.000459806366650353,-0.000352071547905739,-0.0138723069457868,-0.0124837679659078,0.00262944890006951,0.00262720877176855,-0.00077339203242595,-1.0287548532832e-05,-4.33516394726639e-06,0.00737292665455318,-0.011283116815464,-0.00896854422926038,-0.000273748111708682,0.001123018648019,0.000373185648683308,0.00290208648909697
69,alap,0.00424542180799868,0.00156305196499443,0.00262726644330873,0.0107513202535121,0.0116145491490355,-0.000459310445638964,-0.000352143036843278,-0.013877597275806,-0.0124783453130567,0.0026293058222891,0.00262726644330873,-0.000768688492911366,-9.02349246321266e-06,-3.13660937866443e-06,0.00738195014701639,-0.0112767797123887,-0.00895079986301332,-0.000270710925436333,0.0011240347314372,0.000376186473872787,0.00290300257953728
70,alap,0.00424764452113308,0.00156657692441877,0.00262704733521756,0.0107718053376932,0.0115999633961782,-0.000458840147751863,-0.000352218821997306,-0.0138818692893869,-0.0124733194346559,0.00262889985842937,0.00262704733521756,-0.000764056295938362,-7.87210235971082e-06,-2.08401957374898e-06,0.00738982224937611,-0.0112715344754807,-0.00893375897585538,-0.000267668275828402,0.00112478459683723,0.00037911418219857,0.0029034363564114
71,alap,0.00424981798373414,0.00157015046026229,0.0026265901472072,0.0107892304257206,0.0115897455828296,-0.00045839636407918,-0.00035229748592073,-0.0138852128495004,-0.0124686780425834,0.00262826883958576,0.0026265901472072,-0.000759517414546888,-6.82572879348858e-06,-1.16324035644855e-06,0.00739664797816959,-0.0112672693210339,-0.00891749929761718,-0.000264641886681144,0.00112529186968775,0.000381957750955114,0.00290344087318746
72,alap,0.00425193518870897,0.00157374070128057,0.00262593091470296,0.0108038766753877,0.0115833814899481,-0.000457979538917172,-0.000352377763554414,-0.0138877146804257,-0.0124644069719599,0.0026274480406847,0.00262593091470296,-0.000755090680935253,-5.87717881188538e-06,-3.61292267432168e-07,0.00740252515698148,-0.0112638855564946,-0.00890208204106871,-0.000261652618772519,0.00112557981903398,0.000384706330657318,0.00290306692996603
73,alap,0.00425398926735814,0.00157731851462913,0.00262510295852825,0.01081600417354,0.0115803869681927,-0.000457589736745304,-0.000352458535931589,-0.0138894578455586,-0.0124604905428088,0.00262647010445827,0.00262510295852825,-0.0007507918240578,-5.01965756822182e-06,3.33704392826338e-07,0.0074075448145497,-0.0112612952052647,-0.00888755307258238,-0.000258719911724675,0.00112567111597445,0.000387349772412234,0.00290236274735095
74,alap,0.00425597376523017,0.00158085770498982,0.00262413687056808,0.0108258537551957,0.0115803092160163,-0.000457226704289466,-0.000352538823558434,-0.0138905213531335,-0.0124569118925681,0.00262536500656297,0.00262413687056808,-0.000746633584302654,-4.24672473939175e-06,9.32604722204819e-07,0.00741179153928909,-0.0112594190853501,-0.00887394417000116,-0.000255861389246167,0.00112558763064993,0.000389879006631541,0.00290137371931363
75,alap,0.00425788284302777,0.00158433511002902,0.00262306053260481,0.0108336486353527,0.0115827274775701,-0.000456889927131166,-0.000352617779415131,-0.0138909798759968,-0.0124536532803437,0.0026241600583284,0.00262306053260481,-0.000742625884585211,-3.55226269041579e-06,1.44531317543839e-06,0.00741534380197951,-0.011258185276692,-0.00886127432734348,-0.000253092602461565,0.00112535026726145,0.000392286296627355,0.00290014223975598
76,alap,0.00425971141409524,0.00158773061058778,0.00262189916487369,0.0108395958553406,0.0115872532393329,-0.000456578680614471,-0.000352694681574521,-0.0138909035714363,-0.0124506963636486,0.00262287994301716,0.00262189916487369,-0.000738776040400644,-2.93045376444863e-06,1.88085525174005e-06,0.00741827425574396,-0.0112575279164754,-0.00884955107293734,-0.000250426887870823,0.00112497883547818,0.000394565388749796,0.00289870759618488
77,alap,0.0042614552290766,0.0015910270722924,0.00262067540050701,0.0108438875527955,0.0115935299997292,-0.000456292075028978,-0.000352768925474633,-0.0138903579873985,-0.0124480224483334,0.00262154678114884,0.00262067540050701,-0.000735088994344267,-2.37576447228292e-06,2.24744612443846e-06,0.00742065002021624,-0.0112573862669842,-0.00883877177384319,-0.000247875318584761,0.00112449195577436,0.000396711578641438,0.00289710592314641
78,alap,0.00426311091731609,0.00159421023347675,0.00261940938187096,0.0108467020691312,0.0116012326807075,-0.000456029095217719,-0.000352840015908815,-0.0138894040420726,-0.0124456127124384,0.00262018022033353,0.00261940938187096,-0.000731567563299037,-1.88293472084684e-06,2.55255566593615e-06,0.00742253295493709,-0.0112577040062925,-0.0088289249049966,-0.000245446729725826,0.00112390699569113,0.000398721711013743,0.00289537020772495
79,alap,0.00426467599352504,0.00159726855249929,0.00261811887480323,0.010848204911241,0.01161006674459,-0.000455788634882589,-0.000352907558814994,-0.0138880980646999,-0.0124434484047762,0.00261879754512457,0.00261811887480323,-0.00072821268888912,-1.44697055171398e-06,2.80296952077337e-06,0.0074239799254888,-0.0112584286979521,-0.00881999126639214,-0.000243147801162615,0.00112324003370184,0.000400594128181182,0.00289353033939728
80,alap,0.00426614883719989,0.00160019302577384,0.00261681939689183,0.0108485495854979,0.0116197670736608,-0.000455569525944753,-0.000352971252955369,-0.0138864918864865,-0.0124415110191547,0.00261741380259285,0.00261681939689183,-0.000725023683904455,-1.06313915639703e-06,3.00484604163736e-06,0.0074250430646452,-0.0112595114016259,-0.00881194513587112,-0.000240983182983843,0.0011225058472228,0.000402328580485992,0.00289161319676485
1,optimista,-0.00438683543196084,-0.000442866663743763,-0.00637283559252858,0.00819923366456082,0.00151723212881285,-2.40490043705481e-05,0.000129738077126954,0.00195719961018463,-0.014669750017721,-0.00656298556384058,-0.00637283559252858,-0.00170304424717403,-0.000993449902988755,-0.000327422212476937,-0.0260722898864546,-0.00665661806050924,-0.0240386474901264,-0.000533574293667185,-0.00741027394480067,-0.00304390425529585,-0.0143136813392795
2,optimista,-0.00357280844690222,0.000504578957269191,-0.00868469772760958,0.0161462518405825,0.00356713847218198,1.51042587445175e-05,0.000122685810418684,0.00182278514303216,-0.0137082478462843,-0.00882032636139072,-0.00868469772760958,-0.00150593134358513,-0.00138501764328914,-0.000705643803587828,-0.0248518941191021,-0.00562844941154965,-0.0269707467292942,0.000565942426740731,-0.0101046605116982,-0.00178058791402728,-0.0165576189488102
3,optimista,-0.0022602529722938,0.00173786770785344,-0.00902649501535118,0.023659000397315,0.00599323798920554,4.7740264825648e-05,0.000114455038951652,0.00175460435917222,-0.0128072151421592,-0.00911000020767146,-0.00902649501535118,-0.000952282693666035,-0.00151756932773804,-0.00103715695113557,-0.0237166800343422,-0.00408384954015674,-0.0269374478980777,0.00197020549763065,-0.0105164622728412,-0.000270352551479653,-0.0166779969078945
4,optimista,-0.000808950205347918,0.00303963756847802,-0.00853520847990208,0.0305813946934471,0.00865128731598749,6.85542835732098e-05,0.000102671486460735,0.00173943934374859,-0.0119656996540938,-0.00857807013815867,-0.00853520847990208,-0.000282388537274014,-0.00154194948992578,-0.0012974736946534,-0.022729942078737,-0.00248080448056375,-0.025717650757591,0.00342054771155413,-0.00996907649845837,0.00123950674622743,-0.0159669391531068
5,optimista,0.000598174052547036,0.00428050404194907,-0.00778509008448173,0.0367939890725194,0.0114188914911179,7.83894131106909e-05,8.74715803514222e-05,0.00175666988759244,-0.0111869695339343,-0.00779992247682908,-0.00778509008448173,0.000364394276145491,-0.00152469870183261,-0.00148988920447993,-0.0218634890401215,-0.00110026457801753,-0.0242046922955675,0.00476501773591691,-0.00913094414667501,0.00261493976452141,-0.0150436585680126
6,optimista,0.00187835172443192,0.00539053888404938,-0.00703534420855218,0.0422124349993132,0.0141955394131205,7.99372299505733e-05,6.98078595127485e-05,0.00178798830114107,-0.01047388975477,-0.00703267932343931,-0.00703534420855218,0.000917648843060063,-0.00149494330424577,-0.00162651059376585,-0.0210629179968654,-9.27046354860777e-05,-0.0227970169000803,0.00592381155708625,-0.00830365600394,0.00379267521139624,-0.0141642809545875
7,optimista,0.00300239797859073,0.0063363465360575,-0.00637893622447327,0.046781544022765,0.0168992402184455,7.60123108477615e-05,5.07336422260235e-05,0.00182009347560888,-0.00982750795393783,-0.00636630874062999,-0.00637893622447327,0.00134890028310887,-0.00146499921906568,-0.0017206104694747,-0.0202733220449709,0.000475709286405415,-0.0216323783626382,0.00686146117823412,-0.00759508787021455,0.00475047439616559,-0.013400301520903
8,optimista,0.00396747807823619,0.00710547036732398,-0.005827920594039,0.0504682990558699,0.0194624363471716,6.89375307505227e-05,3.1129016155209e-05,0.00184462751431703,-0.0092469681800287,-0.00580999245720407,-0.005827920594039,0.0016531406093376,-0.00143952565253663,-0.00178382487135892,-0.0194481880550445,0.000590368417998692,-0.0207210832747253,0.00756788962777967,-0.00701870499432211,0.005488087771274,-0.0127381600997127
9,optimista,0.00478185238180014,0.0076964872194186,-0.00535999502636625,0.0532551774191423,0.0218282757700627,6.03958165013469e-05,1.16217690037818e-05,0.00185718118534197,-0.00872991052513448,-0.00533906703170027,-0.00535999502636625,0.00183718715911605,-0.00141965256490426,-0.00182538123909785,-0.0185513495987228,0.000266624642213491,-0.0200183794265075,0.0080463590621337,-0.00654776175829351,0.0060156856668651,-0.0121321135952821
10,optimista,0.0054567806739271,0.00811299604271493,-0.00494234663180743,0.0551342759518131,0.0239476091527752,5.14655792597263e-05,-7.40990998610703e-06,0.00185612376715692,-0.00827298973985361,-0.00491893810591024,-0.00494234663180743,0.00191275630941487,-0.00140487873328266,-0.00185213646074749,-0.0175562548462051,-0.000464039161005212,-0.0194615967632079,0.00830614767564113,-0.00614307986119147,0.00634714978937184,-0.011530324048432
11,optimista,0.00600255630022711,0.00836013037632263,-0.00454274009317446,0.0561023493059744,0.0257767665618387,4.27168127974723e-05,-2.58046577350954e-05,0.00184154525927386,-0.00787236316966152,-0.00451609759586812,-0.00454274009317446,0.00189259087171417,-0.00139396563001609,-0.00186890043293517,-0.0164443662349643,-0.00156262530774865,-0.0189875828301783,0.00835829947999151,-0.00576597816605345,0.00649639905496168,-0.0108862043348855
12,optimista,0.00642683133085811,0.0084426522252947,-0.00413376966255146,0.0561567154021853,0.0272760449039138,3.43156718281425e-05,-4.35781733285129e-05,0.00181439755176232,-0.00752409669714787,-0.00410225782356303,-0.00413376966255146,0.00178848557625603,-0.00138536898670338,-0.00187882452547035,-0.0152034427340856,-0.0029877687479983,-0.0185395601626913,0.00821330599760587,-0.005383243542917,0.00647555058418978,-0.0101620709298113
13,optimista,0.00673415361410942,0.00836401073893649,-0.00369366690495537,0.0552919253336767,0.0284087998047845,-0.000314508179421383,-0.00022338615778687,0.00177583749535298,-0.00722448050191534,-0.00365503776749302,-0.00369366690495537,0.00161044982415219,-0.00137745145343825,-0.00267408825520844,-0.0138259912806474,-0.0046985874209558,-0.018068604772121,0.00787997187635834,-0.00496808994403174,0.00629415773343903,-0.00932907883705984
14,optimista,0.00683602053460081,0.00803047253649387,-0.00324486321611511,0.0534970836965954,0.0291410360570972,-0.000702698057998885,-0.000417015860388174,0.00120899318786483,-0.00725585764913,-0.0031972689095513,-0.00324486321611511,0.0012215877844776,-0.00136858839987945,-0.00253671247668879,-0.0124574028807679,-0.00682973619489964,-0.017671967973676,0.0072499260533803,-0.00454501418740812,0.00582905367066739,-0.00845241323986864
15,optimista,0.00677937064324698,0.00751292248746787,-0.00279603508415166,0.0509015462382298,0.0295180742741211,-0.00107582908237757,-0.00060621458244569,8.04424803132822e-05,-0.00762597014130571,-0.00273812495990059,-0.00279603508415166,0.00070745439824494,-0.00135680501095023,-0.00243183366974143,-0.0111005978698177,-0.00921832123274891,-0.0173355388231909,0.00641307447876365,-0.00412242031486161,0.00516690018524749,-0.00754939962203104
16,optimista,0.00660231589664387,0.00686628067385367,-0.00235059553750207,0.0476637281380319,0.0295943457464317,-0.00143942116312464,-0.000792367586624491,-0.00155883984891629,-0.00831009376288872,-0.00228156316515289,-0.00235059553750207,0.000123620864719854,-0.00134032041935575,-0.00236760304666999,-0.00976027745046196,-0.0117264364017067,-0.0170376841259394,0.00543931349277049,-0.00370281863305242,0.00437353264376874,-0.00663371596780723
17,optimista,0.00633833265039467,0.00613552349509703,-0.00191062626607985,0.0439748369054631,0.0294363722186503,-0.00138058080314019,-0.000783275308179675,-0.00366881802441993,-0.00928717510823683,-0.00183024190142729,-0.00191062626607985,-0.00049580552394485,-0.00131778339920278,-0.00203611249271522,-0.00844249405125918,-0.0142367123460379,-0.0167571180019247,0.00438565474400913,-0.00328742936156081,0.0035015967816948,-0.00571858875792521
18,optimista,0.00604296272065564,0.0053955806897878,-0.00147843423910287,0.0400653795572753,0.0291268462251189,-0.00131660403628931,-0.000770584936332792,-0.00558385994397202,-0.0101994227069508,-0.0013872838480285,-0.00147843423910287,-0.00107822132592629,-0.0012883576661644,-0.00175006899770995,-0.00715413638509478,-0.0165939290936029,-0.0164756752890355,0.00334414858651732,-0.00287803540942911,0.00263861522722193,-0.00481825214749142
19,optimista,0.00575211653203491,0.00469414453530729,-0.00105690374372717,0.0361181170486959,0.0287285665573113,-0.00124986010179363,-0.000755198801189457,-0.00730590508193317,-0.0110437545972081,-0.000956176784313895,-0.00105690374372717,-0.00158364716868027,-0.0012518140576429,-0.00150694782563794,-0.00590232232745188,-0.0186990818857062,-0.0161828178132414,0.0023728045099818,-0.0024774500153443,0.00183881487266296,-0.00394592151797112
20,optimista,0.00548766163273948,0.00405933177033815,-0.000649312051275357,0.0322730596192703,0.0282873738207192,-0.00118251892733712,-0.000737957166244484,-0.00884039718256282,-0.0118188287604382,-0.000540604464224757,-0.000649312051275357,-0.00199404050845739,-0.00120846184707007,-0.00130269949579961,-0.0046938604803818,-0.0204967239020033,-0.0158748366824323,0.00150509747067393,-0.0020892124673932,0.00113281357883231,-0.00311299316995767
