negyedev,szcenario,y,y_S,y_L,ii,i_S,i_L,c,nn,efp_S,efp_L,nw_S,nw_L,infl,r,rer,xx,sov,bank
11,alap,-0.00169970345210587,-0.00166086673816853,-0.00174717054691818,0.00301808805074544,0.00335152823969574,0.00268464786179514,0.0137520442377153,-0.00265316899510319,-0.000131387664743125,-0.000143134690699979,0.0078902760563342,0.00714403091072901,-0.000347581063271924,-0.000618737199037644,-0.00150655995618091,-0.00150655995618091,-0.00275,0
12,alap,-0.00176527166378925,-0.00172244525886293,-0.00181761504758807,0.00313995085002394,0.00349286830186668,0.00278703339818119,0.0132947306395905,-0.00277261583116036,-0.000127850779181133,-0.000149148342533594,0.00729605300310794,0.00653527014628735,-0.000346098848123991,-0.000637737740227412,-0.00153961345717845,-0.00153961345717845,-0.003,0
13,alap,-0.00185899286634652,-0.00181213901942029,-0.00191625867925636,0.00326704475096343,0.00364113688382035,0.00289295261810652,0.0127510599742494,-0.00293296045039329,-0.000355712044306573,-0.000264627651956962,0.00673691716859722,0.00594637842697018,-0.000339669544689034,-0.00065406571063663,-0.00158928212285498,-0.00158928212285498,-0.0035,-0.00028125
14,alap,-0.00185459156194063,-0.00180369441319861,-0.00191679918818088,0.00336050067728665,0.00374697591020386,0.00297402544436943,0.0120972164179401,-0.00295386560097239,-0.000580394165641883,-0.000379755732604532,0.00585938900282136,0.00518397640730731,-0.000289700256542694,-0.000657170615255032,-0.00157046925561158,-0.00157046925561158,-0.004,-0.0005625
15,alap,-0.00174069569336001,-0.00168576910890888,-0.00180782818546696,0.00341636384205527,0.00380606798231212,0.00302665970179843,0.0113204629227508,-0.00281868297966771,-0.000804368532157622,-0.000495085746342337,0.00468422042090463,0.00425735688688948,-0.000231753274224559,-0.000645584952889185,-0.00147523844194286,-0.00147523844194286,-0.0045,-0.00084375
16,alap,-0.00149888261445891,-0.00143997382997716,-0.0015708822399366,0.0034300312107503,0.00381327007050095,0.00304679235099964,0.0104177054292585,-0.00250066023820714,-0.00103009317123582,-0.000611191471176756,0.00322736923097982,0.00317437584334835,-0.00016687822374277,-0.000618024470448709,-0.0012911928363847,-0.0012911928363847,-0.005,-0.001125
17,alap,-0.00110289117870103,-0.00104008026276923,-0.001179660075951,0.00339601307881951,0.00376236635675051,0.00302965980088851,0.00939472423233657,-0.0019618065368845,-0.000966362078306779,-0.000594319692376691,0.00150025914915238,0.00194148804058778,-9.66232018123801e-05,-0.000573372602214026,-0.00100092846357989,-0.00100092846357989,-0.005,-0.001125
18,alap,-0.000777125997065204,-0.000710520892533107,-0.000858532235937767,0.00336505847081719,0.00371701290430225,0.00301310403733214,0.00832228028755844,-0.00152217294763921,-0.000910697139608725,-0.000579018258468037,-4.36241673315418e-05,0.000799896779206359,-9.82297929702772e-05,-0.000530645586134482,-0.000756248668246215,-0.000756248668246215,-0.005,-0.001125
19,alap,-0.000507054377868952,-0.000436781013383084,-0.000592944045573902,0.00333791473704953,0.0036775952677847,0.00299823420631435,0.00724953307013424,-0.00116107939067147,-0.000861738524481829,-0.000565013124450559,-0.00142570261117022,-0.000257722649011534,-0.000101263644695145,-0.000490632632326923,-0.000548720375780189,-0.000548720375780189,-0.005,-0.001125
20,alap,-0.000281456292198307,-0.000207651047574181,-0.000371662702294463,0.00331496321446935,0.0036441987459964,0.00298572768294229,0.0062095281208938,-0.000862579221827573,-0.000818424511578587,-0.00055210186530254,-0.00266426003782409,-0.00123784708278281,-0.00010519010293559,-0.000453756334671766,-0.000371706493319472,-0.000371706493319472,-0.005,-0.001125
21,alap,-9.16209360035765e-05,-1.44249568454474e-05,-0.000185971577196846,0.00329633262845894,0.00361670708614709,0.0029759581707708,0.00522342983966564,-0.000614308588801111,-0.000779916910306424,-0.000540133724021177,-0.00377505229353234,-0.00214627375691289,-0.000109629912325292,-0.000420187293956372,-0.000219938765735853,-0.000219938765735853,-0.005,-0.001125
22,alap,6.92549488202319e-05,0.000149699985390588,-2.90667625435373e-05,0.00328198129477664,0.00359487365333638,0.00296908893621689,0.00430375905083444,-0.000406625070794027,-0.000745545869100968,-0.00052899508107812,-0.00477177338252149,-0.00298824508903446,-0.000114317971327715,-0.000389926903070806,-8.91995952455359e-05,-8.91995952455359e-05,-0.005,-0.001125
23,alap,0.00020651855717087,0.000290073540354537,0.000104395799946388,0.00327175631875979,0.00357837231554069,0.0029651403219789,0.00345684873441697,-0.000231961630509181,-0.000714769022318356,-0.000518598913043358,-0.00566641443442889,-0.00376854168957754,-0.000119072550756641,-0.000362866698145598,2.39160619239674e-05,2.39160619239674e-05,-0.005,-0.001125
24,alap,0.000324400587914256,0.000410931183697338,0.000218640970846044,0.00326543588191397,0.00356683343285486,0.00296403833097309,0.0026846907864276,-8.43409659112828e-05,-0.000687141231194221,-0.0005088771790238,-0.00646954262663134,-0.00449155219477236,-0.000123772396149404,-0.000338830519292803,0.000122179800389317,0.000122179800389317,-0.005,-0.001125
25,alap,0.000426271324796761,0.000515649496337266,0.000317031337358366,0.00326275913373188,0.00355986894968377,0.00296564931777999,0.0019863121501553,4.09905154229524e-05,-0.000662292144586467,-0.000499775349727187,-0.00719052016671499,-0.00516132622716807,-0.000128339755719827,-0.000317604110576462,0.000207865272906016,0.000207865272906016,-0.005,-0.001125
26,alap,0.000514834353676136,0.000606939348000422,0.00040226158283534,0.00326344703458513,0.00355708955174272,0.00296980451742754,0.00135878990992189,0.000147839392641017,-0.000639909526566756,-0.00049124849933826,-0.00783767821815067,-0.0057816150929552,-0.000132727850786056,-0.000298955584627451,0.00028285136988311,0.00028285136988311,-0.005,-0.001125
27,alap,0.000592273618890127,0.000686992543849312,0.000476506043940012,0.00326721662290482,0.0035581160772448,0.00297631716856485,0.000797991404303642,0.000239275115790758,-0.000619726833610309,-0.000483258532928782,-0.00841845678762461,-0.00635590357589443,-0.000136911668020964,-0.000282649280212944,0.000348701332802704,0.000348701332802704,-0.005,-0.001125
28,alap,0.000660365500901803,0.000757593590571102,0.00054153116908377,0.00327379053092073,0.00356258679682866,0.00298499426501279,0.000299106411700552,0.000317789826553829,-0.000601513921480793,-0.000475772235254804,-0.00893951873533105,-0.00688743526872204,-0.000140881228652526,-0.000268454873805746,0.000406723870934024,0.000406723870934024,-0.005,-0.001125
29,alap,0.000720564613932069,0.000820205260125342,0.000598781601918068,0.00328290309124543,0.00357016174959749,0.00299564443289337,-0.000142976714166076,0.000385420584263912,-0.000585070056286548,-0.000468759910576471,-0.0094068439592153,-0.00737923320874626,-0.000144636699079792,-0.000256153110726516,0.000458020751300741,0.000458020751300741,-0.005,-0.001125
30,alap,0.000774069807822189,0.000876034419041312,0.000649446394109926,0.00329430401910839,0.00358052500563162,0.00300808303258516,-0.00053341108587821,0.000443843289380055,-0.00057021862200414,-0.000462194445080362,-0.00982580824681009,-0.00783411709114709,-0.000148184865919189,-0.000245539154198521,0.000503524163496256,0.000503524163496256,-0.005,-0.001125
31,alap,0.00082187521396909,0.000926082950054315,0.000694510203198259,0.0033077603903094,0.00359338549046227,0.00302213529015653,-0.000877217047984872,0.000494445238033792,-0.000556803077722744,-0.000456050669200709,-0.0102012501399159,-0.00825471797381847,-0.000151536618320963,-0.000236424279020048,0.000544026306192393,0.000544026306192393,-0.005,-0.001125
32,alap,0.000864809953422484,0.000971187373741698,0.000734793106365667,0.00332305743924356,0.00360847683328367,0.00303763804520344,-0.00117917055264987,0.000538381489159446,-0.000544683836635608,-0.000450304930806965,-0.0105375283110587,-0.0086434911262478,-0.000154705170766265,-0.000228636436092294,0.000580203015767496,0.000580203015767496,-0.005,-0.001125
33,alap,0.000903569216869422,0.00101204987155057,0.00077098175003691,0.00333999855693546,0.00362555657247163,0.00305444054139928,-0.00144373671230523,0.000576618923258113,-0.000533735826318763,-0.000444934814967849,-0.0108385713271918,-0.00900272748582865,-0.00015770482757249,-0.000222020066474514,0.000612632797441634,0.000612632797441634,-0.005,-0.001125
34,alap,0.000938738750295085,0.00104926273734754,0.000803653877230975,0.00335840476269752,0.0036444049575758,0.00307240456781923,-0.00167503546785278,0.000609970902847926,-0.000523846554217446,-0.000439918964136145,-0.0111079212168368,-0.00933456404884321,-0.000160550141422773,-0.000216435435333424,0.000641812280633293,0.000641812280633293,-0.005,-0.001125
35,alap,0.000970814276603697,0.00108332778245853,0.000833297769447794,0.00337811384494959,0.00366482351764009,0.00309140417225909,-0.00187682965583933,0.000639124723020562,-0.000514914549543028,-0.000435236965848864,-0.0113487719184054,-0.00964099342587032,-0.000163255356529075,-0.000211757676937156,0.000668168870215863,0.000668168870215863,-0.005,-0.001125
36,alap,0.00100021700795324,0.00111467184471439,0.000860327763022948,0.00339897930957602,0.0036866335149863,0.00311132510416573,-0.00205252830337258,0.000664663502459822,-0.000506848087446623,-0.00043086928468511,-0.0115640034377906,-0.00992387272205619,-0.000165834055680274,-0.000207875684137274,0.000692071180145404,0.000692071180145404,-0.005,-0.001125
37,alap,0.00102730612305698,0.00114365927238424,0.000885096718323672,0.00342086923249842,0.00370967436663127,0.00313206409836557,-0.00220519990589723,0.000687083763507229,-0.000499564126699877,-0.000426797222219165,-0.0117562123588199,-0.0101849318537875,-0.000168298951802099,-0.000204690933947952,0.000713837698222264,0.000713837698222264,-0.005,-0.001125
38,alap,0.00105238887381615,0.00117060204468705,0.000907906109418376,0.00344366508285935,0.00373380208870396,0.00315352807701474,-0.0023375918926978,0.000706809649345826,-0.000492987410636357,-0.000423002893753168,-0.0119277392134627,-0.0104257813791483,-0.000170661780570205,-0.000202116310681123,0.000733744027910863,0.000733744027910863,-0.005,-0.001125
39,alap,0.001075728828271,0.00119576803375704,0.00092901424378806,0.0034672605613348,0.00375888779991217,0.00317563332275742,-0.00245215356964192,0.000724204501145866,-0.00048704969460578,-0.000419469214232989,-0.0120806931169569,-0.010647919895962,-0.000172933262436162,-0.000200074966523446,0.000752028975965164,0.000752028975965164,-0.005,-0.001125
40,alap,0.00109755263856984,0.00121938779510269,0.000948643002807456,0.00349156048239556,0.00378481630629798,0.00319830465849313,-0.00255106063501193,0.000739580348818922,-0.000481689073009685,-0.000416179888327324,-0.0122169739969098,-0.0108527410451784,-0.000175123111177941,-0.000198499244144315,0.000768899696367479,0.000768899696367479,-0.005,-0.001125
41,alap,0.00111805563350107,0.0012416601848095,0.000966983404124095,0.00351647971816667,0.00381148477974607,0.00322147465658727,-0.00263623995946882,0.000753205741577643,-0.000476849386110396,-0.000413119401467435,-0.012338292688039,-0.0110415401466548,-0.000177240072547135,-0.000197329675202957,0.000784536056868392,0.000784536056868392,-0.005,-0.001125
42,alap,0.00113740646772317,0.00126275703461888,0.000984200219295089,0.00354194221367158,0.00383880153588332,0.00324508289145985,-0.00270939375698787,0.000765312248198161,-0.000472479691963191,-0.000410273009912057,-0.0124461891205249,-0.011215520487401,-0.000179291981337329,-0.000196514061221721,0.00079909436061399,0.00079909436061399,-0.005,-0.001125
43,alap,0.00115575100867342,0.00128282706509726,0.00100043582859983,0.00356788007779181,0.00386668491232706,0.00326907524325657,-0.00277202258965805,0.000776099883861296,-0.000468533792549618,-0.000407626728772313,-0.0125420487962827,-0.0113757992779514,-0.00018128582867926,-0.00019600663828826,0.000812710529320235,0.000812710529320235,-0.005,-0.001125
44,alap,0.0011732156031605,0.00130199917832218,0.00101581345574066,0.00359423275056022,0.00389506224511065,0.00329340325600978,-0.00282544687581365,0.000785741664859551,-0.000464969805880017,-0.000405167317517243,-0.012627117721144,-0.0115234132898712,-0.00018322783390629,-0.000195767323762989,0.000825502834258661,0.000825502834258661,-0.005,-0.001125
45,alap,0.00118990983581464,0.00132038524183124,0.00103043989512768,0.00362094624494855,0.00392386893910258,0.00331802355079453,-0.00287082673106477,0.000794387449949896,-0.000461749777772729,-0.000402882262863949,-0.0127025159400244,-0.0116593241859142,-0.000185123517173394,-0.000195761041103531,0.000837574245518479,0.000837574245518479,-0.005,-0.001125
46,alap,0.00120592886862161,0.00133808245275265,0.00104440782135034,0.00364797245974948,0.00395304762701798,0.00334289729248097,-0.00290918008281525,0.000802167194469308,-0.0004588393284155,-0.000400759759197026,-0.0127692498052377,-0.0117844235536019,-0.000186977770337257,-0.000195957117712525,0.000849014457546276,0.000849014457546276,-0.005,-0.001125
47,alap,0.00122135543301936,0.00135517535338358,0.00105779775257419,0.00367526855922775,0.00398254741096561,0.0033679897074899,-0.00294139907391213,0.000809193718096408,-0.000456207329823882,-0.00039878868680331,-0.0128282230941674,-0.0118995376527106,-0.000188794924550476,-0.0001963287501063,0.000859901639047617,0.000859901639047617,-0.005,-0.001125
48,alap,0.0012362615322286,0.0013717375557496,0.00107067972570294,0.0037027964147344,0.0040123231802065,0.0033932696492623,-0.00296826481999164,0.000815565067535337,-0.000453825611042567,-0.000396958588281126,-0.0128802470807913,-0.0120054318871318,-0.00019057881369071,-0.000196852530499156,0.000870303947377209,0.000870303947377209,-0.005,-0.001125
49,alap,0.00125070990067968,0.0013878332219283,0.00108311473026469,0.003730522103302,0.00404233499880043,0.00341870920780356,-0.00299046061521338,0.000821366540068499,-0.000451668688468593,-0.00039525964351073,-0.0129260496555365,-0.0121028150116793,-0.000192332833211044,-0.000197508028965071,0.000880280841105318,0.000880280841105318,-0.005,-0.001125
50,alap,0.00126475525888031,0.00140351833844758,0.0010951559394092,0.00375841545826931,0.00407254755699068,0.00344428335954794,-0.00300858369785502,0.00082667242186153,-0.000449713519067873,-0.0003936826435703,-0.0129662835792319,-0.0121923430845655,-0.000194059994316505,-0.000198277425578115,0.000889884219196058,0.000889884219196058,-0.005,-0.001125
51,alap,0.00127844539531158,0.00141884181634635,0.00110684976960242,0.00378644966714741,0.0041029296804643,0.00346996965383052,-0.00302315569469918,0.000831547485346878,-0.000447939274549833,-0.000392218963961004,-0.0130015339492535,-0.012274623176412,-0.000195762973584766,-0.000199145187276143,0.000899159410916409,0.000899159410916409,-0.005,-0.001125
52,alap,0.00129182210154075,0.00143384644311268,0.00111823679517505,0.00381460091218546,0.00413345389197674,0.00349574793239419,-0.00303463186423216,0.000836048282388556,-0.000446327134788579,-0.000390860537473118,-0.0130323249491065,-0.0123502168467529,-0.000197444158286718,-0.000200097784591579,0.000908146037021599,0.000908146037021599,-0.005,-0.001125
53,alap,0.00130492198239701,0.00144856970839114,0.0011293525395153,0.0038428480493873,0.00416409602021466,0.00352160007855994,-0.00304340925553864,0.000840224263806718,-0.000444860098953831,-0.000389599826988316,-0.0130591259465299,-0.0124196433990242,-0.000199105687747051,-0.000201123443815611,0.000916878759785298,0.000916878759785298,-0.005,-0.001125
54,alap,0.0013177771595386,0.00146304452184674,0.00114022816116199,0.00387117232204404,0.00419483485116697,0.00354750979292111,-0.00304983389396556,0.000844118750887624,-0.000443522812955608,-0.00038842979847468,-0.0130823569996132,-0.012483382925005,-0.000200749491132444,-0.00020221193058585,0.000925387936947845,0.000925387936947845,-0.005,-0.001125
55,alap,0.00133041588387139,0.00147729983871421,0.0011508910501746,0.00389955710516647,0.00422565181766564,0.0035734623926673,-0.0030542070972459,0.000847769780471641,-0.000442301411923568,-0.000387343894393054,-0.0131023938253251,-0.012541879149574,-0.000202377322077181,-0.000203354361298418,0.000933700192553357,0.000933700192553357,-0.005,-0.001125
56,alap,0.00134286306992508,0.00149136120621286,0.00116136534779556,0.0039279876775122,0.00425653072313558,0.00359944463188882,-0.00305679101759479,0.00085121084190686,-0.000441183376542157,-0.000386336007697572,-0.0131195722801826,-0.0125955420864911,-0.000203990790561547,-0.0002045430391347,0.000941838915866947,0.000941838915866947,-0.005,-0.001125
57,alap,0.00135514076334985,0.00150525124206724,0.00117167240047304,0.00395645101819939,0.00428745749594981,0.00362544454044897,-0.00305781349685007,0.000854471521431032,-0.000440157402151182,-0.000385400456580366,-0.0131341923985176,-0.012644750515695,-0.000205591392453288,-0.000205771311855817,0.000949824698050763,0.000949824698050763,-0.005,-0.001125
58,alap,0.00136726855108242,0.00151899005476099,0.0011818311576975,0.00398493562517689,0.00431841997111917,0.00365145127923461,-0.00305747231338726,0.000857578067285171,-0.000439213279601345,-0.000384531960081011,-0.0131465220298615,-0.0126898542923502,-0.000207180537111162,-0.000207033448852056,0.000957675714987557,0.000957675714987557,-0.005,-0.001125
59,alap,0.00137926392238401,0.0015325956138043,0.00119185852175922,0.00401343135307691,0.0043494076963524,0.00367745500980142,-0.00305593889152595,0.000860553886979075,-0.000438341786927968,-0.000383725614655395,-0.0131568001133625,-0.0127311764975751,-0.000208759573435182,-0.000208324535239472,0.000965408063537101,0.000965408063537101,-0.005,-0.001125
60,alap,0.00139114258782382,0.00154608407716447,0.00120176965640748,0.00404192926821091,0.00438041175980322,0.00370344677661861,-0.00305336153660307,0.000863419986552404,-0.000437534590974981,-0.000382976871776289,-0.0131652396238248,-0.0127690154404532,-0.000210329814732763,-0.000209640381072572,0.00097303605756454,0.00097303605756454,-0.005,-0.001125
61,alap,0.00140291876233111,0.00155947008205631,0.00121157826044475,0.00407042151868067,0.00441142463707437,0.00372941840028696,-0.00304986825189519,0.000866195360349378,-0.000436784158166199,-0.000382281516618826,-0.0131720302209156,-0.0128036465205774,-0.000211892562755043,-0.000210977443991697,0.000980572489266855,0.000980572489266855,-0.005,-0.001125
62,alap,0.00141460541763627,0.00157276700448266,0.00122129681149069,0.00409890121776651,0.00444244005527749,0.00375536238025554,-0.00304556918716033,0.000868897338706724,-0.000436083673682624,-0.000381635647868136,-0.0131773406302824,-0.0128353239600061,-0.000213449131244173,-0.000212332763848467,0.000988028860623854,0.000988028860623854,-0.005,-0.001125
63,alap,0.00142621450874102,0.00158598719223154,0.00123093678447483,0.00412736233892328,0.00447345287215132,0.00378127180569524,-0.00304055876274147,0.00087154190000807,-0.000435426968363318,-0.000381035658673258,-0.0131813207827659,-0.012864282413134,-0.00021500086932106,-0.000213703908054487,0.000995415589197219,0.000995415589197219,-0.005,-0.001125
64,alap,0.00143775717847986,0.00159914217545437,0.00124050884884435,0.00415579962086308,0.00450445896842189,0.00380714027330428,-0.00303491750791356,0.00087414395275478,-0.000434808452703613,-0.000380478218760892,-0.0131841037355398,-0.0128907384625956,-0.000216549185034117,-0.000215088926579706,0.00100274219198088,0.00100274219198088,-0.005,-0.001125
65,alap,0.0014492439437428,0.00161224285845293,0.00125002304798598,0.00418420848133391,0.00453545515174691,0.00383296181092091,-0.00302871364743115,0.000876717592620361,-0.000434223057378136,-0.000379960257714266,-0.0131858073968723,-0.0129148920089381,-0.000218095569383529,-0.000216486315689448,0.00101001745055685,0.00101001745055685,-0.005,-0.001125
66,alap,0.00146068486650956,0.00162529969587895,0.00125948896394697,0.00421258493831537,0.00456643907072591,0.00385873080590483,-0.00302200446601138,0.000879276338873548,-0.000433666179767573,-0.000379478949416199,-0.0131865360742435,-0.012936927561424,-0.000219641621132218,-0.000217894989655415,0.0010172495604225,0.0010172495604225,-0.005,-0.001125
67,alap,0.00147208971248616,0.00163832285618596,0.00126891587018641,0.00424092553744864,0.00459740913757671,0.00388444193732057,-0.00301483747672338,0.000881833354058317,-0.000433133636017294,-0.000379031697650978,-0.013186381863778,-0.0129570154369518,-0.000221189072714301,-0.000219314259807752,0.00102444626701936,0.00102444626701936,-0.005,-0.001125
68,alap,0.00148346809982728,0.00165132237486117,0.00127831287478585,0.00426922728459809,0.00462836445818064,0.00391009011101554,-0.00300725141591185,0.000884401650393839,-0.000432621618203069,-0.000378616122856843,-0.0131854258973354,-0.0129753128737258,-0.000222739817554322,-0.000220743820414495,0.00103161499070288,0.00103161499070288,-0.005,-0.001125
69,alap,0.00149482964016276,0.00166430829969542,0.0012876890562895,0.00429748758250861,0.00465930476828412,0.00393567039673309,-0.00299927708431787,0.000886994285992279,-0.000432126656224195,-0.000378230050019394,-0.0131837394621373,-0.0129919650659604,-0.000224295939115716,-0.000222183740983068,0.00103876294264006,0.00103876294264006,-0.005,-0.001125
70,alap,0.00150618407391826,0.00167729083011598,0.00129705359412104,0.00432570417057518,0.00469023037471329,0.00396117796643707,-0.00299093805143565,0.00088962455367755,-0.000431645584087579,-0.000377871497696011,-0.0131813850064912,-0.0130071061255714,-0.000225859742004979,-0.000223634464677432,0.00104589723340244,0.00104589723340244,-0.005,-0.001125
71,alap,0.00151754140172083,0.00169028045240324,0.00130641589533121,0.00435387506678189,0.00472114210051272,0.00398660803305107,-0.00298225123782479,0.000892306164914669,-0.000431175510287776,-0.000377538668162177,-0.0131784170439798,-0.0130208599764936,-0.000227433785468503,-0.000225096812635534,0.00105302497582991,0.00105302497582991,-0.005,-0.001125
72,alap,0.00152891201350534,0.00170328807243218,0.00131578571926143,0.00438199851089602,0.00475204123296013,0.00401195578883192,-0.00297322738804981,0.000895053431119381,-0.000430713792027797,-0.000377229938672351,-0.0131748829674182,-0.013033341186964,-0.000229020919632032,-0.000226571994056025,0.0010601533835719,0.0010601533835719,-0.005,-0.001125
73,alap,0.00154030681678151,0.00171632514741827,0.00132517330155881,0.00441007290802056,0.00478292947343597,0.00403721634260515,-0.00296387144511336,0.000897881444403666,-0.000430258013063839,-0.0003769438538306,-0.0131708237829295,-0.0130446557448324,-0.00023062432484798,-0.000228061622001985,0.00106728986656247,0.00106728986656247,-0.005,-0.001125
74,alap,0.00155173736537854,0.00172940381799924,0.00133458947884214,0.00443809677161537,0.00481380888814136,0.00406238465508937,-0.00295418283565942,0.00090080625961756,-0.00042980596499406,-0.000376679119069455,-0.0131662747736401,-0.0130549017806981,-0.000232247554533222,-0.000229567734943648,0.00107444212455008,0.00107444212455008,-0.005,-0.001125
75,alap,0.00156321598985064,0.00174253704184432,0.00134404581519169,0.00446606866509447,0.00484468185866071,0.00408745547152823,-0.00294415567382498,0.000903845079364308,-0.000429355631847255,-0.000376434595239349,-0.0131612661017491,-0.0130641702434277,-0.000233894581899225,-0.000231092824132644,0.00108161823967814,0.00108161823967814,-0.005,-0.001125
76,alap,0.00157475593059592,0.00175573872984563,0.00135355473151296,0.00449398714109452,0.00487555103135586,0.00411242325083317,-0.00293377889039244,0.000907016443486773,-0.000428905177861941,-0.000376209294315407,-0.0131558233570694,-0.0130725455323895,-0.000235569850997217,-0.000232639866968039,0.00108882676899443,0.00108882676899443,-0.005,-0.001125
77,alap,0.00158637147460913,0.00176902388580669,0.00136312963870101,0.0045218506774881,0.00490641926455902,0.00413728209041718,-0.00292303629282329,0.000910340424340766,-0.000428452938380008,-0.00037600237623324,-0.0131499680595661,-0.0130801060905294,-0.000237278332523201,-0.000234212366579902,0.0010960768376519,0.0010960768376519,-0.005,-0.001125
78,alap,0.00159807809664772,0.00178240875039477,0.00137278507540133,0.00454965760918603,0.00493728957250072,0.00416202564587133,-0.00291190656082197,0.000913838828976892,-0.000427997413811838,-0.000375813146870641,-0.0131437181229254,-0.0130869249622328,-0.000239025584850461,-0.000235814397920047,0.00110337823344665,0.00110337823344665,-0.005,-0.001125
79,alap,0.00160989260543638,0.00179591094995953,0.00138253685101919,0.00457740605473462,0.00496816506486824,0.00418664704460101,-0.00290036318127576,0.000917535409137139,-0.000427537266661683,-0.000375641057197627,-0.0131370882857731,-0.0130930703197463,-0.000240817820780418,-0.00023745066071224,0.00111074150321503,0.00111074150321503,-0.005,-0.001125
80,alap,0.00162183329535773,0.00180954965063303,0.00139240219446571,0.00460509383666932,0.00499904888083985,0.00421113879249879,-0.00288837432573356,0.000921456079725042,-0.000427071321633213,-0.00037548570362308,-0.0131300905168102,-0.0130986059617838,-0.000242661980525379,-0.000239126539676107,0.00111817805147725,0.00111817805147725,-0.005,-0.001125
1,optimista,-0.00314447175836629,-0.00314057535062633,-0.00314923403449292,0.00254164940488708,0.00284369618159717,0.002239602628177,0.00617041860157172,-0.00449024707969472,-0.000396698010023906,-0.00015804349918496,0.022442819661188,0.0198332807940144,-0.00140508484810859,-0.000351401884290759,-0.0022732673694895,-0.0022732673694895,-0.0003125,0
2,optimista,-0.0028253057609992,-0.00281733302481555,-0.00283505021633478,0.00269405503935716,0.00299550875994927,0.00239260131876503,0.0105040278404761,-0.00406088099019729,-0.000337869805420663,-0.00015109564878203,0.0207176977028923,0.0185638553044961,-0.000370490174696316,-0.000424326942833836,-0.00217184248400648,-0.00217184248400648,-0.000625,0
