negyedev,szcenario,y,y_S,y_L,ii,i_S,i_L,c,nn,efp_S,efp_L,nw_S,nw_L,infl,r,rer,xx,sov,bank
2,pesszimista,0.000193110682602574,0.000203755804088101,0.000180099978564708,0.00224861698460294,0.00274433270057317,0.00175290126863271,-0.000266763131992806,0.000264680773094146,-0.000204596896004559,-7.6926355261706e-05,0.00867631631955427,0.00633441017930078,-7.0437942444017e-05,-3.42738180624188e-05,0.000123000434778709,0.000123000434778709,-0.000375,0
3,pesszimista,0.000236788872111674,0.000254386906046926,0.000215280163968587,0.00234857108642956,0.00285003566175773,0.00184710651110139,-0.000333303801737111,0.000303922487225662,-0.000196896514539176,-8.31857145240792e-05,0.00793151322164963,0.00588249160096329,-6.6268728615341e-05,-4.13799512317455e-05,0.000150820937650747,0.000150820937650747,-0.0005625,0
4,pesszimista,0.000267316378281929,0.000292320980896636,0.000236755197308398,0.00244835618794632,0.00295814746860019,0.00193856490729246,-0.000374959066452363,0.000323238141344571,-0.00019185650248798,-8.98548957317747e-05,0.0072356548584676,0.00544216812763906,-6.59959717605516e-05,-4.62198430565137e-05,0.00017026520909677,0.00017026520909677,-0.00075,0
5,pesszimista,0.00029166239501939,0.000324322882340895,0.00025174402162644,0.0025495243812127,0.00306992463578354,0.00202912412664187,-0.000399843993291937,0.000332930336579885,-0.000188900332579999,-9.68115166588976e-05,0.00658225023176249,0.00501213974200851,-6.75886353620278e-05,-4.99609051783346e-05,0.000185772226127,0.000185772226127,-0.0009375,0
6,pesszimista,0.000313200878231383,0.00035366563257788,0.000263743956252331,0.00265270635532711,0.00318577688806716,0.00211963582258707,-0.000413239834550114,0.000337969375436631,-0.000187654610411915,-0.000103990581352307,0.00596600921465277,0.00459138651438008,-7.00789428259536e-05,-5.31623850346692e-05,0.000199491005242919,0.000199491005242919,-0.001125,0
7,pesszimista,0.000333563618289133,0.00038193657742222,0.000274441112682027,0.00275810649832819,0.00330573574352157,0.00221047725313481,-0.000418647195453958,0.000340747120711105,-0.000187853948926627,-0.000111355044472821,0.00538247374609402,0.00417905374193439,-7.30110249190727e-05,-5.60941250462289e-05,0.000212460903368874,0.000212460903368874,-0.0013125,0
8,pesszimista,0.000353535460435532,0.000409906065683425,0.000284638054021441,0.00286573929228206,0.00342967693575486,0.00230180164880927,-0.000418416092231093,0.000342405110625158,-0.000189294040203586,-0.000118881641068686,0.00482781205642084,0.00377439456417669,-7.61754043240074e-05,-5.8889534823297e-05,0.00022518182193346,0.00022518182193346,-0.0015,0
9,pesszimista,0.000373486202774064,0.00043794403227307,0.000294704411164167,0.0029755413936911,0.00355742477069857,0.00239365801668363,-0.000414136031356015,0.000343473761852667,-0.000191808042249694,-0.000126554065674257,0.00429869451249035,0.00337674035178964,-7.94809779186569e-05,-6.16187661648831e-05,0.000237889301129977,0.000237889301129977,-0.0016875,0
10,pesszimista,0.000393577425197978,0.000466217409189138,0.000304795222542115,0.00308742408497236,0.00368880005130877,0.00248604811863594,-0.000406885173088248,0.00034417718536018,-0.000195254288803051,-0.000134359689291122,0.0037922115626463,0.00298548456377765,-8.28928444409465e-05,-6.4323430634241e-05,0.000250686258087884,0.000250686258087884,-0.001875,0
11,pesszimista,0.000413858454505146,0.000494779247279159,0.000314955263336908,0.00320129717149361,0.00382364117596158,0.00257895316702565,-0.000397394027597953,0.000344573171161096,-0.000199509542638303,-0.000142287982695374,0.00330581446553335,0.00260007318165962,-8.64011541485328e-05,-6.70326293893239e-05,0.000263604111149775,0.000263604111149775,-0.0020625,0
12,pesszimista,0.00043430511664344,0.000523600754577111,0.000325166003613397,0.00331707917024996,0.00396181257554325,0.00267234576495667,-0.000386156017279163,0.00034460756070947,-0.000204465008284866,-0.000150329771166388,0.00283726923744646,0.00221999839298952,-9.00036717672402e-05,-6.97695771255453e-05,0.000276627462830217,0.000276627462830217,-0.00225,0
13,pesszimista,0.00045482448646761,0.000552567061415031,0.000335361339309652,0.00343470075735742,0.00410320719161282,0.00276619432310202,-0.000373504772178976,0.000344116625923957,-0.000331898767268142,-0.000214726911165416,0.00238461896298114,0.00184479390051512,-9.3692766510716e-05,-7.25528794919607e-05,0.000289697125138605,0.000289697125138605,-0.002625,-0.000125
14,pesszimista,0.000475232008516394,0.000581439911471381,0.000345422349349188,0.00351699516005427,0.00419696480346004,0.00283702551664849,-0.000359671343429677,0.000342785470260411,-0.000456427363084838,-0.000278428618072911,0.00176090188858451,0.00137517165911614,-9.74406653877991e-05,-7.53937029969985e-05,0.000302695546825729,0.000302695546825729,-0.003,-0.00025
15,pesszimista,0.000495278752462856,0.000609860008001526,0.000355234995693369,0.00356225998446563,0.0042410059743304,0.00288351399460086,-0.000344837000931902,0.000340700337461419,-0.000579031466069454,-0.000341602369971349,0.000979087202266331,0.00081707477989719,-0.000101148414863327,-7.82775180450257e-05,0.00031546417354322,0.00031546417354322,-0.003375,-0.000375
16,pesszimista,0.00051471610326366,0.000637445552293701,0.000364713443338054,0.00356845382066362,0.00423273449010938,0.00290417315121785,-0.000329162505997902,0.000337946592110346,-0.000700639749806773,-0.000404411405621165,5.00050137274442e-05,0.000175854875677684,-0.000104729793972816,-8.11730500462739e-05,0.000327844651760293,0.000327844651760293,-0.00375,-0.0005
17,pesszimista,0.000533346704843403,0.00066386991801306,0.000373818333191601,0.00353319440982319,0.00416903347268106,0.00289735534696532,-0.000312802799041415,0.000334702853755564,-0.00065338950576386,-0.000392015344674357,-0.00101746765666522,-0.000543690913485396,-0.000108110852559706,-8.40380281838457e-05,0.00033971127697032,0.00033971127697032,-0.00375,-0.0005
18,pesszimista,0.0005510870426559,0.000688953850973648,0.000382583165823095,0.00350453267849085,0.00411656575825407,0.00289249959872764,-0.00029591024641666,0.000331353851273695,-0.000611624655205765,-0.000380629004761457,-0.00195974632259303,-0.00120547333607631,-0.000111241816959917,-8.68257915686544e-05,0.00035101085519484,0.00035101085519484,-0.00375,-0.0005
19,pesszimista,0.000567953436772074,0.000712695010169746,0.00039104706928603,0.0034816382644841,0.00407393631527094,0.00288934021369725,-0.000278617676618871,0.000327774400291991,-0.000574714501729308,-0.000370175205937764,-0.00279142848237614,-0.00181415514514075,-0.000114164706370952,-8.95112092469074e-05,0.000361753781383486,0.000361753781383486,-0.00375,-0.0005
20,pesszimista,0.00058400019007843,0.000735168222129665,0.000399239262015809,0.00346378339409414,0.00403992346627185,0.00288764332191642,-0.000261034891024767,0.000323932014372605,-0.000542099361502382,-0.000360582267801261,-0.00352542310088588,-0.00237403031231934,-0.000116901142925173,-9.20793055231171e-05,0.000371974643362057,0.000371974643362057,-0.00375,-0.0005
21,pesszimista,0.000599292210666254,0.000756477215757219,0.000407177204443962,0.00345032465496919,0.00401345201663439,0.00288719729330398,-0.000243250224516284,0.000319833626521735,-0.000513283589767802,-0.000351783962333145,-0.00417314297532521,-0.00288905213236409,-0.000119462888486164,-9.45200056976866e-05,0.000381714783863855,0.000381714783863855,-0.00375,-0.0005
22,pesszimista,0.000613893416514939,0.000776731695475548,0.000414868853340861,0.00344069037294866,0.00399357306805332,0.00288780767784401,-0.000225333594913113,0.000315500938222855,-0.000487828733784852,-0.000343719259999065,-0.00474467688300601,-0.00336285983954638,-0.00012185682093385,-9.68257154254308e-05,0.000391014914977667,0.000391014914977667,-0.00375,-0.0005
23,pesszimista,0.000627862249266026,0.000796036871643163,0.000422315488582859,0.00343437104598211,0.00397944783689473,0.00288929425506949,-0.000207339638777269,0.000310959275200324,-0.000465347163162007,-0.000336332000441086,-0.00524894271420868,-0.00379880344701742,-0.000124087292493553,-9.89902038567601e-05,0.000399912260678997,0.000399912260678997,-0.00375,-0.0005
24,pesszimista,0.000641250309685223,0.000814489086940864,0.000429514026372773,0.00343091160086376,0.0039703341196317,0.00289148908209582,-0.000189310458140211,0.000306232769326476,-0.000445496293283902,-0.000329570546445699,-0.0056938232665045,-0.00419996676544176,-0.000126157260566595,-0.000101008083513256,0.000408439687697594,0.000408439687697594,-0.00375,-0.0005
25,pesszimista,0.000654102304734999,0.000832174391668418,0.000436458642927485,0.00342990485699945,0.00396557468156067,0.00289423503243822,-0.000171277879228366,0.000301342468714065,-0.000427973412592382,-0.000323387446426372,-0.0060862864689708,-0.00456918866254799,-0.000128068845842779,-0.000102874562945063,0.000416625671805731,0.000416625671805731,-0.00375,-0.0005
26,pesszimista,0.000666456499445473,0.000849168510145248,0.000443141819701303,0.00343098587351077,0.00396458715249694,0.00289738459452461,-0.000153265261606493,0.000296305775877977,-0.000412511080383419,-0.000317739115453518,-0.00643249173266269,-0.00490908266651494,-0.000129823624862974,-0.000104585325328806,0.000424494585634059,0.000424494585634059,-0.00375,-0.0005
27,pesszimista,0.00067834532395468,0.000865537428507721,0.000449554973945408,0.00343382699511627,0.00396685516574461,0.00290079882448792,-0.000135288934222246,0.000291136465846918,-0.000398873045706091,-0.000312585538081837,-0.00673788398821235,-0.00522205502859875,-0.000131422800573482,-0.000106136467336223,0.000432067085321452,0.000432067085321452,-0.00375,-0.0005
28,pesszimista,0.000689795991288097,0.000881338226054515,0.000455688815462475,0.0034381334798997,0.00397192055557438,0.00290434640422502,-0.000117359334970701,0.000285844938332937,-0.000386850634469535,-0.000307889993291546,-0.00700727681827499,-0.00551032136034764,-0.00013286731774908,-0.0001075244694115,0.000439360504005157,0.000439360504005157,-0.00375,-0.0005
29,pesszimista,0.000700831071563158,0.000896619967512615,0.000461533532069376,0.00344363962639421,0.00397937647209943,0.00290790278068899,-9.94819184873526e-05,0.000280438546987694,-0.000376259553784681,-0.000303618800661691,-0.00724492594175493,-0.00577592195554015,-0.000134157954447841,-0.000108746185074473,0.000446389217556151,0.000446389217556151,-0.00375,-0.0005
30,pesszimista,0.000711469006579048,0.000911424570892176,0.000467078872418558,0.00345010533611157,0.00398886129891698,0.00291134937330617,-8.16578831347894e-05,0.000274921936871,-0.000366937066576526,-0.000299741086462148,-0.0074545941664199,-0.00602073589992606,-0.000135295404145566,-0.000109798844138772,0.000453164972343343,0.000453164972343343,-0.00375,-0.0005
31,pesszimista,0.000721724564113947,0.00092578761396014,0.000472314169857488,0.00345731305893672,0.00400005327671369,0.00291457284115975,-6.38847560887343e-05,0.000269297361901206,-0.000358739494105386,-0.000296228568248153,-0.00763960879929522,-0.00624649406438698,-0.000136280355635077,-0.000110680067898692,0.00045969717459487,0.00045969717459487,-0.00375,-0.0005
32,pesszimista,0.000731609236763428,0.000939739066198079,0.000477228334121075,0.00346506507646979,0.00401266574925689,0.00291746440368269,-4.61568658639078e-05,0.000263564972493938,-0.000351540008583917,-0.000293055356572232,-0.00780291239037065,-0.00645479106986376,-0.000137113574361631,-0.000111387895708357,0.000465993144435304,0.000465993144435304,-0.00375,-0.0005
33,pesszimista,0.000741131591610707,0.000953303944628632,0.000481809826811021,0.00347318108416892,0.00402644295873967,0.00291991920959816,-2.84657243761457e-05,0.000257723071721398,-0.000345226682311496,-0.000290197772508772,-0.00794710758389967,-0.00664709630554627,-0.000137795987360276,-0.000111920822984501,0.000472058338605546,0.000472058338605546,-0.00375,-0.0005
34,pesszimista,0.000750297576930023,0.000966502897229249,0.000486046629897636,0.00348149603783008,0.00404115632626426,0.00292183574939589,-1.08003352662048e-05,0.000251768341716458,-0.000339700763584665,-0.000287634179780558,-0.00807449676181816,-0.00682476407545312,-0.000138328773327038,-0.000112277850962461,0.000477896545815301,0.000477896545815301,-0.00375,-0.0005
35,pesszimista,0.000759110791534778,0.000979352719893931,0.000489926212429145,0.00348985823391315,0.00405660116081954,0.00292311530700676,6.85255874171989e-06,0.000245696043302715,-0.000334875153074333,-0.000285344830370437,-0.00818711708437594,-0.0069890429426448,-0.000138713459117293,-0.000112458548716788,0.000483510058302406,0.000483510058302406,-0.00375,-0.0005
36,pesszimista,0.000767572721702337,0.000991866813617084,0.00049343549825098,0.00349812759667355,0.00407259374670512,0.00292366144664198,2.45082795850861e-05,0.000239500192153797,-0.000330673057410765,-0.000283311722589896,-0.00828677146283013,-0.0071410843348886,-0.000138952023905882,-0.000112463128102636,0.000488899822740342,0.000488899822740342,-0.00375,-0.0005
37,pesszimista,0.000775682949980914,0.00100405558855152,0.0004965608361724,0.0035061741480878,0.00408896876514358,0.00292337953103201,4.21840610084852e-05,0.000233173714720175,-0.000327026799420395,-0.00028151847065854,-0.00837505593695299,-0.00728195047059591,-0.000139047012267849,-0.000112292532412941,0.000494065573236251,0.000494065573236251,-0.00375,-0.0005
38,pesszimista,0.000783439339647781,0.00101592682123631,0.000499287973261806,0.00351387663923206,0.00410557701091792,0.0029221762675462,5.98989330231486e-05,0.000226708586955319,-0.000323876766850647,-0.000279950184924245,-0.00845338387522434,-0.0074126216592485,-0.000139001657504361,-0.000111948539690467,0.000499005948820242,0.000499005948820242,-0.00375,-0.0005
39,pesszimista,0.00079083819814084,0.00102748597080214,0.000501602031554808,0.00352112132412971,0.00412228336936291,0.00291995927889652,7.76736388208407e-05,0.000220095958631968,-0.000321170483534645,-0.000278593361923711,-0.0085230073670761,-0.00753400302629044,-0.000138820016627604,-0.000111433881787134,0.000503718597541936,0.000503718597541936,-0.00375,-0.0005
40,pesszimista,0.0007978744224149,0.00103873645944234,0.000503487488270254,0.00352780085916287,0.0041389650229974,0.00291663669532834,9.55305802267002e-05,0.000213326265808155,-0.000318861788818863,-0.00027743578354789,-0.00858503613369496,-0.00764693070855684,-0.000138507118524509,-0.000110752380426687,0.000508200269054076,0.000508200269054076,-0.00375,-0.0005
