szegmens,atlag_hozzaferes_pct,teljes_pp_100bp,lambda_teljes,tobblet_pp_100bp,lambda_tobblet,rho_acc,bubor_forras
E_export_KKV,61.9418539110332,1.24512993551539,-1.20609557857641,1.26957872611618,-1.22977790875263,0.85,MNB BUBOR-fixing (data/raw/makro/bubor_tortenet.xls)
D_hazai_KKV,4.84997577936366,-0.0563689111465301,0.697350836922234,-0.0319201205457342,0.394890061285077,0.85,MNB BUBOR-fixing (data/raw/makro/bubor_tortenet.xls)
