negyedev,y_e_a,y_S_e_a,y_L_e_a,ii_e_a,i_S_e_a,i_L_e_a,efp_S_e_a,efp_L_e_a,nw_S_e_a,nw_L_e_a,infl_e_a,r_e_a,rer_e_a,xx_e_a,c_e_a,y_e_m,y_S_e_m,y_L_e_m,ii_e_m,i_S_e_m,i_L_e_m,efp_S_e_m,efp_L_e_m,nw_S_e_m,nw_L_e_m,infl_e_m,r_e_m,rer_e_m,xx_e_m,c_e_m,y_e_g,y_S_e_g,y_L_e_g,ii_e_g,i_S_e_g,i_L_e_g,efp_S_e_g,efp_L_e_g,nw_S_e_g,nw_L_e_g,infl_e_g,r_e_g,rer_e_g,xx_e_g,c_e_g,y_e_ystar,y_S_e_ystar,y_L_e_ystar,ii_e_ystar,i_S_e_ystar,i_L_e_ystar,efp_S_e_ystar,efp_L_e_ystar,nw_S_e_ystar,nw_L_e_ystar,infl_e_ystar,r_e_ystar,rer_e_ystar,xx_e_ystar,c_e_ystar,y_e_rstar,y_S_e_rstar,y_L_e_rstar,ii_e_rstar,i_S_e_rstar,i_L_e_rstar,efp_S_e_rstar,efp_L_e_rstar,nw_S_e_rstar,nw_L_e_rstar,infl_e_rstar,r_e_rstar,rer_e_rstar,xx_e_rstar,c_e_rstar,y_e_sov,y_S_e_sov,y_L_e_sov,ii_e_sov,i_S_e_sov,i_L_e_sov,efp_S_e_sov,efp_L_e_sov,nw_S_e_sov,nw_L_e_sov,infl_e_sov,r_e_sov,rer_e_sov,xx_e_sov,c_e_sov,y_e_bank,y_S_e_bank,y_L_e_bank,ii_e_bank,i_S_e_bank,i_L_e_bank,efp_S_e_bank,efp_L_e_bank,nw_S_e_bank,nw_L_e_bank,infl_e_bank,r_e_bank,rer_e_bank,xx_e_bank,c_e_bank
11,0.00271732661716701,0.0026744311134828,0.0027697544550033,0.00145766147965025,0.00132387510519298,0.00159144785410751,0.000198548414755072,9.59481008236295e-05,-0.000357487795748361,-0.00136988664786896,-0.000668117266204571,-0.000995122789123991,0.00173078128481977,0.00173078128481975,0.0045323061089799,-7.44126225939095e-05,-0.000133592530968209,-2.0816234697369e-06,-0.000959823112011831,-0.00115318601359634,-0.000766460210427324,0.000305489165691006,0.000163572760324424,-0.00728727912805281,-0.00967336195754532,3.34383296695741e-05,4.90090893736758e-05,-4.73965749005735e-05,-4.73965749005796e-05,-0.000271902851635561,0.000158228247237002,0.000160156651117745,0.000155871309160536,-0.000176612032469688,-0.000172637524821722,-0.000180586540117652,-7.08536403668573e-06,-2.99093626257121e-06,-0.000247343197555449,-0.000226958746320567,1.47274427162166e-05,6.95294549211938e-05,-0.000150013096461429,-0.000150013096461428,-0.000522099481072123,-0.000182356267238412,-0.00017921411964674,-0.000186196669850445,-6.19954605221341e-05,-6.69325303501267e-05,-5.70583906941443e-05,-8.8112713205582e-06,-5.9667395589025e-06,4.38845569108386e-05,0.000235014017049921,-9.30564468868857e-06,4.76371127945933e-05,-0.00111933216685617,0.000849411876551051,0.000106837904016988,-0.000415760344214407,-0.000413355572380129,-0.000418699509789653,-0.000367477407485064,-0.000411254296951216,-0.00032370051801892,1.86798222523826e-05,4.94594301407764e-06,-0.000944829823051797,-0.000648432223137352,-3.56281800399516e-05,0.0001666996972524,-0.000264815505869033,-0.00026481550586905,0.000100469315797371,-0.00021017076832467,-0.000292584573771084,-0.000109442783890163,-0.0011673517406596,-0.00142297637467433,-0.000911727106644884,0.000432137338257404,0.000240984257873448,0.00249626986061315,0.00105156182920187,3.08662469847614e-05,1.32137258359227e-05,-0.000133866731416986,-0.000133866731416987,0.000122082879530459,-5.76873642927464e-05,-7.45327172292556e-05,-3.70985995925709e-05,-0.000228571049534666,-0.000238875377426002,-0.00021826672164333,0.000113515082506914,8.23715934708077e-05,0.00121842370534532,0.000708455845615617,8.02146149207436e-06,2.73142064296215e-06,-3.67435441355072e-05,-3.67435441355071e-05,2.45207348166112e-05
12,0.00240959941305207,0.00236538744130679,0.00246363626740742,0.00140811910187834,0.00129070527362885,0.00152553293012783,0.000171901440442735,8.69588995012336e-05,-3.78198155332522e-05,-0.00113276352827799,-0.000608605697527763,-0.000918439955231225,0.00153477669621152,0.00153477669621151,0.00430737312279672,-8.24649720415241e-05,-0.000143590304944994,-7.7562318261467e-06,-0.000899957235009921,-0.00107124598290381,-0.000728668487116032,0.000269744541575155,0.000150422429734144,-0.00645857163979986,-0.00890221473339788,3.43981316844869e-05,4.74650867032533e-05,-5.25254598990546e-05,-5.25254598990603e-05,-0.000245936292135661,0.000141929146305736,0.0001438859018509,0.00013953755619498,-0.000166913971621695,-0.000163704244092377,-0.000170123699151011,-5.53862378869285e-06,-2.48643062078131e-06,-0.000245745791013437,-0.000220867379486006,1.38820154691538e-05,6.33363972353459e-05,-0.000122775376479932,-0.00012277537647993,-0.000483889508099111,-0.000194401939574334,-0.000191387763577188,-0.000198085932459726,-3.75295794391877e-05,-4.36794011859547e-05,-3.13797576924235e-05,-4.29912448489604e-06,-4.22209139466978e-06,2.82971966580423e-05,0.000212776771422649,-9.711703795003e-06,3.03361306078137e-05,-0.000976527317892509,0.000696905119003626,0.000169832500778834,-0.000480897631206303,-0.000479207066124689,-0.00048296387741718,-0.00028289292621731,-0.000326958013601127,-0.0002388278388335,2.72459876541904e-05,8.44844847006665e-06,-0.000869195002075594,-0.000607318117133246,-3.39414028603406e-05,0.000111154896163654,-0.000306304223698267,-0.000306304223698283,0.000334929971862347,-0.000212257814152299,-0.000297159742741153,-0.000108488790321479,-0.0010890314635574,-0.00131435462559668,-0.000863708301518113,0.000381278585414865,0.00022149971004206,0.00302830512173377,0.00142251357095437,3.19333277607265e-05,1.48445336431464e-05,-0.000135196059969617,-0.000135196059969617,0.000110583829928068,-5.71603252424877e-05,-7.38628223154086e-05,-3.67461621533649e-05,-0.00019825159913884,-0.000201204530052788,-0.000195298668224891,9.1810555984031e-05,7.09766584809058e-05,0.00133004544548857,0.000817801128859782,8.19783617709996e-06,3.21547923643685e-06,-3.64078504729221e-05,-3.64078504729219e-05,2.09095089676424e-05
13,0.00213643482157003,0.0020912275218486,0.00219168818789623,0.00135976989349873,0.00125625151671647,0.00146328827028097,0.000148586077078208,7.87813510748934e-05,0.000225361364716353,-0.000923295085990684,-0.000555190045574376,-0.000847898107318048,0.00136078651055417,0.00136078651055416,0.00407727005053713,-9.02067185548246e-05,-0.00015284183889382,-1.36526825849184e-05,-0.000846363805585235,-0.00099864919592432,-0.000694078415246154,0.00023810391263746,0.000138305877604806,-0.00572563135461565,-0.00819273657647023,3.50150309765384e-05,4.62214106916979e-05,-5.74565086336414e-05,-5.74565086336465e-05,-0.00022526968934039,0.000127284564341022,0.000129254854075409,0.000124876432443437,-0.000158072776833279,-0.000155463618273541,-0.000160681935393015,-4.26075594555191e-06,-2.05555828848103e-06,-0.000241877209621577,-0.000214193912327727,1.31643675890602e-05,5.78005421735215e-05,-0.00010012671970148,-0.000100126719701478,-0.000447108121088746,-0.000201399065463926,-0.000198536179249242,-0.000204898148615198,-1.74105121431487e-05,-2.4263595878957e-05,-1.0557428407343e-05,-8.81145022532698e-07,-2.82590646151878e-06,2.03476676080928e-05,0.00019471760722538,-9.80650250860439e-06,1.62919770970698e-05,-0.000853078422008467,0.000569339149353246,0.000221957245135411,-0.000526911422291297,-0.000525940687896645,-0.000528097875440329,-0.00021291412310228,-0.000256161632880173,-0.000169666613324395,3.30114260444837e-05,1.10098432048188e-05,-0.000784321350737454,-0.000562104063090444,-3.19780062849786e-05,6.61577294881417e-05,-0.000335612370886162,-0.000335612370886178,0.00052767901159756,-0.000213591295062199,-0.000300384207994617,-0.000107511068144802,-0.0010188690673642,-0.00121819809383687,-0.000819540040891526,0.000336337651211834,0.000203576401125935,0.00345643331547769,0.00174067363280558,3.2880650572174e-05,1.64000397096121e-05,-0.000136045410867642,-0.000136045410867642,9.89272718205886e-05,-5.64094266645122e-05,-7.28338434684475e-05,-3.63351394597055e-05,-0.000172530890828211,-0.000169809723626268,-0.000175252058030154,7.34702671014076e-05,6.09702791064059e-05,0.00140309521830987,0.000901652549696986,8.33270170436904e-06,3.66195823384673e-06,-3.59295711238933e-05,-3.5929571123893e-05,1.73582063797779e-05
14,0.0018944282252227,0.00184849795399567,0.00195056522338909,0.00131291709467946,0.00122114868742885,0.00140468550193007,0.000128224715606795,7.13532095981633e-05,0.0004399441336394,-0.000738672107177029,-0.00050711601102608,-0.0007830925835317,0.00120664218167052,0.00120664218167051,0.00384804148069702,-9.73183111632474e-05,-0.000161089180395419,-1.93761376572389e-05,-0.000798261052877452,-0.00093421735877837,-0.000662304746976538,0.000210111240490789,0.000127147941818634,-0.00507743183967595,-0.00754002716775628,3.54375561705104e-05,4.51754376254343e-05,-6.19861854542932e-05,-6.19861854542979e-05,-0.000208646296479462,0.00011407090001052,0.000116043047261511,0.000111660497814862,-0.000150016392134204,-0.000147872055871884,-0.000152160728396524,-3.21154564267035e-06,-1.68903342796645e-06,-0.000236259698177735,-0.000207096860403345,1.25404425104243e-05,5.28543389922085e-05,-8.13631128159068e-05,-8.13631128159054e-05,-0.000412309130248872,-0.000204501407745138,-0.000201803448245831,-0.00020779891379984,-1.02602138100974e-06,-8.19254529633845e-06,6.14050253431639e-06,1.65013429994614e-06,-1.72060258589567e-06,1.79909437934334e-05,0.000180015196257988,-9.7124943327717e-06,5.00729818419422e-06,-0.000746334621828726,0.00046272031382873,0.000263645460470985,-0.000557501086153542,-0.000557234426457706,-0.000557827003559573,-0.000155389917651467,-0.00019702847680095,-0.000113751358501992,3.65734470086912e-05,1.28054361663729e-05,-0.000694927915612976,-0.000514649060503457,-2.98903638362703e-05,3.00215472857882e-05,-0.000355096233218802,-0.000355096233218817,0.000681812958077094,-0.00021428414948232,-0.000302458196552572,-0.000106515869729793,-0.000955971195249693,-0.0011330453013448,-0.000778897089154582,0.000296626964296569,0.000187089815361099,0.00379484487954581,0.00201142547614414,3.37194880973081e-05,1.78787744598218e-05,-0.00013648671941549,-0.00013648671941549,8.7303791467814e-05,-5.54869102947033e-05,-7.15307859375216e-05,-3.58777289534844e-05,-0.000150771920881746,-0.000143765432703934,-0.000157778409059558,5.80193312393378e-05,5.21938717661815e-05,0.00144461526338852,0.000963725187741647,8.43215695347684e-06,4.0720409157522e-06,-3.53419810794291e-05,-3.53419810794287e-05,1.39182548243469e-05
15,0.00168032297589733,0.00163389891669215,0.00173706349270368,0.00126773356233989,0.00118586216765603,0.00134960495702373,0.000110470735139307,6.46127532204402e-05,0.000612848494679743,-0.000576335235949412,-0.000463780048389561,-0.000723600006944799,0.00107026941139958,0.00107026941139957,0.00362371897478053,-0.000103699135272681,-0.000168286458324373,-2.47590737650387e-05,-0.000755006248942115,-0.000876958465695985,-0.000633054032188248,0.00018535356285006,0.000116875988257685,-0.00450419116214616,-0.00693956330162221,3.5740951916497e-05,4.42701572934832e-05,-6.60504046322769e-05,-6.60504046322812e-05,-0.000195123024335026,0.000102116275437413,0.000104081266054805,9.97146202383769e-05,-0.000142672055849901,-0.000140881000135599,-0.000144463111564202,-2.35541672601944e-06,-1.37833721164192e-06,-0.000229328262645706,-0.000199710493632827,1.19894062384655e-05,4.84331999512428e-05,-6.58745628180616e-05,-6.58745628180603e-05,-0.000379776850110212,-0.000204576611679044,-0.0002020496035504,-0.000207665177169603,1.21788390331401e-05,4.99142608364189e-06,1.93662519826359e-05,3.47045795610521e-06,-8.56130143817811e-07,1.95996007396745e-05,0.000167990477400374,-9.50000067775674e-06,-3.9585769479494e-06,-0.000653970680207714,0.000373726015101123,0.000295728670978277,-0.00057566837680324,-0.000576074444342518,-0.00057517207203302,-0.00010844053780492,-0.000147927994292535,-6.8953081317313e-05,3.84244009776859e-05,1.39833019692893e-05,-0.000604589880379126,-0.000466411053415888,-2.77672016511406e-05,1.295367913202e-06,-0.000366667755925617,-0.000366667755925631,0.000801264470400157,-0.000214434003887905,-0.000303556323293044,-0.000105506724614961,-0.00089954380339974,-0.00105760557385374,-0.000741482032945744,0.000261538789025021,0.000171925311458176,0.00405597562129932,0.00223966455283407,3.44600298657378e-05,1.92801784303789e-05,-0.000136582168081468,-0.000136582168081468,7.58511041396888e-05,-5.44363573856345e-05,-7.00246470870344e-05,-3.53840033061493e-05,-0.000132421162743328,-0.000122273370005921,-0.000142568955480735,4.50464109666217e-05,4.4506263060777e-05,0.0014605738837029,0.00100726965798363,8.50145348975318e-06,4.4471598448862e-06,-3.46728390991306e-05,-3.46728390991301e-05,1.0624406220745e-05
16,0.00149111005299129,0.00144438361983319,0.00154822013796231,0.00122431415023792,0.00115074338619944,0.00129788491427639,9.50116063189494e-05,5.85010688160273e-05,0.00075012158735749,-0.000433961560367027,-0.000424676278863368,-0.000669005137890072,0.000949751626109112,0.000949751626109101,0.00340690847502269,-0.000109347854764392,-0.000174480503320984,-2.97412843063169e-05,-0.00071605331044547,-0.000826019832208301,-0.000606086788682641,0.000163460957378504,0.000107421434694113,-0.00399724418850678,-0.00638717558717822,3.59645566130244e-05,4.34717964495876e-05,-6.96483151365515e-05,-6.96483151365554e-05,-0.000183995613697829,9.12807587979274e-05,9.3231801796307e-05,8.88961506887962e-05,-0.000135970720137011,-0.000134441821373043,-0.000137499618900979,-1.66149561410076e-06,-1.11586065146742e-06,-0.000221442082936969,-0.000192147396600645,1.14975631630342e-05,4.44778478798536e-05,-5.31386493022781e-05,-5.31386493022769e-05,-0.000349617126655508,-0.000202301714970858,-0.000199945858459816,-0.000205181095151014,2.26937008363561e-05,1.56997347057031e-05,2.96876669670068e-05,4.72638603808314e-06,-1.89724094264983e-07,2.38947167959659e-05,0.000158086304802592,-9.21170876960922e-06,-1.09879170635153e-05,-0.000573971635529212,0.000299570555483298,0.000319237544697715,-0.000583877165099026,-0.000584913796106558,-0.000582610171645382,-7.04384782015739e-05,-0.00010742803210351,-3.34489242996448e-05,3.8966453043709e-05,1.46674842178622e-05,-0.000515955296874097,-0.000418514847534072,-2.56619094530953e-05,-2.12592076328478e-05,-0.000371896283502551,-0.000371896283502565,0.000890271984499563,-0.000214125398424076,-0.000303830480526416,-0.000104485853632333,-0.000848881014444049,-0.000990739134707797,-0.000707022894180302,0.00023053595924473,0.000157977344502622,0.0042507157995524,0.00242984006008012,3.51114743211347e-05,2.06044500800393e-05,-0.000136385604091769,-0.000136385604091768,6.46679638318501e-05,-5.32939535980686e-05,-6.83742913665479e-05,-3.48624296588198e-05,-0.00011699797874647,-0.000104645716818439,-0.000129350240674501,3.41955016360165e-05,3.77818284842713e-05,0.00145601573418702,0.00103512593241377,8.54512554464411e-06,4.78891669934984e-06,-3.39451933745664e-05,-3.39451933745658e-05,7.4991190582722e-06
17,0.00132405671802751,0.00127718655524714,0.00138134247253685,0.00118270429999514,0.00111606199275297,0.00124934660723731,8.15683240178834e-05,5.29630066982244e-05,0.000857033149594408,-0.000309447853904517,-0.00038936802850727,-0.000618913100913556,0.000843348228043008,0.000843348228042998,0.00319921370331565,-0.000114305583263892,-0.000179754516099944,-3.43124431309233e-05,-0.000680928918316192,-0.000780659587109584,-0.000581198249522802,0.000144103975232505,9.87202754369034e-05,-0.00354892132386613,-0.00587902363634441,3.61299377625821e-05,4.27587789068506e-05,-7.28061039897365e-05,-7.28061039897401e-05,-0.00017473805451439,8.14460535743066e-05,8.33781914870237e-05,7.90845516809851e-05,-0.000129848796061533,-0.000128508056942258,-0.000131189535180806,-1.10329036894335e-06,-8.94905913163749e-07,-0.000212895452123553,-0.000184501151865566,1.10552626032025e-05,4.09350084242021e-05,-4.27109037565746e-05,-4.27109037565733e-05,-0.000321820803181886,-0.000198217279707577,-0.000196028449942658,-0.000200892516086918,3.09441314219509e-05,2.42956629929319e-05,3.75925998509677e-05,5.53885479322564e-06,3.14773906529832e-07,2.98840877340496e-05,0.000149848549466789,-8.87503054238056e-06,-1.64082748062175e-05,-0.000504602528405147,0.000237908333955486,0.000335271178997096,-0.000584161387632484,-0.000585779448978507,-0.000582183757098462,-3.99827864766369e-05,-7.4278888245017e-05,-5.68668470826369e-06,3.85255715011258e-05,1.49612462556057e-05,-0.000430928523403965,-0.000371811001644481,-2.36073811270516e-05,-3.86936151352107e-05,-0.000372077316963353,-0.000372077316963366,0.000953046879067991,-0.000213431592426561,-0.000303412509880221,-0.000103454915538761,-0.000803355220515446,-0.000931439509038439,-0.000675270931992452,0.000203143688124173,0.000145148749527228,0.00438859466762679,0.00258599324003948,3.56821230879283e-05,2.18524071797437e-05,-0.00013594368944367,-0.000135943689443669,5.38242310147854e-05,-5.20895865699528e-05,-6.66281675891327e-05,-3.43202097687368e-05,-0.000104085352020603,-9.02905088081075e-05,-0.000117880195233098,2.51587524412701e-05,3.19088261694732e-05,0.00143519210996442,0.00104977119935419,8.5670918068652e-06,5.09902123728999e-06,-3.31780806178048e-05,-3.31780806178042e-05,4.55578302303825e-06
18,0.00117670320745298,0.00112981970659824,0.00123400526405324,0.00114291645557197,0.00108202584023198,0.00120380707091195,6.98932503735975e-05,4.7947484637562e-05,0.000938165344621858,-0.000200892976937168,-0.000357471637158994,-0.000572954391692222,0.000749492488823566,0.000749492488823556,0.00300153907036982,-0.000118629188332507,-0.000184201953231831,-3.84846978999854e-05,-0.000649217993201051,-0.000740227780107941,-0.000558208206294163,0.000126990140704773,9.0713137109486e-05,-0.00315243721531942,-0.00541157157044683,3.62497246081456e-05,4.21162107996144e-05,-7.55599925684726e-05,-7.5559992568476e-05,-0.000166955952226243,7.25098230915961e-05,7.44195941988933e-05,7.0175658404899e-05,-0.000124248621599842,-0.000123036346521874,-0.000125460896677809,-6.58229162982692e-07,-7.09626421608778e-07,-0.000203927680878168,-0.000176848891414672,1.06552856404342e-05,3.77573380087827e-05,-3.42146646558684e-05,-3.42146646558672e-05,-0.000296307432193597,-0.000192760425687228,-0.000190731401895896,-0.000195240343654408,3.72967286536226e-05,3.10966888698247e-05,4.34967684374183e-05,6.00686491269263e-06,6.87721344326656e-07,3.68089426330461e-05,0.000142909337134172,-8.50848213136313e-06,-2.04981751265651e-05,-0.00044437440260666,0.000186759830399878,0.000344914764471692,-0.000578203534718605,-0.000580349958760028,-0.00057558012755687,-1.58721931316307e-05,-4.73947158460012e-05,1.56503295827335e-05,3.73640410936728e-05,1.495009767185e-05,-0.000350823228552065,-0.000326926061268035,-2.16240540536753e-05,-5.1897196692241e-05,-0.000368282506190183,-0.000368282506190195,0.000993575393049587,-0.000212416065028509,-0.000302416622912904,-0.000102415383169812,-0.000762408302132658,-0.000878817974690305,-0.000645998629575011,0.0001789423283604,0.000133350081311122,0.00447794334019421,0.00271179250533161,3.61794708694342e-05,2.30253653789103e-05,-0.000135296856706058,-0.000135296856706057,4.33682053049022e-05,-5.08477911447211e-05,-6.48258392465409e-05,-3.37635101313896e-05,-9.33217730893051e-05,-7.86989017627803e-05,-0.00010794464441583,1.76701954268625e-05,2.67879056687953e-05,0.00140167380817693,0.00105336240137933,8.57073896699644e-06,5.37924390131229e-06,-3.23871281176572e-05,-3.23871281176566e-05,1.80110425243327e-06
19,0.00104684597153075,0.00100005529050921,0.0011040345816682,0.00110494006439653,0.00104879433744316,0.0011610857913499,5.97673687849602e-05,4.34074758657169e-05,0.000997494817958624,-0.000106580623839802,-0.000328646510069268,-0.000530786317086294,0.000666780873586474,0.000666780873586464,0.00281430525098315,-0.00012237900649517,-0.000187914835776892,-4.2279659595276e-05,-0.000620554050157409,-0.00070415274895713,-0.00053695535135769,0.000111860256081085,8.33451211982716e-05,-0.00280179034068221,-0.00498156465345457,3.63319355235712e-05,4.15330741343864e-05,-7.79484117803604e-05,-7.79484117803635e-05,-0.000160351625569331,6.43823214044774e-05,6.62674714961646e-05,6.20782490701924e-05,-0.000119118336181768,-0.000117986727173538,-0.000120249945189997,-3.07171644071284e-07,-5.54944236260772e-07,-0.000194731805161993,-0.000169253615279915,1.02919740915579e-05,3.49030206696062e-05,-2.73315275201502e-05,-2.73315275201491e-05,-0.000272954999718351,-0.000186286685725683,-0.000184408140438603,-0.000188582685521,4.20655001712585e-05,3.63784884219073e-05,4.77525119206078e-05,6.21091828923265e-06,9.5447300415223e-07,4.40989301686825e-05,0.000136972540540115,-8.12508483519144e-06,-2.34932326949531e-05,-0.000392011442146577,0.00014445265590898,0.000349190656245636,-0.000567395043559864,-0.000570015173474156,-0.000564192662553509,2.92045827172637e-06,-2.58348789851221e-05,3.16757955285688e-05,3.56913278864144e-05,1.47044974613103e-05,-0.000276488724662088,-0.000284304961546362,-1.97244443482681e-05,-6.16199667472744e-05,-0.000361398116917099,-0.000361398116917111,0.00101551080236791,-0.000211133784830342,-0.000300941567647635,-0.000101368716942546,-0.00072554383976844,-0.000832089823986042,-0.000618997855550838,0.000157560972209273,0.000122499005756118,0.00452603851229233,0.00281056564796933,3.66102881814459e-05,2.41250341368012e-05,-0.000134480117726333,-0.000134480117726332,3.33320027474769e-05,-4.95885609865167e-05,-6.29993270729358e-05,-3.31976246586749e-05,-8.43941380345289e-05,-6.94340785902852e-05,-9.93541974787723e-05,1.15002700236651e-05,2.23307737091954e-05,0.00135844881481692,0.00104777402552327,8.55899223534695e-06,5.63137876699041e-06,-3.15850706920493e-05,-3.15850706920487e-05,-7.63120553797067e-07
20,0.000932516126484486,0.000885903729869257,0.000989486833458663,0.00106874806636507,0.00101648799650698,0.00112100813622315,5.099742361342e-05,3.92998471922483e-05,0.00103846647761382,-2.49629538138166e-05,-0.000302588450176428,-0.000492092685559856,0.000593959316232165,0.000593959316232156,0.0026376020040305,-0.000125613416474632,-0.000190978890756572,-4.57222812411379e-05,-0.000594612224301969,-0.000671930566122891,-0.000517293882481048,9.84848403893915e-05,7.65655563340596e-05,-0.00249167323440486,-0.00458600737027589,3.63821177807276e-05,4.10007592298642e-05,-8.00085455252407e-05,-8.00085455252435e-05,-0.000154698405638761,5.69842046951925e-05,5.88434439127167e-05,5.4711801207107e-05,-0.00011441149651522,-0.000113322618157378,-0.000115500374873061,-3.39435815852114e-08,-4.26462819679378e-07,-0.000185462115802881,-0.000161766249011147,9.96073845990419e-06,3.23352431910367e-05,-2.17927974358304e-05,-2.17927974358294e-05,-0.000251619840543738,-0.00017908559801317,-0.000177346879817471,-0.000181210698030134,4.55183512567149e-05,4.03794154484624e-05,5.06572870649656e-05,6.21606615643285e-06,1.13611512397287e-06,5.13345794598786e-05,0.000131801399817905,-7.73425761084349e-06,-2.55920033895462e-05,-0.000346421136745826,0.000109573346601397,0.000349031985470576,-0.000552884613650892,-0.000555923975698951,-0.000549169837814375,1.72714968011285e-05,-8.78641631325212e-06,4.33294099155033e-05,3.36733522753308e-05,1.42822148825437e-05,-0.000208413470041643,-0.000244246559180795,-1.79158270851481e-05,-6.84928368646406e-05,-0.000352155804873169,-0.00035215580487318,0.00102212476095832,-0.000209632297912745,-0.000299072553362228,-0.000100316430141163,-0.000692320206681296,-0.000790562226389965,-0.000594078186972628,0.000138671793855,0.000112519738738568,0.00453922926443582,0.00288532936818725,3.69806960875826e-05,2.5153428687895e-05,-0.000133523756632323,-0.000133523756632322,2.37355285671232e-05,-4.83280447425099e-05,-6.11742757653715e-05,-3.26270957145719e-05,-7.70315334540938e-05,-6.21215897227357e-05,-9.19414771854515e-05,6.45104422632374e-06,1.84590006652398e-05,0.00130800678451205,0.00103463165904102,8.53437580723981e-06,5.85721463720095e-06,-3.078219410351e-05,-3.07821941035094e-05,-3.13867732620811e-06
21,0.000831957086304251,0.000785590842061676,0.000888626940378516,0.00103430136135743,0.000985195647896999,0.00108340707481785,4.34131638863095e-05,3.55851303738715e-05,0.00106405923762553,4.5354675317246e-05,-0.000279024799159987,-0.000456582661038279,0.00052990897216832,0.000529908972168312,0.00247129615388368,-0.000128386648131074,-0.000193471885372567,-4.88380248359063e-05,-0.000571103860521508,-0.000643116445408172,-0.000499091275634844,8.66608355236326e-05,7.03277191399205e-05,-0.00221739261529275,-0.00422214303650498,3.64044208164229e-05,4.05122674255437e-05,-8.17749351153316e-05,-8.17749351153341e-05,-0.000149821884004674,5.02449756117987e-05,5.20777751405176e-05,4.80048872989196e-05,-0.000110086597099862,-0.000109010660572416,-0.000111162533627308,1.7508513577628e-07,-3.20383410107223e-07,-0.000176240604256746,-0.000154427444966175,9.65776444121389e-06,3.00216482754891e-05,-1.73720296542871e-05,-1.73720296542861e-05,-0.000232149733371545,-0.000171392524113378,-0.000169782266766363,-0.000173360616426393,4.7883171165096e-05,4.33049087909934e-05,5.24614335391969e-05,6.07454250281135e-06,1.25011653965599e-06,5.82162710446593e-05,0.000127208052157389,-7.34292719935471e-06,-2.69612939742792e-05,-0.00030666800814617,8.09273026989688e-05,0.000345271100689996,-0.000535617817926123,-0.000539023425254793,-0.00053145540896886,2.79271426654915e-05,4.45193458934015e-06,5.14023507416373e-05,3.14403190731479e-05,1.37303645944458e-05,-0.000146809301081066,-0.000206933238565688,-1.62018998073347e-05,-7.30452848820701e-05,-0.000341157845812807,-0.000341157845812818,0.00101629634456014,-0.000207952668420067,-0.000296882952681431,-9.92600987672986e-05,-0.000662344443179961,-0.000753623505874033,-0.000571065380485888,0.000121985048045052,0.000103342528739939,0.00452304892787365,0.00293881634061093,3.72962330689082e-05,2.61127961604846e-05,-0.00013245392892998,-0.000132453928929979,1.45894357646731e-05,-4.7079142950498e-05,-5.93709616740146e-05,-3.20558089550925e-05,-7.09997990082019e-05,-5.64409454340046e-05,-8.55586525823988e-05,2.35204555962294e-06,1.51029531438433e-05,0.00125241203251046,0.00101534176975813,8.49906515187961e-06,6.05851268156165e-06,-2.99867152550948e-05,-2.99867152550941e-05,-5.32993716983151e-06
22,0.000743603107653867,0.000697535982068305,0.00079990737225845,0.00100155204329359,0.00095498012054668,0.00104812396604049,3.68647841774311e-05,3.22272686636939e-05,0.00107684428485143,0.000105627808183458,-0.000257710643011906,-0.000423989244042852,0.000473632552645783,0.000473632552645774,0.00231510765517564,-0.00013074809405345,-0.000195463414273977,-5.16515915616854e-05,-0.000549772097807513,-0.000617317509629659,-0.000482226685985369,7.62086216151799e-05,6.45885514548827e-05,-0.00197479851453219,-0.00388743491829133,3.64021464108795e-05,4.00617555123647e-05,-8.32790407983737e-05,-8.3279040798376e-05,-0.000145586294657881,4.41017909773457e-05,4.59082143101242e-05,4.18939402372827e-05,-0.000106106574241027,-0.000105020494946916,-0.000107192653535137,3.31373438018674e-07,-2.33428392631389e-07,-0.000167162444637528,-0.000147269146561129,9.37982708629388e-06,2.79338115207137e-05,-1.38786062842863e-05,-1.38786062842854e-05,-0.000214392294113171,-0.00016339799784173,-0.000161904585754858,-0.000165223279281239,4.93533255546239e-05,4.53315914015099e-05,5.33750597077364e-05,5.82800484923146e-06,1.31089489415519e-06,6.45387620966963e-05,0.000123044729367963,-6.95621889175091e-06,-2.77408507929931e-05,-0.000271950833895811,5.75051803225572e-05,0.000338637466327086,-0.000516370048533329,-0.000520091327365015,-0.000511821818850159,3.55216996032723e-05,1.44840375987163e-05,5.65593616078231e-05,2.90932815530312e-05,1.30871467689202e-05,-9.16795510358355e-05,-0.00017245546086267,-1.45838649966358e-05,-7.5720638617984e-05,-0.000328898120084914,-0.000328898120084924,0.00100052416910433,-0.000206130296551442,-0.000294435802255231,-9.82013451357094e-05,-0.000635266823388932,-0.000720733668177141,-0.000549799978600722,0.000107244648931028,9.49031798813885e-05,0.00448231375450846,0.00297350001784083,3.75619145921735e-05,2.70055538922516e-05,-0.000131293182516843,-0.000131293182516842,5.89734711662041e-06,-4.58520196897192e-05,-5.7605159404799e-05,-3.14870711490698e-05,-6.60967717969093e-05,-5.21183013952416e-05,-8.00752421985767e-05,-9.43374388493793e-07,1.22008395669242e-05,0.00119336654013557,0.000991118121420528,8.45493243601347e-06,6.23698938380985e-06,-2.92051080826242e-05,-2.92051080826236e-05,-7.34310301125818e-06
