parameter,jelenlegi,opten,elteres_pct
lev_E,1.6,1.938507713722306,21.156732107644103
lev_D,1.6,1.718503140345407,7.40644627158793
lev_L,1.85,2.337404918357937,26.346211803131723
chi_S,0.06,0.002141834059311262,-96.43027656781456
chi_L,0.02,-0.00723883281531866,-136.1941640765933
