negyedev,szcenario,y,yd,y_E,y_D,y_L,x_E,x_D,x_L,i_E,i_D,i_L,efp_E,efp_D,efp_L,xx,c,infl,r,rer,bstar
37,alap,0.000781269977092317,0.00087736294821304,0.000396466932148399,0.000462705222841287,0.00119712221523184,0.00024735422788771,0.000140757338642073,0.000981925471582891,0.00209307510748063,0.00209834214707084,0.00431137847203869,-0.000348412384605383,-0.00034721735697084,-0.000690893171624956,0.000665742180186254,0.000440310819714682,-8.12828590356975e-06,-2.59913567363001e-05,0.000538470438529656,-0.0098960345730548
38,alap,0.000792028488104413,0.000889550869633121,0.000399378382392845,0.000463234916935054,0.00121942991112829,0.00024804758404112,0.000136497965948375,0.00100103205441614,0.00211152915537182,0.00211698458424937,0.00434856707083872,-0.000346524999928185,-0.000345340459766901,-0.00068656343030867,0.000676774867212229,0.000451604823152071,-7.14679848590771e-06,-2.17114049131556e-05,0.000545617237015564,-0.00991315438034738
39,alap,0.000801751785127505,0.000900595143119716,0.000401115868149271,0.000462990419714785,0.00124054327459148,0.000247735238572219,0.000131827696764332,0.0010191871387246,0.00213019167628802,0.00213585188814487,0.004385841521559,-0.00034485438374761,-0.000343672797421166,-0.000682605648433913,0.000686871898542933,0.000460976369238967,-6.38556615630725e-06,-1.78902066838077e-05,0.000552002803171871,-0.00992843917326477
40,alap,0.000810685546745712,0.000910765729137944,0.000401953206654757,0.00046219336391247,0.00126071649977832,0.000246653329198993,0.000126886810314798,0.00103659054026829,0.00214904698666544,0.00215492741472122,0.00442316489632209,-0.000343371376302682,-0.000342186437417613,-0.000678991031515513,0.000696242150680646,0.000468876314407247,-5.80865902115477e-06,-1.44927252368127e-05,0.000557811462193026,-0.00994202909905275
41,alap,0.000819046499981539,0.000920304608053734,0.000402127274464042,0.000461043314950473,0.00128017236454741,0.000244999545485851,0.000121790263747562,0.00105340848295389,0.00216807726932869,0.00217419245371605,0.00446049662557695,-0.000342051961662782,-0.00034085840690813,-0.000675693842601944,0.000705059716966857,0.000475710538157278,-5.38467091027496e-06,-1.14881705238562e-05,0.000563196133103301,-0.00995404731790457
42,alap,0.000827020229187413,0.000929421092380349,0.000401839185258276,0.000459712775331888,0.00129910099770694,0.000242938180832632,0.000116631061231066,0.00106977795722902,0.00218726225546163,0.00219362586278854,0.00449779244481546,-0.00034087667366626,-0.000339670140967739,-0.000672691157890041,0.000713468448592041,0.000481832321257028,-5.08631285512837e-06,-8.84691159940384e-06,0.000568282445958429,-0.00996461235360238
43,alap,0.00083476114371509,0.000938290311329202,0.000401256458410576,0.000458345328149788,0.00131766046619059,0.000240604602476138,0.000111483366473162,0.00108581062864884,0.00220657941899262,0.00221320424331993,0.00453500482768954,-0.000339829903581943,-0.000338606816551238,-0.000669962584577456,0.000721586011289939,0.000487539765699395,-4.89001097432353e-06,-6.5391701642803e-06,0.000573172456932753,-0.00997384331934288
44,alap,0.00084239406445947,0.000947054109132631,0.000400515914366015,0.00045705614753585,0.00133597872285627,0.000238109214820287,0.00010640531897121,0.00110159632692096,0.00222600441926827,0.00223290238227955,0.00457208362245908,-0.000338899213399129,-0.000337656682144728,-0.000667489976570119,0.000729507499496385,0.000493077099390628,-4.77551686867762e-06,-4.53479155101694e-06,0.000577947973801431,-0.00998186083379593
45,alap,0.000850016862353274,0.000955823558265416,0.000399726995211728,0.00045593408580517,0.00135415642548278,0.000235540974399373,0.000101441540869404,0.00111720614544676,0.002245511617983,0.00225269377764241,0.00460897671129226,-0.000338074714292502,-0.000336810446936,-0.000665257169291639,0.000737308645256364,0.000498638612076913,-4.72553716317831e-06,-2.80358009673015e-06,0.000582673510964609,-0.00998878567961308
46,alap,0.000857703653924879,0.00096468238735989,0.000398975238271426,0.000455044655006388,0.0013722701970748,0.000232970502911155,9.66253400239848e-05,0.00113269518127077,0.00226507456700472,0.00227255113824993,0.00464563059046875,-0.000337348537731834,-0.000336060759752146,-0.000663249744215693,0.000745048656093706,0.000504374107232958,-4.72538694011978e-06,-1.31585567231331e-06,0.000587398897904729,-0.00999473657731075
47,alap,0.000865508170964467,0.000973690778703538,0.000398325689629493,0.000454433377118567,0.00139037599399398,0.000230452836851531,9.19806268025135e-05,0.00114810494509851,0.00228466641463654,0.00229244680212671,0.00468199082473014,-0.0003367144055281,-0.000335401785701515,-0.000661454826545593,0.000752772713873346,0.000510394992123948,-4.76266993980576e-06,-4.30234546865502e-08,0.000592161567844535,-0.00999982790618125
48,alap,0.000873467037509783,0.000982889151847012,0.000397826109947487,0.000454129136077653,0.00140851234971223,0.000228029847177673,8.75235687337367e-05,0.00116346547048761,0.0023042602115539,0.00231235305261318,0.00471800236451628,-0.000336167292581789,-0.000334828875141011,-0.000659860915054805,0.000760514164975271,0.00051678038227853,-4.82698679835408e-06,1.04195225322646e-06,0.000596988554642889,-0.0100041678090129
49,alap,0.000881602789029923,0.000992301691748699,0.000397509884076035,0.000454147302342786,0.00142670335117646,0.000225732359137711,8.32640098623134e-05,0.00117879715041319,0.00232382911785864,0.00233224233299942,0.00475360973522627,-0.000335703169856352,-0.000334338312839938,-0.000658457740758673,0.000768296430583314,0.000523582822784872,-4.90967133689233e-06,1.9642131740073e-06,0.000601898225979781,-0.010007856852696
50,alap,0.000889926548351576,0.00100193949142847,0.000397398593212131,0.00045449250769937,0.00144496127494361,0.000223582000181501,7.9206681837786e-05,0.0011941123281835,0.00234334652316076,0.00235208737151052,0.00478875711740669,-0.000335318813040728,-0.000333927132859415,-0.000657236150153154,0.000776134664402317,0.000530833408457881,-5.00355401544416e-06,2.74681394265286e-06,0.000606901779995225,-0.0100109872557706
51,alap,0.000898440329799709,0.00101180325914568,0.000397504242539649,0.000455161024069113,0.00146328886052667,0.000221592802186175,7.53522323968404e-05,0.00120941666819836,0.00236278609560875,0.00237186123288286,0.00482338833965955,-0.000335011662822413,-0.000333592984979157,-0.000656188008696356,0.000784037183570923,0.00053854621502699,-5.10275107437798e-06,3.4106521577285e-06,0.000612004531069603,-0.0100136426086309
52,alap,0.000907138980025599,0.00102188559248119,0.000397831159662817,0.000456142749395292,0.00148168123113341,0.000219772582761172,7.16980947212858e-05,0.00122471033037762,0.00238212177590488,0.00239153731304916,0.00485744680495933,-0.000334779724453335,-0.000333334040214364,-0.000655306120626097,0.000792006696908504,0.000546722039473767,-5.20247754421399e-06,3.97449439449376e-06,0.000617207008613817,-0.010015897977578
53,alap,0.000916011785298077,0.00103217285221974,0.000398377591998127,0.000457422832054671,0.00150012749084041,0.000218124128956216,6.82392186687271e-05,0.00123998897031402,0.00240132773041619,0.00241108929155065,0.00489087536800636,-0.000334621496543682,-0.000333148925222612,-0.000654584161830148,0.000800041352933697,0.000555351498449445,-5.29888214703898e-06,4.45507010131794e-06,0.000622505890760856,-0.0100178202804053
54,alap,0.000925043785001702,0.00104264668363562,0.000399137037147686,0.000458982978636985,0.00151861203604319,0.000216646205199439,6.49686823850904e-05,0.0012552445853906,0.00242037827475072,0.00243049105350773,0.00492361617753783,-0.000334535921271447,-0.000333036677683687,-0.00065401662314591,0.000808135628347191,0.000564417558821098,-5.38890208329794e-06,4.86720856565887e-06,0.000627894792844154,-0.0100194688342626
55,alap,0.000934216833542877,0.00105328523698759,0.000400099341416601,0.000460802493458816,0.00153711562112917,0.000215334405723878,6.18782004858903e-05,0.0012704662252999,0.00243924777635602,0.00244971659008691,0.00495561049393584,-0.000334522350188147,-0.000332996716766633,-0.000653598762069433,0.000816281075917925,0.000573897582289763,-5.47013575087722e-06,5.22399911385539e-06,0.000633364928595032,-0.0100208959964554
56,alap,0.000943510450830205,0.00106406413692155,0.000401251599900385,0.000462859095852856,0.00155561621640573,0.000214181870116604,5.89585429106028e-05,0.00128564058364959,0.00245791054220046,0.00246873988381875,0.00498679848939536,-0.000334580521429822,-0.000333028824463532,-0.000653326561358161,0.000824466948983814,0.000583764963446442,-5.54073154519642e-06,5.53695991442705e-06,0.000638905660140228,-0.0100221478396577
57,alap,0.000952902497156022,0.00107495724510539,0.000402578888317655,0.000465129555980739,0.00157408969232438,0.000213179878979891,5.61998767287504e-05,0.00130075248566647,0.00247634069557573,0.00248753478302005,0.00501711903547229,-0.000334710545397939,-0.000333133134854753,-0.00065319669340836,0.000832680718105096,0.000593990432525875,-5.59929101570118e-06,5.81620539011091e-06,0.000644504951155929,-0.0100232648215604
58,alap,0.000962369703122049,0.00108593725381331,0.000404064852926889,0.000467590183565993,0.00159251035927954,0.000212318345065289,5.35920415920843e-05,0.00131578528543382,0.00249451204452594,0.00250607486797492,0.00504650948100802,-0.000334912896898583,-0.000333310129315531,-0.000653206489585567,0.00084090849381291,0.000604543083816773,-5.6447847901131e-06,6.07060597472301e-06,0.000650149735946042,-0.0100242824238989
59,alap,0.000971888080108443,0.00109697614157276,0.000405692181020683,0.000470217197678075,0.00161085138751963,0.000211586213662901,5.11247681555928e-05,0.00133072118462828,0.00251239794330745,0.00252433331037847,0.00507490542213072,-0.00033518841238268,-0.000333560636341473,-0.000653353913901523,0.000849135367893882,0.000615391180239198,-5.67647981357646e-06,6.30793672560193e-06,0.000655826215759619,-0.0100252317469024
60,alap,0.000981433232150736,0.00110804551604127,0.0004074429709544,0.000472987000114195,0.00162908512741487,0.000210971784525775,4.87878475978461e-05,0.00134554148336447,0.00252997114752562,0.00254228272675346,0.00510224046515161,-0.000335538291379929,-0.000333885835127397,-0.00065363754058279,0.000857345684253063,0.000626502775111944,-5.69387658023449e-06,6.53501322171062e-06,0.000661520092339853,-0.0100261400528868
61,alap,0.000990980586153025,0.00111911686426156,0.000409299017577923,0.000475876370254172,0.00164718334665546,0.000210462966201597,4.65712593280139e-05,0.00136022677251008,0.00254720366308844,0.00255989502602082,0.00512844598259254,-0.000335964101522712,-0.000334287262339401,-0.000654056535182018,0.000865523249107425,0.000637846184076835,-5.69665515733373e-06,6.75781440673813e-06,0.000667216747497187,-0.010027031257627
62,alap,0.00100050555414902,0.00113016172638297,0.000411242026328771,0.000478862595518129,0.00166511739792918,0.000210047472342033,4.44652630467635e-05,0.00137475707569832,0.00256406658878259,0.00257714125105643,0.00515345086220459,-0.000336467786760513,-0.000334766821722886,-0.000654610638957074,0.000873651489081133,0.000649390333603247,-5.68462891592672e-06,6.98159275168433e-06,0.000672901376413114,-0.0100279263710067
63,alap,0.00100998363875494,0.00114115180574182,0.000413253767079007,0.000481923548634724,0.00168285832819083,0.000209712968368997,4.24604605108391e-05,0.00138911194823434,0.00258052995204943,0.00259399141383127,0.00517718124858933,-0.000337051678505697,-0.000335326796326023,-0.000655300156296896,0.000881713564700248,0.000661105007332199,-5.65770498776793e-06,7.21097246989143e-06,0.000678559081400882,-0.0100288438898796
64,alap,0.00101939049093282,0.00115205902571527,0.000415316177046854,0.000485037720682289,0.0017003769386932,0.000209447175797408,4.05478316209864e-05,0.00140327053916275,0.00259656253737043,0.00261041432356156,0.00519956027686162,-0.000337718509552879,-0.000335969863214894,-0.000656125945013893,0.000889692445814471,0.000672961007510687,-5.61585056565202e-06,7.45003664625187e-06,0.000684174931966534,-0.010029800146585
65,alap,0.00102870192758605,0.00116285554184862,0.000417411420619046,0.000488184217144312,0.00171764380340272,0.000209237940543106,3.87187487985319e-05,0.00141721162192949,0.00261213170652982,0.00262637740715423,0.00522050779765731,-0.000338471430693251,-0.000336699110630547,-0.000657089409356233,0.000897570954602423,0.00068493024567102,-5.5590642549514e-06,7.70240413548189e-06,0.000689733996221485,-0.0100308096165419
66,alap,0.00103789391524115,0.00117351371626585,0.000419521912719083,0.000491342722891396,0.00173462925218199,0.00020907327067757,3.69649730290395e-05,0.00143091359832663,0.00262720320988637,0.0026418465211001,0.00523994009266854,-0.000339314030012504,-0.000337518057600292,-0.000658192495622731,0.000905331781039218,0.000696985774307254,-5.48735176820321e-06,7.97129700687084e-06,0.000695221347989688,-0.0100318851880275
67,alap,0.00104694252504752,0.00118400606019664,0.000421630311347313,0.000494493440955974,0.00175130332411398,0.000208941348322753,3.52786344256755e-05,0.00144435447974899,0.00264174098764341,0.0026567857538285,0.00525776957976862,-0.000340250354922576,-0.000338430676072229,-0.000659437690290209,0.000912957475015237,0.000709101769411788,-5.4007053329549e-06,8.25959920621593e-06,0.000700622053322643,-0.0100330383968249
68,alap,0.00105582386349043,0.00119430514950493,0.000423719484070668,0.000497617009125133,0.00176763569551423,0.000208830519703246,3.36521996954723e-05,0.00145751184921125,0.00265570695994993,0.00267115721738562,0.00527390450666213,-0.000341284937036677,-0.000339441415696482,-0.000660828020589256,0.000920430418687875,0.000721253472225103,-5.29908625632859e-06,8.56990699393774e-06,0.000705921139578972,-0.0100342796279758
69,alap,0.00106451398251688,0.00120438351732685,0.000425772452523061,0.000500694397684515,0.00178359558648768,0.000208729266783734,3.20784284746055e-05,0.00147036280706843,0.00266906080449132,0.0026849208271312,0.00528824863185861,-0.000342422820055662,-0.000340555231430847,-0.000662367057489676,0.000927732782118476,0.000733417097324674,-5.18241015849558e-06,8.90457161406324e-06,0.000711103549737468,-0.0100356182864563
70,alap,0.00107298877219204,0.00121421352728049,0.000427772318371702,0.000503706791067219,0.00179915164931169,0.000208626163411671,3.05503201307896e-05,0.00148288390294892,0.00268175972003584,0.00269803406796254,0.00530070089162105,-0.000343669590892623,-0.000341777614203178,-0.000664058921081913,0.000934846464790483,0.0007455697131737,-5.05053445203973e-06,9.26573455702308e-06,0.000716154084189508,-0.0100370629382281
71,alap,0.00108122383851718,0.00122376723017421,0.000429702173696625,0.000506635455674295,0.00181427184144955,0.000208509818453829,2.90610523091689e-05,0.00149505105604233,0.00269375817419048,0.00271045174536984,0.00531115505138074,-0.000345031414322008,-0.000343114624918278,-0.000665908288365418,0.00094175302521817,0.000757689100428722,-4.90324770562433e-06,9.65535570123924e-06,0.000721057331895132,-0.010038621422805
72,alap,0.00108919436864042,0.00123301620670182,0.000431544998312816,0.000509461595726777,0.00182892328561157,0.000208368808057069,2.76039122200512e-05,0.00150683946558339,0.0027050076333867,0.00272212571940361,0.00531949933994021,-0.000346515071499969,-0.000344572932153579,-0.000667920403479298,0.000948433600535405,0.000769753592648596,-4.74026058908586e-06,1.00752345537924e-05,0.000725797592484218,-0.0100403009382152
73,alap,0.00109687498537457,0.0012419313982681,0.00043328354623264,0.000512166198679183,0.00184307211898089,0.000208191598875374,2.61722214305422e-05,0.00151822351313575,0.00271545627286317,0.00273300461939086,0.00532561606460419,-0.000348128002764253,-0.000346159853945616,-0.000670101090434796,0.000954868817698218,0.000781741903548547,-4.56119815373642e-06,1.05270247583699e-05,0.000730358790637955,-0.0100421080990335
74,alap,0.00110423959270276,0.00125048292783773,0.000434900223219923,0.000514729871471471,0.00185668333350828,0.000207966463885099,2.47592547258295e-05,0.00152917665810462,0.00272504866413686,0.00274303353697315,0.00532938120518627,-0.000349878355185066,-0.000347883404128499,-0.000672456768433178,0.000961038697742847,0.000793632944603976,-4.36559325699781e-06,1.10122419991945e-05,0.000734724383894952,-0.0100440489679968
75,alap,0.00111126121380504,0.00125863991254855,0.000436376957227186,0.000517132668723817,0.00186972060905853,0.000207681392257541,2.33581534484484e-05,0.00153967132779551,0.00273372543715581,0.00275215369475444,0.00533066398463522,-0.000351775035403225,-0.000349752343746491,-0.000674994469876404,0.000966922554411437,0.000805405636636217,-4.1528809953125e-06,1.1532265403885e-05,0.000738877264890265,-0.0100461290616155
76,alap,0.00111791182308326,0.00126637026978386,0.000437695063437238,0.000519353913892401,0.00188214614116525,0.000207323994672408,2.19618336047018e-05,0.00154967880328874,0.00274142291400592,0.00276030208754037,0.00532932641381081,-0.000353827768358703,-0.000351776238125385,-0.000677721861201762,0.000972498888391862,0.000817038719018414,-3.9223940644398e-06,1.20883325388537e-05,0.000742799658954704,-0.0100483533301554
77,alap,0.00112416217370345,0.00127364051846739,0.000438835105654399,0.000521372014412055,0.00189392046522932,0.000206881405438795,2.05628889465457e-05,0.00155916910241816,0.0027480727106999,0.00276741109282289,0.00532522280771537,-0.000356047162581321,-0.000353965520251669,-0.000680647266695055,0.000977745278417852,0.000828510560338949,-3.67335902267344e-06,1.26815281021466e-05,0.000746473017977378,-0.0100507261124086
78,alap,0.00112998162232508,0.00128041557753949,0.000439776755915089,0.000523164271962798,0.00190500227918695,0.000206340182843883,1.91534891954232e-05,0.00156811086123192,0.00275360130321012,0.0027734080468163,0.0053181992702553,-0.000358444782785424,-0.000356331561174028,-0.000683779695460094,0.000982638270543405,0.000839798974771253,-3.40489349118954e-06,1.33127664567008e-05,0.000749877911468568,-0.0100532510658268
79,alap,0.0011353379529544,0.00128665856391006,0.000440498654420727,0.000524706689224307,0.00191534826699039,0.000205686209277052,1.77252735731911e-05,0.00157647121547622,0.00275792955352062,0.0027782147819841,0.00530809314437086,-0.000361033230581204,-0.000358886748207675,-0.000687128871744558,0.000987153267045624,0.000850881049045158,-3.11600438768402e-06,1.39827682199956e-05,0.000752993915856252,-0.01005593107288
80,alap,0.00114019720226018,0.00129233059267836,0.000440978272247678,0.000525973774839736,0.00192491292569977,0.000204904592882483,1.62692398467019e-05,0.00158421568388863,0.0027609721910707,0.00278174712161614,0.0052947324241358,-0.000363826234185417,-0.00036164457178714,-0.000690705268843466,0.00099126441662772,0.000861732985823731,-2.80558735576043e-06,1.4692031244593e-05,0.000755799503212012,-0.0100587681249784
1,optimista,-0.00101682350807051,0.000635585878575337,-0.00259410026101111,0.000298214769907894,-0.00146716650212096,-0.00515823402974385,-0.005237983139856,-0.00516767773654209,0.00044284312272006,0.00045856516818938,0.00184433266387781,0.000179882325298994,0.000162233772396871,-8.97535012040963e-05,-0.00516888562813732,0.000684030594794804,-0.00330780675098017,-0.000744243997571535,-0.00519199086854455,-0.00836651913367578
2,optimista,-0.00250920144779578,-0.00156930428649834,-0.00339833648253957,-0.00179379859204715,-0.00274176755973602,-0.00485682617032258,-0.00494281041794229,-0.00484663335915014,0.000580677918298534,0.000578469979942563,0.00202262233116761,0.000151554803974057,0.000130082208643005,-0.000111570742186276,-0.00485651350874902,-0.00297782128245402,-0.000979596480538569,-0.000896602718907604,-0.00488405357691427,-0.0142852319736106
3,optimista,-0.00282993709035266,-0.00212263338332197,-0.00352130421016616,-0.00230061517066945,-0.00298861048750013,-0.00461886594916635,-0.00467035074351078,-0.00457259163355723,0.000704638882869892,0.000686422907998231,0.00219010745594711,0.000120846349658599,9.65925508144999e-05,-0.000135056172160408,-0.00459541963206106,-0.00392856216914855,-0.000993916734508297,-0.00103648914595053,-0.00461709188104969,-0.01934894208404
4,optimista,-0.00314668782334202,-0.0026574835317327,-0.00367186280477178,-0.00277742716217243,-0.00324023215217622,-0.00443098778557975,-0.00441644700709873,-0.00433578752220591,0.000813134773422829,0.00078059708838703,0.00234529188581269,8.73478332100398e-05,6.11469492041956e-05,-0.000160294284795123,-0.00437492168248503,-0.00484486935787736,-0.000995552868817075,-0.00116266968268898,-0.00438276757902355,-0.0236212620786068
5,optimista,-0.00347576485247889,-0.00320018628152055,-0.0038524736226499,-0.0032521954620307,-0.00350890506544566,-0.00428010392143908,-0.00417548815259825,-0.00412605333756186,0.000904668572767921,0.000859457460690756,0.00248692957006016,5.07284009580893e-05,2.33037939286046e-05,-0.000187336610877347,-0.00418410860839952,-0.00576947797727227,-0.000984576558275372,-0.0012742989864005,-0.00417207332422323,-0.027126822496003
6,optimista,-0.00382535160799624,-0.00376597729882049,-0.00406091824771068,-0.00374185262094865,-0.00379977967479404,-0.00415305260157184,-0.00394077906678524,-0.0039327462991164,0.00097772450900018,0.000921615454691162,0.00261388988269502,1.06847922100783e-05,-1.72763508580478e-05,-0.000216219803375317,-0.00401169747268901,-0.00672696625232784,-0.000961016977987908,-0.00137075444120771,-0.00397537355759585,-0.0298605303591129
7,optimista,-0.00419720890422056,-0.00436139536503903,-0.004291025592739,-0.00425483174261114,-0.00411230345058093,-0.00403624850665145,-0.00370474485219484,-0.00374461379225003,0.00103067537934679,0.000965715341198608,0.00272505410090622,-3.30960606173507e-05,-6.08845011653228e-05,-0.000246978918883088,-0.00384584426947335,-0.00772765544774788,-0.000924876769372824,-0.00145151784563697,-0.00378235653302187,-0.0317944943250391
8,optimista,-0.00458789199845708,-0.00498602753147087,-0.00453313604494498,-0.00479291725337937,-0.00444121805914804,-0.00391532742379855,-0.00345901227590413,-0.00354960788999354,0.00106170497691252,0.000990344960612082,0.00281923555104291,-8.09646692564449e-05,-0.000107801835239986,-0.000279657088443326,-0.00367391532911231,-0.00877044498449616,-0.000876152293043867,-0.0015160927784468,-0.00358191702886536,-0.0328831242911021
9,optimista,-0.00498961247598762,-0.00563378016163447,-0.00477436856266611,-0.00535260697391793,-0.00477724789857352,-0.00377477843152657,-0.00319440100895757,-0.00333465759567896,0.00106874158296539,0.000993965494132923,0.00289511780282743,-0.000133329525576841,-0.000158326895326903,-0.000314312472464702,-0.00348222393510382,-0.00984487572684824,-0.000814856641178569,-0.00156394899713702,-0.00336198440904461,-0.0330667644182983
10,optimista,-0.00539084359293423,-0.00629380922437302,-0.00499873842883603,-0.00592612703207943,-0.00510756371972078,-0.00359755741020415,-0.00290084983276059,-0.00308540474964977,0.00104939932869257,0.000974856417520407,0.00295120667928413,-0.00019067256356529,-0.000212794193696472,-0.000351023172554432,-0.00325573502720933,-0.0109326388385866,-0.000741044141064054,-0.00159448734939251,-0.00310930690930056,-0.032274107444228
11,optimista,-0.00577674295768034,-0.00695120981670878,-0.0051871598992508,-0.00650220686727401,-0.00541608363316403,-0.00336467561791591,-0.00256729762348276,-0.00278590745441935,0.0010009248289033,0.000931072912329124,0.00298579288246736,-0.000253561108052642,-0.000271586248705367,-0.000389890607494022,-0.00297773928161324,-0.0120086931915357,-0.000654835246733164,-0.00160702024194936,-0.00280920008640219,-0.0304235538523704
12,optimista,-0.00612944855394683,-0.00758754085593658,-0.00531735783267401,-0.00706669715976294,-0.00568365821100717,-0.00305475648238134,-0.00218153515344921,-0.00241831308047115,0.000920146901428184,0.000860413903711464,0.00299692280496122,-0.000322657531038966,-0.000335140499289478,-0.000431041736826757,-0.00262949636629475,-0.0130421151372056,-0.000556440807058379,-0.00160076386005715,-0.00244526505981687,-0.0274236139942849
13,optimista,-0.00642829118203362,-0.00818124356881496,-0.00536370451656442,-0.00760309630475557,-0.00588817496953881,-0.00264355269084131,-0.00173004122648975,-0.00196250131196113,0.000803427447430859,0.000760399619529341,0.002982375669529,-0.000650290093844473,-0.000655514601335397,-0.000726192923171547,-0.00218984569728684,-0.0139967762530667,-0.000446184731281716,0.00360559971746247,-0.00199908032853515,-0.0231723988698499
14,optimista,-0.00560974272429536,-0.00719385202033784,-0.0047188436919956,-0.00666246265218558,-0.00510053261872773,-0.0022606948989831,-0.0013550959399995,-0.00155297697426651,0.00150781815808656,0.00148100799750931,0.00379761859633551,-0.000651504653899458,-0.000650486700357285,-0.000911734983231993,-0.00179206228823826,-0.0126165338300484,-0.00039193011049845,0.0023029091538846,-0.0016071502180367,-0.0192116366155384
15,optimista,-0.00447185214111209,-0.0057404929809283,-0.00387552897503094,-0.00530071845530914,-0.00402886910476031,-0.00190690979139797,-0.00105029067246521,-0.00118779369201726,0.00201283111887831,0.00199930769595163,0.00438416908088748,-0.000732620056398209,-0.000727123993661455,-0.0011216289969941,-0.00143486132712591,-0.0104054240857073,-0.000340791745365171,0.00119997405781917,-0.00126635847267153,-0.0160498962312767
16,optimista,-0.00332308197726008,-0.00425364748749734,-0.00302808479812151,-0.00392268603087244,-0.00294807307150091,-0.00158407554224286,-0.000804938773861724,-0.000864105168130586,0.00232526282970644,0.00232144796950592,0.00475636000426099,-0.000882128361865899,-0.000873937478166417,-0.00135292516154015,-0.00111656880568708,-0.00807565240741132,-0.000294550203080216,0.000322626170539753,-0.000971808269591316,-0.013790504682159
17,optimista,-0.00234013839338563,-0.00298211255607889,-0.00228978194257507,-0.00275858974018829,-0.00201622097744988,-0.00129359562063878,-0.000607732908734926,-0.000578542990110009,0.00246063472334099,0.00246342144255235,0.00493675636485562,-0.000780630049007873,-0.000771145768300595,-0.00129561698064692,-0.00083499907128887,-0.00604106561686085,-0.000253755536094909,-5.02847396208675e-05,-0.000718052733496406,-0.0122988610415165
18,optimista,-0.00153316052674843,-0.00194210561702617,-0.00167018899974087,-0.00181897930120176,-0.0012433425896676,-0.00103560659902775,-0.000448858208752985,-0.000327524806820257,0.00253989246149108,0.00254675811090354,0.00505222488369549,-0.000712699372806973,-0.000702948569381279,-0.00125062062861992,-0.000587488595971753,-0.00436690709918823,-0.000218179845363691,-0.000270527735438968,-0.000499872888132716,-0.0114178890582441
19,optimista,-0.000901201486215664,-0.00113420200101079,-0.001170765115584,-0.00110081034999459,-0.000629253190916761,-0.000809205508777952,-0.000320170289845159,-0.0001074569401853,0.00258192195569827,0.0025909924416506,0.00512513678020923,-0.000667376705774486,-0.000658034586012981,-0.00121442536461688,-0.000371105798332174,-0.00306061601350464,-0.000187397266226591,-0.000379351759953806,-0.000312475621906125,-0.0109825929601848
20,optimista,-0.00042329013445578,-0.000530811776441566,-0.000779507149557645,-0.000575479142744524,-0.000155670143822065,-0.000612659953388552,-0.000215240878288525,8.51206961037833e-05,0.00260155977371232,0.00261155314161749,0.00517270415805644,-0.000636503771376892,-0.000627956584374915,-0.00118435827153308,-0.000182812717450988,-0.00208201870315622,-0.000160862018576135,-0.000413322014304337,-0.000151613603329991,-0.0108467119427827
21,optimista,-7.06859289445593e-05,-9.32781434542767e-05,-0.000478728647457368,-0.000204859080392058,0.000202851305206288,-0.000443671076008676,-0.000129166596582379,0.000253445754910649,0.00260952690528293,0.00261964315049889,0.00520716045142054,-0.000614398540119794,-0.000606817601712899,-0.00115851080337779,-1.9597639743677e-05,-0.00137137077483273,-0.000138011758622742,-0.000401568489117685,-1.36018447072488e-05,-0.0108937260435293
22,optimista,0.00018575145884283,0.000217820450019173,-0.000249861182075811,4.91604461946486e-05,0.000472304681165459,-0.000299624384747619,-5.82828323012958e-05,0.000400487331855008,0.002612966139217,0.00262276478787822,0.00523653698911926,-0.00059735766389675,-0.000590768631614992,-0.0011355987593088,0.000121427500074314,-0.000866449110342197,-0.000118324106835951,-0.000365410492356675,0.000104722262128702,-0.0110383580305733
23,optimista,0.000371708204130557,0.000437265386610826,-7.6068299446614e-05,0.000219773496094803,0.000675742898835272,-0.000177796955032287,1.32080625736466e-07,0.000528929952705946,0.00261621184608579,0.00262550017652631,0.00526563590042298,-0.000583138639467299,-0.000577478546341668,-0.00111480745258215,0.000242963311865922,-0.000511684956199673,-0.000101341634514684,-0.000319244377473911,0.000206063896643387,-0.0112230224901044
24,optimista,0.000507891695231025,0.000593041938823256,5.66212505988748e-05,0.00033340338256667,0.000831868041274579,-7.55110265324287e-05,4.81177842149919e-05,0.00064117714132372,0.00262157095255975,0.00263031303974792,0.00529696847570284,-0.0005705022057148,-0.000565662162820962,-0.00109565052460245,0.000347487295354863,-0.000261968287966726,-8.66774123359973e-05,-0.000271952070490779,0.000292741308979385,-0.0114121917180369
25,optimista,0.000609907141020753,0.000706141148799883,0.000159095168406768,0.000409660582790281,0.000954879100166959,9.76360987100058e-06,8.72401723153306e-05,0.000739366510007385,0.00263000100546232,0.00263824989410539,0.00533154619125506,-0.000558847762823019,-0.000554702278366393,-0.001077855023021,0.000437239665608849,-8.32039114475932e-05,-7.40099340573912e-05,-0.000228379868157222,0.000366751243036776,-0.0115864805273711
26,optimista,0.000688867957938535,0.00079138976617962,0.000239438717698064,0.000462232277403382,0.00105498454691918,8.03500362447859e-05,0.000118745351538352,0.000825390654367293,0.00264164160588007,0.00264949258619392,0.00536948741518134,-0.000547945729019932,-0.00054437100403161,-0.00106127554581955,0.0005142242496318,4.88695393244531e-05,-6.30733380217587e-05,-0.000190648258252778,0.000429824581058534,-0.0117374069669889
