negyedev,szcenario,y,yd,y_E,y_D,y_L,x_E,x_D,x_L,i_E,i_D,i_L,efp_E,efp_D,efp_L,xx,c,infl,r,rer,bstar
60,optimista,0.00134334646581818,0.00151899629018157,0.0005624144888615,0.000654324880483448,0.00222224811565384,0.000289849076342041,6.58313761800694e-05,0.00182888666804053,0.00347076853949485,0.00348896173453883,0.00696918248911605,-0.000456870196976819,-0.000454571347409321,-0.00089050772139977,0.00116639069142494,0.000862280483595261,-7.8434198347648e-06,8.81238819592869e-06,0.000899529443546433,-0.0125352495527837
61,optimista,0.00135647159641614,0.00153421503861746,0.000565047812128586,0.000658373251518107,0.00224703308260287,0.000289233618622736,6.28653337213904e-05,0.00184898305333875,0.0034941746696987,0.00351288815770033,0.00700481653882494,-0.000457444786549382,-0.000455113267685196,-0.000891048873216402,0.00117761460280472,0.000877977748943625,-7.83515528501286e-06,9.11510815295342e-06,0.000907364598831446,-0.0125364604326118
62,optimista,0.00136954851023365,0.00154937732645485,0.000567783200168109,0.00066253509549516,0.00227157677526706,0.000288733018057977,6.00403841210123e-05,0.00186885662608539,0.00351707583507199,0.00353631428800625,0.00703881600183876,-0.000458126752186704,-0.000455762870458684,-0.00089177653730868,0.00118875956589995,0.000893915155456061,-7.80776828219106e-06,9.42090996594282e-06,0.000915172367113637,-0.0125376836398638
63,optimista,0.0013825455489309,0.00156444659823513,0.000570597309650003,0.000666782134680079,0.00229584142969394,0.000288331530444002,5.73446568489433e-05,0.00188848058924891,0.00353943147103572,0.00355919955632895,0.0070710805451559,-0.000458919013007728,-0.000456523010410658,-0.000892690882326147,0.00119980368870837,0.000910054719712998,-7.76109656240318e-06,9.73568262760967e-06,0.00092293346367604,-0.0125389427305104
64,optimista,0.00139543116244268,0.0015793864850992,0.000573466960076514,0.000671086814670906,0.00231978886266816,0.000288013452868369,5.47667422896858e-05,0.00190782755112913,0.00356119930286873,0.00358150173601016,0.00710150571189946,-0.000459825074076714,-0.000457397118514776,-0.000893792853768071,0.00121072477957374,0.000926359667036588,-7.69505049555967e-06,1.00646442897035e-05,0.0009306285141716,-0.0125402585771588
65,optimista,0.00140817392642419,0.00159416081473607,0.000576369205328951,0.000675422295721645,0.0023433804889955,0.000287763206890494,5.22957081840704e-05,0.00192686955943091,0.00358233510098831,0.00360317669862129,0.00712998254943215,-0.000460849043699063,-0.000458389219962092,-0.000895084162283196,0.00122150039759548,0.000942794543776285,-7.60957684070532e-06,1.0412438268801e-05,0.000938238091012305,-0.0125416497530752
66,optimista,0.00142074251658726,0.0016087335733592,0.00057928135900226,0.000679762404459712,0.00236657729403725,0.000287565383055674,4.9921092756857e-05,0.00194557810147797,0.00360279242432916,0.00362417815839913,0.00715639722452783,-0.000461995654995296,-0.000459503956071424,-0.00089656727569388,0.00123210786815276,0.000959325254757604,-7.50462792283912e-06,1.07832171556692e-05,0.000945742718935144,-0.0125431328686227
67,optimista,0.0014331056464533,0.00162306882698671,0.000582180980555529,0.000684081552063591,0.0023893397681995,0.000287404752607367,4.76328780846056e-05,0.00196392407559249,0.00362252235036925,0.00364445740394027,0.00718063062429704,-0.000463270291757085,-0.000460746610211939,-0.000898245414610022,0.00124252426877178,0.000975919038247445,-7.38013544210833e-06,1.11807158413043e-05,0.000953122854377253,-0.0125447228633652
68,optimista,0.00144523197400114,0.00163713060811385,0.000585045828244656,0.000688354623909951,0.00241162780904538,0.000287266251416612,4.5421446667583e-05,0.00198187773794127,0.00364147319014843,0.00366396301554142,0.00720255794139568,-0.000464679018676195,-0.000462123137845324,-0.000900122551534116,0.0012527263898057,0.000992544388899223,-7.23598821831404e-06,1.16083141320567e-05,0.000960358842595567,-0.0125464332565282
69,optimista,0.00145708998181731,0.00165088277289329,0.000587853783907096,0.000692556844830019,0.00243340059583761,0.000287134940410596,4.32775236443943e-05,0.0019994086285188,0.00365959018639792,0.00368264056635411,0.00722204824186479,-0.000466228616122471,-0.000463640200874638,-0.000902203413393849,0.00126269067373544,0.00100917093760861,-7.07201326022859e-06,1.2069089494526e-05,0.000967430855855795,-0.0125482763579781
70,optimista,0.00146864783462902,0.00166428883313243,0.000590582753912628,0.000696663623388121,0.00245461644060254,0.000286995946148568,4.1192106624809e-05,0.00201648547939759,0.00367681519264569,0.00370043230527765,0.00723896401375273,-0.000467926619732028,-0.000465305206566484,-0.000904493487473091,0.00127239313633071,0.00102576929595828,-6.88795963104181e-06,1.25658603547008e-05,0.000974318815486837,-0.0125502634414188
71,optimista,0.00147987321749471,0.00167731176675041,0.000593210549962594,0.000700650377985562,0.00247523261921508,0.000286834384656622,3.91563847113052e-05,0.00203307610792123,0.00369308633088093,0.00371727681924425,0.00725316069445812,-0.00046978136515201,-0.000467126351393293,-0.000906999030746125,0.00128180927243038,0.00104231087191318,-6.68348465909144e-06,1.31012202767976e-05,0.000981002300145928,-0.0125524048811072
72,optimista,0.00149073315743242,0.00168991380979631,0.000595714752903605,0.000704492347086344,0.0024952051855285,0.000286635271189232,3.71616479303135e-05,0.00204914729714525,0.00370833762505159,0.00373310867225201,0.00726448617450462,-0.000471802038374484,-0.000469112670223532,-0.000909727082653624,0.00129091394870594,0.00105876766262236,-6.45814211771353e-06,1.36775632650193e-05,0.000987460442263642,-0.0125547102530601
73,optimista,0.00150119383087849,0.00170205623270857,0.000598072562316095,0.000708164385453133,0.00251448877120874,0.000286383418231329,3.51991879973894e-05,0.00206466466554095,0.00372249860732948,0.00374785801817722,0.00727278027521437,-0.000473998732179425,-0.000471274091370037,-0.000912685481392226,0.00129968128545839,0.00107511202958283,-6.21137207045755e-06,1.4297100365352e-05,0.0009936718143341,-0.0125571884014614
74,optimista,0.00151122035908948,0.00171369910319798,0.000600260634342947,0.000711640747974133,0.00253303637368294,0.000286063323788405,3.32601910950077e-05,0.002079592527769,0.00373549389370844,0.00376145018404285,0.00727787419748779,-0.000476382509296018,-0.000473621498090738,-0.000915882883822656,0.0013080845292681,0.00109131646102804,-5.94249214901389e-06,1.496186769489e-05,0.000999614306483113,-0.0125598474707796
75,optimista,0.00152077659343299,0.00172480103796674,0.000602254910040654,0.000714894862458285,0.00255079913448024,0.000285659051832762,3.13356231457927e-05,0.00209389374820295,0.00374724272509982,0.00377380522003755,0.00727958993862279,-0.000478965472982829,-0.000476166797222081,-0.000919328789134325,0.00131609591816645,0.00110735332622907,-5.65069010205286e-06,1.56737259947903e-05,0.00100526499658517,-0.0125626949039792
76,optimista,0.00152982489246566,0.00173531894544595,0.000604030436470125,0.00071789909268665,0.00256772611023773,0.000285154106682341,2.94161079175733e-05,0.00210752958883945,0.00375765846965678,0.00378483741216628,0.00727773967381654,-0.00048176084582121,-0.000478922995713683,-0.000923033566437055,0.0013236865409316,0.00112319462645754,-5.33501752490996e-06,1.64343517936212e-05,0.00101060001411008,-0.0125657374071745
77,optimista,0.00153832589277917,0.00174520776185539,0.000605561182802817,0.000720624493041766,0.00258376403877603,0.000284531303086593,2.74917981999191e-05,0.00212045955327648,0.00376664808159355,0.00379445475297097,0.00727212509868958,-0.000484783057612331,-0.000481904285923006,-0.000927008486483059,0.00133082619212891,0.00113881174767524,-4.99438475389746e-06,1.72452202864418e-05,0.00101559439886397,-0.0125689808811458
78,optimista,0.00154623827582016,0.00175442018317932,0.000606819853909612,0.000723040556208637,0.00259885710293163,0.000283772633884823,2.55522402460269e-05,0.00213264122857768,0.00377411151127023,0.00380255836528855,0.00726253672885789,-0.000488047843366159,-0.000485126140620597,-0.000931265757754221,0.00133748322462546,0.00115417522061464,-4.62755698627784e-06,1.81075800898621e-05,0.00102022195585025,-0.0125724303203594
79,optimista,0.00155351853327272,0.00176290639612993,0.00060777770423596,0.000725114955766585,0.00261294669528135,0.000282859137291252,2.35862316814205e-05,0.00214403012707706,0.00377994106078912,0.0038090418735173,0.00724875315225702,-0.000491572352469328,-0.000488605418748661,-0.000935818567180635,0.00134362440151259,0.00116925449482643,-4.23315176897405e-06,1.90224201356471e-05,0.00102445510761923,-0.0125760896805426
80,optimista,0.00156012073415309,0.00177061381186124,0.000608404355261455,0.000726813285991925,0.00262597118753114,0.000281770766153401,2.15816731449891e-05,0.00215457953052292,0.0037840206788029,0.00381379071634636,0.00723054022960125,-0.000495375270216389,-0.000492360483066461,-0.000940681125785624,0.00134921474967781,0.00118401773453477,-3.80963808734639e-06,1.99904291296474e-05,0.00102826474570657,-0.0125799617165186
1,pesszimista,-0.000656454285717524,0.00032131295999169,-0.00158912711335388,0.00012294811472876,-0.000924227128363257,-0.00310638187657749,-0.00315294285132221,-0.00311390161619733,9.30480679455494e-05,0.000101404028785046,0.00079252506968148,0.000136493015486703,0.000126201851069599,-2.79786853101136e-05,-0.00311376226917579,0.000387914492657862,-0.00198606556842564,-0.000447454396336395,-0.00312699332006197,-0.00498179759192052
2,pesszimista,-0.00154037087080839,-0.000984337872665542,-0.00206506697157066,-0.00111456544194929,-0.0016805991164543,-0.0029278937011875,-0.00297748678998565,-0.00292581496487861,0.000168785692188193,0.000166484550338622,0.000882699695488095,0.000111126721879673,9.8524178193511e-05,-4.63996385390042e-05,-0.00292991366363653,-0.00177717370256032,-0.000585207979613752,-0.000538641109627812,-0.00294530771270381,-0.00851571805634901
3,pesszimista,-0.00172499906865745,-0.00130428887877488,-0.00213423670044458,-0.00140601085644639,-0.00182358321264946,-0.00278707564789063,-0.00281554949297765,-0.00276574851180457,0.000234469996564552,0.000222590564187627,0.000964728471816449,8.48478002684456e-05,7.05363608665216e-05,-6.56072895703787e-05,-0.00277657803602746,-0.00232364385412789,-0.000593592243561014,-0.000622226639095727,-0.0027880137593341,-0.0115524084331233
4,pesszimista,-0.00191126684095376,-0.00161886566228184,-0.00222226137526188,-0.00168485915707357,-0.00197302645619867,-0.00267599623195609,-0.00266451396129973,-0.0026278483516551,0.000289182042714068,0.000268683376216512,0.00103772333245845,5.73331471868484e-05,4.18003487846511e-05,-8.56746949423829e-05,-0.00264737226166915,-0.00285829264196909,-0.000594433237083268,-0.000697553390341084,-0.00265008124567779,-0.0141245029995182
5,pesszimista,-0.0021079351728171,-0.00194243301534633,-0.00233006248583343,-0.00196646575916386,-0.00213540354328102,-0.00258688121017531,-0.00252096073217473,-0.00250603965681987,0.00033203056531024,0.000303865265375103,0.00110092162579472,2.83078421260489e-05,1.19819466520966e-05,-0.000106656075152844,-0.00253578911971247,-0.00340441062468134,-0.000587767731708909,-0.000764171275551034,-0.00252611193430515,-0.0162425695856141
6,pesszimista,-0.00231918633779673,-0.00228310512199717,-0.00245591492851508,-0.0022599826431248,-0.00231317349490631,-0.00251190411896405,-0.00238086839523053,-0.00239397607657698,0.000362087664749757,0.000327297355703625,0.00115360969739249,-2.48449423132142e-06,-1.91919078208111e-05,-0.000128597146098423,-0.00243510646037926,-0.00397505379647396,-0.000573605623603854,-0.000821745274937209,-0.00241035328210847,-0.0179003197000582
7,pesszimista,-0.00254556530983568,-0.00264407412604812,-0.00259583874453392,-0.00256976259833474,-0.00250556038763495,-0.00244297724168266,-0.00223972071717863,-0.00228495344602007,0.000378335702111286,0.000338135105082851,0.00119506393613496,-3.53037925210683e-05,-5.19643607670903e-05,-0.000151542743735608,-0.00233826978990126,-0.00457520287209693,-0.000551940134478257,-0.00086998950794293,-0.002296661619568,-0.0190785100740917
8,pesszimista,-0.00278465010674003,-0.00302457599065289,-0.00274384455295256,-0.0028963871224991,-0.00270909967085312,-0.00237153847317242,-0.00209254445024651,-0.00217179430571586,0.000379622486270409,0.000335477364034518,0.00122450509869641,-7.04300655468843e-05,-8.65712393928768e-05,-0.000175542410397884,-0.00223775198872489,-0.00520333190261649,-0.000522760418917468,-0.00090862137587873,-0.00217842580933438,-0.0197478156543697
9,pesszimista,-0.00303152478656317,-0.00342059328489258,-0.00289206903197784,-0.00323742319318662,-0.00291801284295136,-0.00228833022307311,-0.00193389621941504,-0.0020467079710093,0.000364622484706169,0.000318326040887489,0.00124106276517564,-0.000108175885544633,-0.000123257162549368,-0.000200654445130375,-0.00212539272889039,-0.00585254863953673,-0.0004860657134659,-0.000937330941915781,-0.00204845962829091,-0.0198708716030665
10,pesszimista,-0.00327910992015796,-0.00382536900082177,-0.003030826757908,-0.00358798775124981,-0.00312445696838242,-0.00218316674911915,-0.00175781273227388,-0.00190112945569851,0.000331802252772708,0.000285554230978231,0.00124374755048048,-0.000148895961249997,-0.00016228673361504,-0.000226948796611216,-0.00199221914513366,-0.00651142744046146,-0.000441880305390244,-0.000955761895920027,-0.00189886898084711,-0.0194036201340601
11,pesszimista,-0.00351839172139348,-0.00422978712130551,-0.00314859726087987,-0.00394117986035407,-0.00331868370245354,-0.00204468621887213,-0.00155773556511007,-0.00172553935773782,0.000279388604771186,0.000235881302376188,0.00123142927185331,-0.000192994706884507,-0.000203951958444148,-0.000254509084661934,-0.00182824839378083,-0.00716462554750094,-0.00039026868863801,-0.000963501322017539,-0.00172089838946973,-0.0182960509582444
12,pesszimista,-0.00373858116138548,-0.00462266242176326,-0.00323196051950204,-0.00428842708150674,-0.00348913388381693,-0.00186008340941133,-0.00132641968471996,-0.00150926578175419,0.000205338274211765,0.000167853933454538,0.00120281970297059,-0.000240932504736701,-0.000248576705672595,-0.000283433967038155,-0.00162227186089291,-0.00779335200153316,-0.000331350322239898,-0.000960076126468287,-0.00150475989882981,-0.0164923873531712
13,pesszimista,-0.00392722726621724,-0.00499097245768627,-0.00326548971860318,-0.00461978315856601,-0.00362248744044276,-0.00161481828765141,-0.00105583347810196,-0.00124026844350099,0.000107307950445811,7.9832508436733e-05,0.00115645886515658,-0.000382293727265063,-0.00038558127480109,-0.000402900516393043,-0.0013616199152676,-0.00837574293159819,-0.000265313420579388,0.00217018506011826,-0.00123944647825043,-0.013930740240473
14,pesszimista,-0.0034418419648466,-0.00440561083174909,-0.00288196918285823,-0.00406019004164623,-0.00315737154782891,-0.00138643646750962,-0.000831198951689013,-0.000999045924541716,0.000511240022447083,0.000493496022242749,0.00161736927817749,-0.000329387172514791,-0.000328922346234308,-0.000457383526027714,-0.00112604690460287,-0.00755188317917186,-0.000232773635929986,0.00138518361094608,-0.00100667284232044,-0.0115407344437843
15,pesszimista,-0.00276244681453593,-0.00353731607621704,-0.00237777263635398,-0.00324479516043821,-0.00251971895695572,-0.00117536574113377,-0.000648689363940033,-0.000784427187717461,0.000803494910878361,0.000793725545753399,0.00194926181746422,-0.000326165630011612,-0.000323007122716167,-0.000527303015795231,-0.000914778354188134,-0.00622652180758816,-0.000202099709785692,0.000720146828140683,-0.000804573132534748,-0.00963058731256273
16,pesszimista,-0.00207466004507816,-0.00264633340407386,-0.00186983354937602,-0.00241720792430622,-0.00187494016488261,-0.000982736818788434,-0.000501885437810304,-0.00059469829233008,0.00098840254354138,0.000984451260186392,0.00216116687072256,-0.000365301071670985,-0.000360523035321717,-0.000610737177599447,-0.000726807172205469,-0.00482832743948497,-0.000174368661614481,0.000191171784577661,-0.000630204470920266,-0.00826468713831064
17,pesszimista,-0.00148472644967894,-0.00188225401904791,-0.00142627013214378,-0.00171584444954292,-0.00131807862124928,-0.000809404921343746,-0.000383976380770111,-0.000427829964753774,0.00107571322914243,0.0010756945619679,0.00226720426863372,-0.000316597149337835,-0.000311048338756593,-0.00058339905438744,-0.000560820166340866,-0.003606278590114,-0.000149916840054252,-3.3903367093963e-05,-0.000480287630866014,-0.00736438653162415
18,pesszimista,-0.00100150631451777,-0.00125869042929309,-0.00105456121768514,-0.00115069477252106,-0.000857618287781451,-0.000655474599800668,-0.000289030483906853,-0.000281663736970904,0.00112789230147629,0.00113027742167875,0.0023335039370073,-0.000286716709948143,-0.000281018081277559,-0.000562916154396563,-0.000415219242689137,-0.00260275685646311,-0.000128612242219451,-0.000166519257398168,-0.000351675388646563,-0.00683392297040733
19,pesszimista,-0.000624226124861989,-0.000775705547721078,-0.000755477898177144,-0.000719647294975937,-0.000493268008997793,-0.00052041901594121,-0.000212133799239262,-0.000154035303952752,0.00115653898437349,0.00116019340918526,0.00237367273865051,-0.000269191249096081,-0.000263750352186615,-0.000547208581600809,-0.000288244307614266,-0.00182183390271859,-0.00011019457327988,-0.000231744403347965,-0.000241480815366684,-0.00657302238660814
20,pesszimista,-0.000340054629730497,-0.000416401137647547,-0.000521679141285509,-0.000405204458601119,-0.000213837188037089,-0.000403208100962806,-0.000149414712449826,-4.28619366622772e-05,0.00117076725715468,0.00117491584212772,0.00239817296781024,-0.000259234876868134,-0.000254284182056511,-0.000534702076639947,-0.000178071101579456,-0.00123889563921299,-9.43320420889176e-05,-0.000251761152068057,-0.000147148773277766,-0.00649295539172777
21,pesszimista,-0.000131512427416343,-0.000157256268532636,-0.000342416402802785,-0.000184177626834033,-3.84833996277829e-06,-0.000302468280456926,-9.79259990418373e-05,5.38040638772691e-05,0.00117717484861292,0.00118133450924958,0.0024144398166489,-0.000253546488529887,-0.000249188418372422,-0.000524282771947398,-8.28913447954464e-05,-0.000817600457647291,-8.06836918948099e-05,-0.00024421740809763,-6.64650813829559e-05,-0.00652313036760948
22,pesszimista,1.907926807332e-05,2.56533995311925e-05,-0.000206433094062022,-3.34443222493532e-05,0.000152470276081656,-0.000216634532402576,-5.54701550300939e-05,0.000137747745749266,0.00118017535869934,0.00118408061426145,0.00242735727392351,-0.000250008397486944,-0.000246257377055662,-0.000515211975291686,-9.71508823448004e-07,-0.00052019983616862,-6.89333937765268e-05,-0.000222012991818548,2.46831239357091e-06,-0.00661194803272581
23,pesszimista,0.000127278156760192,0.000153401036105434,-0.000103539533989455,6.71021129697257e-05,0.000269083313509989,-0.000144075830628166,-2.04194365911281e-05,0.000210582067224577,0.00118246911477278,0.00118600423927939,0.00243985085306501,-0.00024737334904793,-0.000244190373612897,-0.000507032252347724,6.93087578409793e-05,-0.00031304007642434,-5.88047768057004e-05,-0.000193846881834905,6.12730891992718e-05,-0.00672461247266038
24,pesszimista,0.000205608724695059,0.000242918516460953,-2.52923830321607e-05,0.000133444506826504,0.000357304191366759,-8.31880218154206e-05,8.44255945355618e-06,0.000273750258122736,0.00118551926495002,0.00118866315550043,0.00245345786738971,-0.00024498842862079,-0.000242306911325595,-0.000499481957418316,0.000129435230051256,-0.000168841606283483,-5.00644300269996e-05,-0.000165076400400975,0.000111337519226271,-0.0068396943983961
25,pesszimista,0.000263495980464392,0.000306888193713215,3.48784101771244e-05,0.000177427529673259,0.000425710401452009,-3.2455653760389e-05,3.20471643536287e-05,0.000328535104633098,0.00118996444593102,0.0011927495608295,0.00246880743480824,-0.000242575521037614,-0.000240319015036066,-0.000492425785380595,0.000180750678526851,-6.70169591766635e-05,-4.25187109925949e-05,-0.000138616319837757,0.000153856230218866,-0.00694553472064897
26,pesszimista,0.000307640993345746,0.000354253701186005,8.18435967279998e-05,0.000207304094173202,0.000480459180201381,9.51211568509999e-06,5.11338510123976e-05,0.000376071701878106,0.00119594191078857,0.00119842601918567,0.00248598820787798,-0.000240070543057783,-0.000238163780922601,-0.000485802988320913,0.000224455528887124,7.05761754799233e-06,-3.60077413241859e-05,-0.000115733785860397,0.000189863971543052,-0.00703706485655841
27,pesszimista,0.000342571016500042,0.000390977056554847,0.000119079551437835,0.000228493118250963,0.000525764985529723,4.39652589881273e-05,6.6314532280004e-05,0.000417361404380713,0.00120332028661831,0.00120556861666198,0.00250480820694928,-0.00023751447780446,-0.000235889400914399,-0.000479591652003388,0.000261614329934406,6.32054683901992e-05,-3.03987839897323e-05,-9.66801259560637e-05,0.000220262755532784,-0.00711327949617574
28,pesszimista,0.000371203803781125,0.000420817972441069,0.000148999290143274,0.000244341333233979,0.000564394751686142,7.20102786448607e-05,7.81150584078598e-05,0.000453285610091841,0.00121185411197623,0.00121392923152723,0.00252496395466721,-0.000234985521724632,-0.000233583855633769,-0.000473785995858794,0.000293165506237257,0.000107675837147215,-2.55801907755268e-05,-8.11521715069373e-05,0.000245842946308311,-0.00717539131397225
29,pesszimista,0.00039534240981947,0.00044601810360446,0.000173252481744694,0.000256782956197088,0.000598105042916674,9.46162438134793e-05,8.70001697546936e-05,0.000484618654084126,0.00122127721622887,0.00122323422145419,0.00254614024438733,-0.000232561241565303,-0.000231334896626502,-0.000468383352739028,0.000319932594546363,0.000144234924587601,-2.14564347252085e-05,-6.86029988605865e-05,0.00026729938103352,-0.00722558800455765
30,pesszimista,0.000416067432961222,0.00046784364355728,0.00019296959709378,0.00026685728826732,0.000627990464056518,0.000112625627203935,9.33873532778828e-05,0.000512039507510947,0.00123135212626465,0.00123323717267158,0.00256806101329557,-0.000230300966262017,-0.000229211223219181,-0.000463377792188761,0.000342635776096502,0.00017503940936557,-1.79443309559307e-05,-5.84331145630216e-05,0.000285243711989451,-0.00726626754174791
31,pesszimista,0.000434024043004243,0.000486982136831158,0.000208945202286851,0.000275083567765212,0.000654739970043292,0.000126767239727011,9.76538758746483e-05,0.000536142228621705,0.00124189035565673,0.00124374107246422,0.00259050850657157,-0.000228240667928941,-0.000227256811400423,-0.00045875792876141,0.000361902989646635,0.000201280610248804,-1.49703281147984e-05,-5.00944588625505e-05,0.000300214040104249,-0.0072996221645498
32,pesszimista,0.000449616966821733,0.000503811553600512,0.000221766208552442,0.00028171248283501,0.000678812068074087,0.000137669512440071,0.000100140070774208,0.000557445245275552,0.001252755177173,0.00125460196581202,0.00261332385862784,-0.000226394690965205,-0.0002254925099114,-0.000454507091913481,0.000378280248043533,0.000223624973368748,-1.2468658695419e-05,-4.3135789216112e-05,0.000312682698799668,-0.00732745684313555
33,pesszimista,0.000463132829266255,0.000518568451483851,0.000231895582239552,0.000286881265093811,0.000700545680840946,0.000145873103749895,0.000101150913809325,0.000576399603929738,0.00126385520854611,0.00126572279840559,0.00263639832734747,-0.000224760539293948,-0.000223920930680544,-0.000450604609860734,0.000392241005007888,0.000242492083357877,-1.03801197531454e-05,-3.72120964204089e-05,0.000323062818552813,-0.00735115161431836
34,pesszimista,0.000474809717288498,0.000531442786771565,0.00023972294704725,0.000290699366858764,0.000720224046849445,0.000151842324326215,0.000100957113256528,0.000593396329967949,0.00127513431749824,0.00127704322804591,0.00265966115506894,-0.000223324396574114,-0.000222532182080012,-0.000447027425469603,0.000404194554873249,0.000258213564469284,-8.65128021639747e-06,-3.20745516512129e-05,0.000331714098769211,-0.00737170179339515
35,pesszimista,0.000484871313398813,0.000542623481515311,0.000245592396269428,0.000293288011508159,0.000738106928471771,0.000155975207162538,9.97963532091916e-05,0.000608773030556146,0.00128656114891165,0.00128852889597502,0.00268306754134544,-0.000222066119202477,-0.000221309104850102,-0.000443751607160966,0.00041449352140047,0.000271111312723234,-7.23395295771244e-06,-2.75520595632685e-05,0.000338948051726923,-0.00738979176174693
36,pesszimista,0.000493539251950616,0.000552313745188927,0.000249815834711064,0.000294791780604304,0.000754443206397849,0.000158612247954383,9.78749455614698e-05,0.000622819848237639,0.00129811999669043,0.00130016199869576,0.00270658846361729,-0.00022096315569529,-0.000220231419084069,-0.000440753553320287,0.000423440523862849,0.000281525652993998,-6.08481446954702e-06,-2.35311958632946e-05,0.00034503286619647,-0.00740587521654682
37,pesszimista,0.000501033577903012,0.000560729912921349,0.000252678000780855,0.000295375270676712,0.000769472639137943,0.000160043941856261,9.53699161804315e-05,0.000635784849553588,0.00130980369951935,0.0013119339051915,0.00273020295277892,-0.000219993282190148,-0.000219278650834611,-0.000438010835859839,0.000431294115744084,0.000289815774222649,-5.16509462353058e-06,-1.99381817858294e-05,0.000350197960820001,-0.00742024727285668
38,pesszimista,0.000507567898322213,0.000568092989320231,0.000254437365379667,0.000295213434036487,0.000783422671023049,0.000160517280600516,9.24314328087752e-05,0.000647878912307685,0.00132160861496247,0.00132383990399218,0.00275389277381011,-0.000219136278379296,-0.000218431956671053,-0.000435502710357376,0.000438274085252503,0.000296347502731738,-4.44029036579643e-06,-1.67244523323023e-05,0.000354638251185797,-0.00743310219067079
39,pesszimista,0.0005133432321101,0.000574618488452345,0.000255325532033932,0.000294480777195004,0.000796503886181868,0.000160241374775643,8.91854376600639e-05,0.000659280159229566,0.00133353140158867,0.00133587581749278,0.00277763913642288,-0.000218374767885729,-0.000217675072806599,-0.000433210357395545,0.000444566195061952,0.000301477678169875,-3.87987986134646e-06,-1.3856095169288e-05,0.000358518131047144,-0.00744457561932285
40,pesszimista,0.000518542697120024,0.000580507558956829,0.000255546603696075,0.000293342126243515,0.0008089060483214,0.000159392347980348,8.57363468572867e-05,0.000670137974731658,0.00134556721193944,0.00134803608169704,0.002801420949272,-0.000217694464602752,-0.000216994636954421,-0.000431116929128913,0.000450326425796357,0.000305540170168626,-3.45702855576032e-06,-1.13067499190143e-05,0.000361975159602904,-0.00745477300032394
41,pesszimista,0.000523327932829846,0.000585940651000122,0.000255277194120219,0.000291946044251123,0.000820795558922872,0.000158117624397345,8.21697005312823e-05,0.000680576634436452,0.00135770889063019,0.00136031287544008,0.00282521414399717,-0.000217084040047132,-0.000216380105747487,-0.000429207469114229,0.000455684776158694,0.000308835733968301,-3.14828748159552e-06,-9.05326735470717e-06,0.0003651234470845,-0.00746378693058117
42,pesszimista,0.000527837406563491,0.000591073932813263,0.000254667272731703,0.00029042101478567,0.000832314493335749,0.000156539705988978,7.85546775002427e-05,0.000690698573150226,0.0013699468247379,0.00137269593462646,0.00284899166929864,-0.000216534781858109,-0.000215823445157286,-0.000427468760503521,0.000460748663223573,0.000311626164052789,-2.9332885862078e-06,-7.07337984987941e-06,0.000368056735670707,-0.00747170648060048
43,pesszimista,0.000532186355028334,0.000596038109019177,0.0002538417626769,0.000288874002084115,0.000843581015500822,0.000154759513493438,7.49464186198217e-05,0.000700587314974689,0.00138226917033206,0.00138517276467874,0.00287272384987184,-0.000216040165739428,-0.000215318722266628,-0.000425889143079972,0.000465605959384298,0.000314132267337298,-2.79444338605555e-06,-5.34471584812675e-06,0.000370851179056763,-0.00747862113660749
44,pesszimista,0.000536467951696887,0.00060093906549455,0.000252902691541954,0.000287390802441096,0.000854690822924731,0.000152859347965963,7.13881288111156e-05,0.000710310088445744,0.00139466225712241,0.00139772904451275,0.00289637889685152,-0.000215595420670431,-0.000214861682819532,-0.00042445832621975,0.000470327697458691,0.000316534777877983,-2.71665103780789e-06,-3.84462687845318e-06,0.000373567830094571,-0.00748462149248619
45,pesszimista,0.000540755271017078,0.000605859736258508,0.000251931666294591,0.000286037588889317,0.000865719251544453,0.000150905516739913,6.79129478053525e-05,0.000719920149346224,0.00140711104111073,0.00141034908552425,0.00291992343389026,-0.000215197133548077,-0.000214449363938174,-0.000423167213993445,0.000474970472038221,0.000318977264229367,-2.68702081239444e-06,-2.55043992062793e-06,0.000376254850906965,-0.00748979824031749
46,pesszimista,0.000545103675365148,0.000610862663140408,0.000250992466577276,0.000284863133470129,0.000876723715549536,0.000148950658708771,6.45455937540408e-05,0.000729458833739308,0.00141959952835256,0.00142301626435611,0.00294332296225214,-0.00021484291506849,-0.000214079765911347,-0.000422007750585888,0.000479578562829395,0.000321570186211023,-2.69461253229694e-06,-1.43987625247436e-06,0.000378949463439262,-0.0074942404949901
47,pesszimista,0.000549553335471734,0.000615992836511025,0.00025013359527149,0.000283901309980973,0.000887746230288681,0.000147035797855557,6.13037928329345e-05,0.000738957363563413,0.0014321111312165,0.00143571338817386,0.00296654222991993,-0.000214531132555554,-0.00021375159000243,-0.000420972788771116,0.000484185804073935,0.000324395437894096,-2.73019712645884e-06,-4.91480080314878e-07,0.000381679660565721,-0.00749803407967874
48,pesszimista,0.000554131682903083,0.000621280527607339,0.000249390674769063,0.000283173600278815,0.000898815842981088,0.000145192150100142,5.81995129254639e-05,0.000748438426697533,0.00144462894383162,0.00144842297772442,0.00298954549645415,-0.000214260705890335,-0.000213464039074938,-0.000420055980842188,0.000488817222833677,0.000327510905780849,-2.78603824861568e-06,3.15025262790427e-07,0.000384465698814337,-0.00750126010105116
