csoport,n,median_pct,nominalis_csokkentes_pct,befagyasztas_pm1_pct,ersemi_csokkentes_pct,p10_pct,p90_pct
összes,7290,11.5561553817567,10.0960219478738,2.79835390946502,8.91632373113855,-0.0646878222532232,26.1986172979649
10-49,3151,11.6900389961706,13.9003490955252,3.20533164074897,12.4722310377658,-3.04703140797724,30.2518910393857
50-249,3246,11.4272350566443,7.57855822550832,2.92667898952557,6.50030807147258,1.42722270338892,23.6770714324728
250+,893,11.7613501395052,5.82306830907055,0.895856662933931,5.1511758118701,3.50670142476419,20.2313952389695
