negyedev,szcenario,y,yd,y_E,y_D,y_L,x_E,x_D,x_L,i_E,i_D,i_L,efp_E,efp_D,efp_L,acc_E,acc_D,xx,c,infl,r,rer,bstar
11,alap,-0.00457307442614338,-0.00550438016048549,-0.00409815013949778,-0.00511934643416089,-0.00431388715643168,-0.00265299223750333,-0.00199911914576379,-0.00222826154787152,0.000896759152645549,0.00109536612957815,0.00218666953475356,-0.000222910143950321,-0.000241701621847364,-0.000319134040237469,0.000778304161132668,0.00126391089437418,-0.00236457141724344,-0.00952543155697446,-0.00052904488299502,-0.0012939701762415,-0.00221993038322538,-0.023548615477565
12,alap,-0.00482357468299197,-0.00597126461639316,-0.0041763469394164,-0.00552375890425397,-0.00450675875405123,-0.00239541387400811,-0.00167856251303151,-0.00193654853465517,0.000981205942055016,0.00128339152037704,0.00218158660088728,-0.000281072091626363,-0.000295904859224937,-0.000353751479321055,0.00122370272021549,0.00181408640828039,-0.00208313550405928,-0.0103144676211985,-0.000450697246504593,-0.00128806461568652,-0.00192368946773795,-0.021193538431348
13,alap,-0.00500523877743477,-0.00636849734893961,-0.0041709864212913,-0.00587002234455844,-0.00462789545359047,-0.00205554374288491,-0.00130258928890828,-0.00157492704270852,0.0011797248431203,0.00167194570873483,0.00215477615616587,-0.000514842234652389,-0.00052423118655317,-0.00056066842786458,0.00206983178148795,0.00285255141342126,-0.0017283246339743,-0.0110131272646478,-0.000363016387903766,0.00272597414946116,-0.00156067307983418,-0.0179038965978447
14,alap,-0.00433567054857532,-0.00556076187626606,-0.00363864817464302,-0.00508918741981058,-0.00399492118179924,-0.00173760714419363,-0.000984667013158461,-0.00125137333103704,0.00196408214345999,0.00261156257676182,0.00277000120443604,-0.000497586796884157,-0.000502186693203399,-0.00068350648514573,0.00275453060803307,0.00368013543441657,-0.00140713665785868,-0.00992386433300124,-0.00032045900004403,0.00171426070811603,-0.00124021407979015,-0.0148570428324641
15,alap,-0.00342230023625699,-0.00439688657347488,-0.00295449191517243,-0.00398482967519649,-0.00314689935934056,-0.0014421731411436,-0.000719595958543341,-0.000964348401367139,0.00259717457015855,0.00339606104700472,0.00321005580634935,-0.000542866357611624,-0.000543912208273505,-0.000825638749068681,0.00342708373205136,0.00448789563993785,-0.00111854509994401,-0.00819950722943181,-0.000280415629108053,0.000860947618130714,-0.000959798450682096,-0.0124437904725229
16,alap,-0.00249549705778114,-0.00319994782620838,-0.00226384687014281,-0.00285913615576666,-0.00228916498560393,-0.0011707121915747,-0.00049895900885824,-0.000711572892670412,0.00312271743485858,0.00409322589254082,0.0034867404797879,-0.00064134362751729,-0.00064006973886188,-0.000984651693513878,0.00419570842727823,0.00541488564110187,-0.000861206580632548,-0.00638095924677978,-0.000244247621219416,0.000188025574070431,-0.000715550829462681,-0.0107521022962817
17,alap,-0.00171413274215093,-0.00219339908300081,-0.00166810416092381,-0.00191957782187072,-0.00156362266464994,-0.000924400440331505,-0.000313853879682778,-0.000490322976976955,0.00342980035032685,0.00451839011623904,0.0036188385123943,-0.000568365613581323,-0.000565749906091835,-0.000943380026847284,0.00470308339034914,0.00601702756016618,-0.000633384062607053,-0.00481214917113521,-0.000212387475080752,-8.57979218469898e-05,-0.000503163354381928,-0.00965680831261204
18,alap,-0.00107796694175606,-0.00137851436684276,-0.00116974374697181,-0.00116375165079459,-0.000970722125571422,-0.000703367915414259,-0.000156803832658955,-0.000297657005028131,0.0036385398961395,0.00481029802994797,0.00370240775734228,-0.000519950451019732,-0.000516711761930733,-0.000911183530209537,0.00503752178383624,0.00640625283096808,-0.000432934632921596,-0.00353086280298654,-0.000184594059260889,-0.000243594360490463,-0.000318569295121039,-0.00902562255803815
19,alap,-0.000580749497641374,-0.00074803481877486,-0.000766498800933642,-0.000582225499356818,-0.00050523617491399,-0.000506913044281432,-2.17562520395441e-05,-0.000130606730654552,0.00378255067448579,0.00501498068666859,0.00375463300927945,-0.000487848980377037,-0.000484459283783442,-0.000885393010815993,0.00525759147701487,0.00665646311578147,-0.000257496497195745,-0.00253446535170937,-0.000160502105101202,-0.000318204853631237,-0.000158067190019837,-0.00872718058547505
20,alap,-0.000203188174040561,-0.000276324825908452,-0.000447179452552113,-0.000149063232864767,-0.00015009439204715,-0.000333689320928509,9.59722785952889e-05,1.36925024550941e-05,0.00388528528360037,0.00516384432092005,0.00378849472490422,-0.000466014910812008,-0.000462742991689338,-0.000864009673856536,0.00540098257708666,0.0068148511276376,-0.000104627241220356,-0.00178747229950516,-0.000139674481437755,-0.000337863909303767,-1.83927085820827e-05,-0.00864854436278493
21,alap,7.83624308987917e-05,6.85003493479368e-05,-0.000197223096965926,0.000166851928669619,0.000115838610544219,-0.000181919567139172,0.000199893640795566,0.000137924386544193,0.00396238816007694,0.00527744931624878,0.00381307860692873,-0.000450297508716472,-0.000447261924623239,-0.000845626659020535,0.0054914302079566,0.00691077827005005,2.80879405592542e-05,-0.00124200091869349,-0.000121673807536278,-0.000324601076342234,0.000103281098954195,-0.00870159569463106
22,alap,0.000286849080078848,0.000317508579738246,-2.01659185250155e-06,0.000395313759682431,0.000313213278955108,-4.95926096628898e-05,0.000292592812137276,0.00024455243506966,0.00402385012561638,0.00536874335869398,0.00383426318562693,-0.000438032520403926,-0.000435251440509666,-0.000829310329027986,0.00554378071757096,0.00696229013081671,0.000142959423654268,-0.000849914073491029,-0.000106100167578624,-0.000294275155874567,0.00020938126653282,-0.00882289937650173
23,alap,0.000442012598989351,0.000497430337884899,0.000151372839237444,0.000561634614170947,0.000459912623740803,6.53781112739797e-05,0.000375964178795288,0.000335806595884439,0.00407578655972841,0.00544560524078453,0.00385550571831689,-0.000427636578565288,-0.000425068728126765,-0.000814477137736541,0.0055674867670659,0.00698061843151112,0.000242144298252321,-0.000569074378392848,-9.26065077987515e-05,-0.000257434635111714,0.000301987774331571,-0.00897026145955315
24,alap,0.000559520738282099,0.000629426663110274,0.000273515953172198,0.000685623796114292,0.000570237915886256,0.000165039116902064,0.000451412445076504,0.000413686118087312,0.0041217972845546,0.00551271552798244,0.00387857068297208,-0.000418258228488921,-0.00041583331415712,-0.000800784923445676,0.00556888020898385,0.00697310895217725,0.000327619996919662,-0.000365744847529034,-8.09006245283982e-05,-0.000220480909751011,0.000382888398859969,-0.00911807636099595
25,alap,0.000651056462640082,0.000729192697072955,0.000372569497475832,0.000781795139051526,0.000654955003656374,0.000251321240905692,0.000520009130547815,0.000479971724288104,0.00416394129416026,0.00557285016560528,0.00390412952540432,-0.000409504915448067,-0.000407144222030292,-0.000788046252042526,0.00555255800853241,0.00694500316442639,0.000401174583610847,-0.000214699132355368,-7.07400787353947e-05,-0.000186826499994651,0.000453628477595364,-0.00925269400002139
26,alap,0.000724882420460697,0.000807729022340005,0.000454554068298903,0.000860173612476922,0.000721774336778743,0.000325996477655649,0.000582606087224444,0.000536242359373137,0.00420339355806069,0.00562772126778063,0.00393221301208797,-0.000401245429158258,-0.000398874347472085,-0.000776164681542409,0.00552216516556906,0.00690043855844265,0.000464408467792047,-9.81498270827778e-05,-6.19242023736097e-05,-0.00015789233669996,0.000515552679968973,-0.00936843065320016
27,alap,0.000786572511389708,0.000872349557965856,0.000523763995433469,0.000927298218671893,0.000775988114006853,0.000390659073925784,0.000639912592689392,0.000583893511376443,0.00424085965217057,0.00567848722744193,0.00396252689403532,-0.000393477270667271,-0.000391031807177008,-0.000765091264455822,0.00548079493206825,0.00684295229261877,0.00051874329192935,-4.22032406434229e-06,-5.42856927521423e-05,-0.000133886818009028,0.000569838372721116,-0.00946445272796389
28,alap,0.00083973035439677,0.000927674142556407,0.000583190415679025,0.000987189319602535,0.000821102291825796,0.000446723243080753,0.000692544287856269,0.00062415534955329,0.00427681825575087,0.00572603698499978,0.00399465504718051,-0.000386244743692452,-0.000383673920115107,-0.000754797163111141,0.00543116517964291,0.00677569424901372,0.000565434800638761,7.46084152178231e-05,-4.76831048392207e-05,-0.000114367359858276,0.000617521477560336,-0.0095425305605669
29,alap,0.000886604694437606,0.000976479672995269,0.000634895151486838,0.00104216722102611,0.000859381545311809,0.000495431245419576,0.000741051969289978,0.00065810977178292,0.00431164932692001,0.00577113055363353,0.00402817778677969,-0.000379593650019723,-0.00037685935928708,-0.000745258084461037,0.00537567770273592,0.00670148850987936,0.000605587459235528,0.000142853435438275,-4.19947725547933e-05,-9.86145826078863e-05,0.00065951625011513,-0.00960554166956845
30,alap,0.000928570001192559,0.0010203648964926,0.00068031027493539,0.00109348471919108,0.000892277345785533,0.000537867129345488,0.00078593701848561,0.000686705987945561,0.00434569186244426,0.00581445544286646,0.00406273105212587,-0.000373550438617744,-0.000370625928670277,-0.000736446742758692,0.00531642692456102,0.00662283005507315,0.000640169371269038,0.000203101543459606,-3.7114224582236e-05,-8.58601127536375e-05,0.000696630474697366,-0.00965655954898545
31,alap,0.000966474468037866,0.00106023141675075,0.000720460633094334,0.00114178002125189,0.000920739880483747,0.000574972862212054,0.000827658697756066,0.000710774574778639,0.00437926225408215,0.00585663933077234,0.00409802761704595,-0.00036811632100131,-0.000364984111265318,-0.000728330332597856,0.00525519552787949,0.00654186582497547,0.000670026633098468,0.000256792300645389,-3.29469173209364e-05,-7.54088777757463e-05,0.000729577392018302,-0.00969836448889701
32,alap,0.00100087458376325,0.0010966072619387,0.000756118376892296,0.00118737780291704,0.0009454299752074,0.000607564758845397,0.000866637036679414,0.000731040094616987,0.00441265361109222,0.00589824424933005,0.00413385627190595,-0.000363269515966971,-0.00035991925035232,-0.00072087080131242,0.0051934552306315,0.00646038407710995,0.000695896676316359,0.000304749255100092,-2.94080107228976e-05,-6.66911211657488e-05,0.000758985402741199,-0.00973323551533701
33,alap,0.00103218144946761,0.00112984784908076,0.000787903283481244,0.0012304732237643,0.000966852812551545,0.000636349004413059,0.000903253757594358,0.000748132432532687,0.00444612835246881,0.00593975662730799,0.00417007008735115,-0.000358971068136551,-0.000355397582811334,-0.000714026422188654,0.00513237908230988,0.00637982042257179,0.000718420418251108,0.000347512650854186,-2.64209030027731e-05,-5.92716647225418e-05,0.000785406305743972,-0.00976291334110983
34,alap,0.00106074361573084,0.00116024872322172,0.000816343190534544,0.00127123253985357,0.000985435114863999,0.00066193568816816,0.000937852705198882,0.000762597014857968,0.0044799106998365,0.00598158019569077,0.00420657088799472,-0.000355171465809053,-0.000351373194374136,-0.000707753736938096,0.0050728651515815,0.00630128034512136,0.000738153202428556,0.000385527788366306,-2.39162757359682e-05,-5.28362581318339e-05,0.000809322581479941,-0.00978865496747267
35,alap,0.00108688762000459,0.00118809950894087,0.000841907171609559,0.00130983874498004,0.00100156442993834,0.000684851163385387,0.000970740545405122,0.000774904054433001,0.00451418200503661,0.00602403421909016,0.00424329406246689,-0.000351816566380018,-0.000347794306884532,-0.000702009351198923,0.00501556851160431,0.00622557406056449,0.000755574597133238,0.000419236246382746,-2.18314542241738e-05,-4.7168228705385e-05,0.000831154035704115,-0.00981132708517846
36,alap,0.00111093267650526,0.00121370196857365,0.000865021496590999,0.00134650412960564,0.00101560506481065,0.000705548780984957,0.00100218803909259,0.000785456941151928,0.00454907964504257,0.00606735699562408,0.00428019574469297,-0.000348852191322303,-0.000344608204500384,-0.000696751348111435,0.00496093761750827,0.00615325846273078,0.00077109715749863,0.000449107152024762,-2.01099428558045e-05,-4.21234643339875e-05,0.000851263978559919,-0.00983150614266405
37,alap,0.00113319131617319,0.00123736860115701,0.000886075735338164,0.00138146532297734,0.00102790114291267,0.000724418160332404,0.00103243192239672,0.000794599869892999,0.00458469906424993,0.00611171339900753,0.00431724305957799,-0.000346227271472755,-0.000341764654360131,-0.000691940259594181,0.00490925151782754,0.00608468132922149,0.000785074264702169,0.000475635485462263,-1.87010430385493e-05,-3.76080289053833e-05,0.000869965021598469,-0.00984956788437847
38,alap,0.00115396379538151,0.00125941268423267,0.000905423994048797,0.0014149710389381,0.00103877376010139,0.000741793201967997,0.00106167728330911,0.000802624776075687,0.00462109807159546,0.00615720489805371,0.00435440735001384,-0.000343895700877179,-0.000339217973669432,-0.000687539631367694,0.00486065519190777,0.00602002406401184,0.000797807148663522,0.000499325516754608,-1.75594988141985e-05,-3.35602228174637e-05,0.000887524520412668,-0.00986575910873014
39,alap,0.00117353100284893,0.00128013635983472,0.000923384391552126,0.00144726863168558,0.00104851648587974,0.0007579590447923,0.00109010026936323,0.000809777633169541,0.00465830242840347,0.00620388060391944,0.00439165991993396,-0.000341817174451804,-0.000336928022892361,-0.000683516261263304,0.00481519126202521,0.00595934051164097,0.000809551187059832,0.000520670472247304,-1.66451422406333e-05,-2.99373896995586e-05,0.000904169662653302,-0.00988025044120177
40,alap,0.00119214838125892,0.00129982028122982,0.000940238505953496,0.00147859264372581,0.00105739149335275,0.000773158146273737,0.00111785095805361,0.000816264156087648,0.00469631189702237,0.00625174821293759,0.00442896969880283,-0.000339957304282034,-0.000334860429329368,-0.000679840201004836,0.0047728271812855,0.00590259050821825,0.000820521558721683,0.000540134450193547,-1.59225283952485e-05,-2.67069619914656e-05,0.00092009219104855,-0.00989317215203414
41,alap,0.00121004191634084,0.00131871629376732,0.00095623159114357,0.00150915661065052,0.00106562729776511,0.000787595632520219,0.00114505624544101,0.000822254948388233,0.00473510613396927,0.00630078407922102,0.00446630224991955,-0.000338287276919036,-0.000332986314318173,-0.00067648460418169,0.00473347765793074,0.00584966771778094,0.000830898316247651,0.000558139203178091,-1.53605603929693e-05,-2.38408978717878e-05,0.000935452751441519,-0.00990463640851285
42,alap,0.00122740636416236,0.00133704338985495,0.00097157378611636,0.00153914824456966,0.00107341829371254,0.000801444033675034,0.00117182264270771,0.000827890128257445,0.00477465003045156,0.00635094198333196,0.00450361963396863,-0.000336783259773068,-0.000331281742379924,-0.000673425487513869,0.00469702252878727,0.00580042191606361,0.000840830932025374,0.00057505632273522,-1.4932110137691e-05,-2.1312606573088e-05,0.00095038486157921,-0.00991474957370765
43,alap,0.00124440542208401,0.00135498652562124,0.000986442222602072,0.00156872752597352,0.00108092586090097,0.000814847493078592,0.00119823890541146,0.000833283467156856,0.00481489829033215,0.00640216042508791,0.00454088075269209,-0.000335425706986331,-0.00032972705127821,-0.000670641454930426,0.00466332056344184,0.00575467625684959,0.000850442363871543,0.000591204237004399,-1.46136423977629e-05,-1.90955559539534e-05,0.000964998503976973,-0.00992361777618419
44,alap,0.00126117335908222,0.00137269761906053,0.00100098379419944,0.00159802700292446,0.0010882806334317,0.00082792551738597,0.00122437845071357,0.000838526074848632,0.00485579917696928,0.00645436845253627,0.00457804190777853,-0.000334198663788851,-0.000328306168643441,-0.000668113417857244,0.00463221980650327,0.00571224023993076,0.000859832680823145,0.000606848949482434,-1.43848495984067e-05,-1.71629170874138e-05,0.000979383353575379,-0.00993134833165035
45,alap,0.00127781759731809,0.00139029801377101,0.00101531831619885,0.00162715358079649,0.00109558550112798,0.000840776319234351,0.00125030154189587,0.000843689664599669,0.00489729745578486,0.00650749015318004,0.00461505740345603,-0.000333089127395647,-0.000327005978032299,-0.000665824331973511,0.00460356509031907,0.00567291914902189,0.000869082285673869,0.000622207356994003,-1.42283034581254e-05,-1.54877719138036e-05,0.000993611657033505,-0.00993804891234479
46,alap,0.00129442180035029,0.0014078817792924,0.00102954183076179,0.00165619118147623,0.00110291896370438,0.000853479793256838,0.00127605723686328,0.000848829432305191,0.00493933661569948,0.00656144799215878,0.00465188009321625,-0.000332086492631272,-0.000325815765871149,-0.00066375896091765,0.00457720331203375,0.00563652069134648,0.000878254768100253,0.000637452107230928,-1.41291279294741e-05,-1.40435629795202e-05,0.00100774078496298,-0.00994382574808192
47,alap,0.00131104912229067,0.00142551935598479,0.00104372986403088,0.00168520378989957,0.00111033854333838,0.00086610015912729,0.00130168510885773,0.000853986582852519,0.00498186047901314,0.00661616520098957,0.00468846182217461,-0.000331182090461502,-0.000324726759526608,-0.000661903670727756,0.00455298699615169,0.00560285948646103,0.000887399420196676,0.000652717169443481,-1.40746962409265e-05,-1.28045868521778e-05,0.00102181548120391,-0.00994878165259129
48,alap,0.0013277453751711,0.00144326119557862,0.00105794049964572,0.00171423854741673,0.00111788405042374,0.000878688300811977,0.00132721675448024,0.000859190536197772,0.00502481431512281,0.00667156741370545,0.00472475374994623,-0.0003303688154913,-0.000323731753760251,-0.000660246254623443,0.00453077657771154,0.0055717599478925,0.00089655344458879,0.000668103521871005,-1.40543533889384e-05,-1.17464229936029e-05,0.00103586983459284,-0.00995301430802559
49,alap,0.00134454196233441,0.00146114117482478,0.00107221718580175,0.00174332867471605,0.00112558057610035,0.000891283828384138,0.00135267710756439,0.000864460844372661,0.00506814556649366,0.0067275837259804,0.0047607065586255,-0.0003296408321517,-0.000322824815904627,-0.000658775785440323,0.00451044175535821,0.00554305799547019,0.000905743883788209,0.000683684566119006,-1.40591642828223e-05,-1.0846251128304e-05,0.00104992899887567,-0.00995661499548678
50,alap,0.00136145849709033,0.00147917965962268,0.00108659123541878,0.00177249610370236,0.00113344114743351,0.000903916886929158,0.00137808557855431,0.000869808849045074,0.00511180428155761,0.00678414732520861,0.00479627056043042,-0.000328993346871906,-0.000322001057306604,-0.000657482492031172,0.00449186218579829,0.00551660193941617,0.000914989297949909,0.000699511044641028,-1.40816869069615e-05,-1.00830481937678e-05,0.00106401068578263,-0.00995966780722493
51,alap,0.00137850507741193,0.00149738616940895,0.00110108401004595,0.00180175376729182,0.00114146902601263,0.000916609735742695,0.00140345703868253,0.000875239107415892,0.00515574333291589,0.00684119581086871,0.00483139572314897,-0.000328422433515965,-0.000321256458359534,-0.000656357655771948,0.00447492772496048,0.00549225279440258,0.000924301216632565,0.000715615359506432,-1.41157693007446e-05,-9.43767690441214e-06,0.00107812645508337,-0.00996224929238235
52,alap,0.00139568422142948,0.00151576163963045,0.00111570879881225,0.00183110754200269,0.0011496596602273,0.000929378119889921,0.00142880266705676,0.000880750612237125,0.00519991848305581,0.00689867129801422,0.00486603163128533,-0.000327924900651688,-0.000320587735632012,-0.000655393523598171,0.00445953836751978,0.00546988421432222,0.000933685388524797,0.000732015273070995,-1.41563688145237e-05,-8.89288726249576e-06,0.0010922828238979,-0.00996442845095002
53,alap,0.00141299248851945,0.00153430030877622,0.00113047241597375,0.00186055786549604,0.00115800231869031,0.000942232455074503,0.00145413067719086,0.000886337829665259,0.00524428834525722,0.00695652037394914,0.00490012739858975,-0.00032749819106314,-0.000319992241407758,-0.000654583234500191,0.00444560399451809,0.00544938218569328,0.000943142851400115,0.000748717021643848,-1.41993919255009e-05,-8.43325438901659e-06,0.0011064822158234,-0.00996626698244393
54,alap,0.00143042182065092,0.00155299127091337,0.0011453765465683,0.00189010106496585,0.00116648144051391,0.000955178845579134,0.00147944693783015,0.000891991576586362,0.00528881427513135,0.00701469395956178,0.00493363154467998,-0.000327140305850584,-0.00031946788788339,-0.000653920756966861,0.00443304400704155,0.00543064457754776,0.000952670842828634,0.00076571790002733,-1.42415528418665e-05,-8.04507405904264e-06,0.00112072376866526,-0.00996781970376383
55,alap,0.00144796064167123,0.00157181973957793,0.00116041887134143,0.00191973043696487,0.00117507774033949,0.000968219953764457,0.00150475550128732,0.000897699757018179,0.00533346021843253,0.00707314711223915,0.00496649184545241,-0.000326849747226317,-0.000319013090052251,-0.000653400835395975,0.00442178690043795,0.00541358061604623,0.000962263570437348,0.000783008385361841,-1.42802491468293e-05,-7.71623351404235e-06,0.00113500401781209,-0.00996913506594383
56,alap,0.00146559475103834,0.00159076806789665,0.00117559400106633,0.00194943711841419,0.00118376910451811,0.000981355738263797,0.00153005905099964,0.000903447975246274,0.00537819253323042,0.00713183879626893,0.00499865516431566,-0.000326625475596813,-0.000318626722806608,-0.000653018943943629,0.00441176981656588,0.00539811033065581,0.000971912858804481,0.000800573869078221,-1.43134528060823e-05,-7.43607086765322e-06,0.00114931747061817,-0.00997025571652939
57,alap,0.00148330804508637,0.00160981656566456,0.00119089424785501,0.00197921078475182,0.00119253131136509,0.00099458407661746,0.00155535927867075,0.000909220041510906,0.00542297979889631,0.0071907316385291,0.00503006726911025,-0.000326466877695326,-0.000318308088985355,-0.000652771246649964,0.00440293809947165,0.00538416400352083,0.00098160868842423,0.000818396060439936,-1.43396149610567e-05,-7.19523249008987e-06,0.00116365708557923,-0.00997121907003964
58,alap,0.00150108309456043,0.00162894414861195,0.00120631025788322,0.00200904020616091,0.0012013386041376,0.00100790128668707,0.00158065720016922,0.000914998384343152,0.00546779262026645,0.00724979168143603,0.00506067263791795,-0.000326373743418645,-0.000318056896000834,-0.000652654562959804,0.00439524487138819,0.00537168164299479,0.000991339640606279,0.000836454117240425,-1.43575830414702e-05,-6.98553450275702e-06,0.0011780146686207,-0.00997205786198897
59,alap,0.00151890160269759,0.001648128849405,0.00122183152666287,0.00203891368764811,0.00121016414104105,0.00102130255980956,0.00160595341830573,0.000920764382059563,0.00551260343244171,0.00730898814101135,0.005090414255754,-0.000326346249673467,-0.000317873239342147,-0.000652666337965695,0.0043886506400269,0.00536061249490094,0.00100109326069456,0.00085472555066643,-1.43665288449447e-05,-6.7998320305475e-06,0.00119238119746564,-0.00997280067187781
60,alap,0.00153674476401328,0.00166734821466844,0.0012374468148967,0.00206881941399817,0.00121898034256122,0.0010347823173186,0.00163124833968181,0.000926498624465542,0.00555738630965825,0.00736829317507201,0.00511923340328715,-0.000326384950004132,-0.000317757591726019,-0.000652804616852957,0.00438312294403113,0.00535091459998085,0.00101085635061029,0.000873186943260018,-1.43658863434676e-05,-6.63189809076939e-06,0.00120674708380911,-0.00997347240763692
61,alap,0.00155459354038028,0.00168657960778096,0.00125314448018804,0.00209874571656783,0.00122775915292518,0.00104833450079709,0.00165654235197375,0.000932181114485972,0.00560211678027061,0.00742768166458589,0.00514706943815464,-0.000326490769102782,-0.000317710796999357,-0.000653068023136008,0.00437863604063202,0.00534255440248211,0.00102061520044944,0.000891814511841966,-1.43552980833379e-05,-6.47631282328722e-06,0.00122110238189245,-0.00997409474870685
62,alap,0.00157242886800586,0.00170580043344126,0.00126891273749916,0.0021286812755534,0.00123647222955834,0.0010619528052418,0.00168183596727046,0.000937791418232376,0.00564677164893628,0.00748713100989567,0.0051738595690509,-0.000326665001535955,-0.00031773406813153,-0.000653455740354795,0.00437517063760913,0.00533550641243862,0.00103035576769521,0.00091058454135848,-1.43345691457144e-05,-6.32836304671939e-06,0.00123543695103816,-0.00997468654781312
63,alap,0.00159023180648259,0.00172498829698272,0.00128473985924063,0.00215861526871333,0.00124509107198965,0.00107563086322562,0.0017071299364082,0.00094330877092253,0.00569132882644096,0.00754662094260295,0.00519953862250519,-0.000326909314189507,-0.00031782898880153,-0.000653967496959387,0.00437271367034677,0.00532975292257665,0.001040063811539,0.000929473710832884,-1.43036277286214e-05,-6.18395173026205e-06,0.00124974057876679,-0.00997526419307895
64,alap,0.00160798363912963,0.00174412110901799,0.00130061432419012,0.00218853747544372,0.00125358709969163,0.00108936238713889,0.00173242533862856,0.000948712145083596,0.00573576716715754,0.00760613335328703,0.00522403880207581,-0.000327225752059477,-0.000317997518208896,-0.000654603554156671,0.00437125812391371,0.00532528377971239,0.0010497249888357,0.000948459328792145,-1.42624914984008e-05,-6.03951679195347e-06,0.00126400307026519,-0.00997584193283219
65,alap,0.00162566593226378,0.0017631771440977,0.00131652492302878,0.00221843834347057,0.0012619316867433,0.00110314127567584,0.00175772365032218,0.000953980286586223,0.00578006631382218,0.00766565213481545,0.00524728943954353,-0.000327616747115669,-0.000318241998834021,-0.00065536469653066,0.00437080289955799,0.00532209620984059,0.00105932491734497,0.000967519492511322,-1.42112389394732e-05,-5.8919585897044e-06,0.00127821430920466,-0.00997643216564118
66,alap,0.00164326055975912,0.00178213506055635,0.0013324608270971,0.00224830902413046,0.00127009615989638,0.00111696168990512,0.00178302679610234,0.000959091723267053,0.00582420654909272,0.00772516304072615,0.0052692167375617,-0.000328085130047793,-0.000318565166953643,-0.000656252225280384,0.00437135272471988,0.00532019469574861,0.0010688492111245,0.000986633183000917,-1.4149985006302e-05,-5.73857550291162e-06,0.00129236429421096,-0.00997704569798835
67,alap,0.00166074969820045,0.00180097388749534,0.00134841162596453,0.00227814138116885,0.00127805176554303,0.00113081810351787,0.00180833718497719,0.000964024750193872,0.00586816865319812,0.00778465355798237,0.00528974350310197,-0.000328634144777249,-0.000318970165787678,-0.000657267953948616,0.0043729181055664,0.00531959090585551,0.00107828349223813,0.00100578030570276,-1.40788604510583e-05,-5.57700707156331e-06,0.00130644315466202,-0.00997769197171375
68,alap,0.00167811579705372,0.00181967298384457,0.00136436733854402,0.00230792797712462,0.00128576961017708,0.00114470533118032,0.00183365773395301,0.000968757395004481,0.00591193376687328,0.00784411279329442,0.00530878887091439,-0.000329267465684975,-0.000319460561217982,-0.000658414206542094,0.00437551532110139,0.00532030367302214,0.00108761338231474,0.00102494168524219,-1.39979942650678e-05,-5.40518424307094e-06,0.00132044114892709,-0.00997837926302772
69,alap,0.00169534152752649,0.00183821197359583,0.00138031840173615,0.00233766204064025,0.00129322057817131,0.00115861853832401,0.00185899188100042,0.000973267366201522,0.00595548325868887,0.00790353137214936,0.00532626801609462,-0.000329989217569564,-0.000320040360080313,-0.000659693817970057,0.00437916645807531,0.0053223590222696,0.00109682447693906,0.0010440990212234,-1.39074987320743e-05,-5.2212863618259e-06,0.00133434864765916,-0.0099791148545527
70,alap,0.0017124097131459,0.00185657066057626,0.00139625563993956,0.00236733741740572,0.00130037523003702,0.00117255323518075,0.0018843435889492,0.000977531986805559,0.00599879859582059,0.00796290134967625,0.00534209185471726,-0.000330803998411251,-0.000320714031089129,-0.00066111013675317,0.00438389948618651,0.00532579024665198,0.00110590230536647,0.00106323481089142,-1.38074566470806e-05,-5.02370461665295e-06,0.00134815610430624,-0.00997990518153339
71,alap,0.00172930324452165,0.00187472892550523,0.00141217021820056,0.0023969485068892,0.00130720368377011,0.00118650525740785,0.00190971734154129,0.000981528115353345,0.00604186121725145,0.00802221613249342,0.00535616673135047,-0.000331716905077542,-0.000321486528511642,-0.000662667029979631,0.00438974837341362,0.00533063803093329,0.00111483227762696,0.00108233224348273,-1.36979103064522e-05,-4.81101173485082e-06,0.00136185401461269,-0.0099807559530606
72,alap,0.00174600498027765,0.00189266660753897,0.00142805358128763,0.00242649018651663,0.00131367548141049,0.00120047073524644,0.00193511813256406,0.000985232055873773,0.00608465240835763,0.00808147041072523,0.00536839409211393,-0.000332733562165662,-0.000322363318763428,-0.000664368890509487,0.0043967532417329,0.00533695062320187,0.00112359962071531,0.00110137507022414,-1.35788519235661e-05,-4.58193777817902e-06,0.00137543286653626,-0.00998167224888728
73,alap,0.0017624976357216,0.00191036337204797,0.00144389738056052,0.0024559577245286,0.00131975944254472,0.0012144460528102,0.00196055144870405,0.000988619458177778,0.00612715317579055,0.0081406600994359,0.00537867014177689,-0.00033386015423656,-0.000323350410153446,-0.000666220646452257,0.00440496056394609,0.0053447840551052,0.00113218930525113,0.00112034745320762,-1.34502151700731e-05,-4.33535195621346e-06,0.00138888308170633,-0.00998265859217515
74,alap,0.00177876366047589,0.00192779856599054,0.00145969339015625,0.00248534668236439,0.00132542350616208,0.00122842779880922,0.00198602324650149,0.000991665209558982,0.00616934412152983,0.00819978228880056,0.00538688548321602,-0.000335103461755351,-0.000324454386062024,-0.000668227772966877,0.00441442340286487,0.00535420241199448,0.00114058596373333,0.00113923379576424,-1.33118675864215e-05,-4.07025042594641e-06,0.00140219494929275,-0.00998371899829621
