negyedev,szcenario,y,yd,y_E,y_D,y_L,x_E,x_D,x_L,i_E,i_D,i_L,efp_E,efp_D,efp_L,acc_E,acc_D,xx,c,infl,r,rer,bstar
75,alap,0.00179478510601547,0.00194495106194335,0.00147543341373562,0.00251465280710016,0.00133063456203555,0.00124241270977418,0.00201153992354705,0.000994343318818472,0.00621120531494286,0.008258835202416,0.00539292473736264,-0.000336470901114516,-0.000325682441891865,-0.000670396306457087,0.00442520169466418,0.00536527815492497,0.00114877380130606,0.00115801855648748,-1.31636036473172e-05,-3.78575009226431e-06,0.00141535855294007,-0.00998485699963094
76,alap,0.0018105434838534,0.00196179909163197,0.00149110918282475,0.00254387191420334,0.00133535827264381,0.00125639760665628,0.00203710828383961,0.000996626793400683,0.0062527161616432,0.00831781816324324,0.00539666614156382,-0.000337970569179475,-0.000327042426189675,-0.000672732861259688,0.0044373625788235,0.00537809249716041,0.00115673649979821,0.00117668604872279,-1.30051383090223e-05,-3.48108845978672e-06,0.00142836369124909,-0.00998607564616085
77,alap,0.00182601961498641,0.00197832006967778,0.00150671224765024,0.00257299976066328,0.00133955888658656,0.00127037932554054,0.00206273549701733,0.000998487510360058,0.00629385526789073,0.00837673156676837,0.00539798112406243,-0.000339611292861486,-0.000328542886395034,-0.000675244648947723,0.00445098077772295,0.00539273583857394,0.00116445711569703,0.00119522022715881,-1.28361009066421e-05,-3.15562960861924e-06,0.00144119979215574,-0.00998737748156552
78,alap,0.00184119347116968,0.0019944904082526,0.00152223386130826,0.00260203190842483,0.00134319904448223,0.00128435464312281,0.00208842905097896,0.000999896081873676,0.00633460029922147,0.00843557686106702,0.00539673385206713,-0.000341402684290526,-0.000330193119733525,-0.000677939500395689,0.00446613902964556,0.00540930826212166,0.00117191797267021,0.00121360446314337,-1.26560293117366e-05,-2.80887636925676e-06,0.00145385582146747,-0.00998876449452297
79,alap,0.00185604400864161,0.0020102853234223,0.00153766485813347,0.00263096357799605,0.00134623957848677,0.00129832019756742,0.00211419669722845,0.00100082171607895,0.006374927831933,0.00849435653356082,0.00539278075063441,-0.000343355202230375,-0.000332003229832543,-0.000680825890779091,0.00448292857965947,0.00542792009738477,0.00117910054926356,0.00123182131052482,-1.2464364304715e-05,-2.44048874741197e-06,0.00146632018577219,-0.00999023804501035
80,alap,0.00187054899507864,0.00202567863418291,0.00155299552725311,0.00265978949213436,0.00134863930685194,0.00131227240538439,0.00214004638809962,0.00100123207415504,0.00641481319598479,0.00855307410436129,0.00538596998932588,-0.000345480220448912,-0.000333984189699815,-0.000683912967705876,0.00450144973360837,0.00544869255702659,0.00118598536247908,0.00124985226421534,-1.22604441636277e-05,-2.05030858754954e-06,0.00147858062993582,-0.0099917987656498
1,optimista,-0.00104529741077379,0.000591906991704009,-0.0026102790276499,0.000259382433366952,-0.00149204152476129,-0.00515081839315944,-0.00522587301489228,-0.00515850174543983,0.00033388224356266,0.000255806322714984,0.00190314729629668,0.000177876504414181,0.000165513320607004,-9.42758774084919e-05,-0.000355753008828363,-0.000413783301517511,-0.00516014560454242,0.000630461039596296,-0.00331479313133061,-0.000746158148364125,-0.00518204611172677,-0.0083115565919244
2,optimista,-0.00256144982643646,-0.00164889693434093,-0.0034287152632284,-0.00186446403698291,-0.00278762085638149,-0.00484477335711672,-0.0049218621942418,-0.00483125015097032,0.000384087388097476,0.000250955317346785,0.0020861881435758,0.000150432383650453,0.000132705203256671,-0.000114928934471783,-0.000603254824805014,-0.000683478814431562,-0.00484195419517108,-0.00307331119204093,-0.000987859041923018,-0.000900773285085449,-0.00486721078408712,-0.0141315445675136
3,optimista,-0.0028947363840133,-0.00222207582946572,-0.00355885533330485,-0.0023882331997299,-0.00304554697804082,-0.0046026594031371,-0.00464190107777681,-0.00455194603336691,0.000452238278884538,0.000287606942092872,0.00225864432462642,0.000120394414736357,9.84612138846265e-05,-0.000137309821470151,-0.000753555430556977,-0.000827110026978394,-0.00457584707089174,-0.00404698638180757,-0.0010024417084905,-0.00104284394859291,-0.00459435780635721,-0.0190687450097455
4,optimista,-0.00321448534785602,-0.00276312119972172,-0.00371033811826219,-0.00286937041420644,-0.00329990540736099,-0.00441074448461414,-0.00438161143246634,-0.00431071914061892,0.000534432802315753,0.000358938543729186,0.00241890604166457,8.73721410837043e-05,6.21704661881447e-05,-0.000161511081674948,-0.000815266398140839,-0.000858469688401997,-0.0043509361620513,-0.00497052134705547,-0.00100418535452597,-0.0011709875081482,-0.0043549538505216,-0.0232003499803931
5,optimista,-0.00353850821313438,-0.00330055825038392,-0.00388634206302489,-0.00333778400091075,-0.0035644145810065,-0.00425558199816933,-0.00413500658815442,-0.00409729494195358,0.000627493034362735,0.000459722693465954,0.00256565183948623,5.10629712811995e-05,2.34108334416422e-05,-0.000187587409864529,-0.000795102380982112,-0.000788226318745802,-0.00415609639096944,-0.00588975456677038,-0.000993204937307009,-0.00128425803000453,-0.00413973992116673,-0.0265623008242592
6,optimista,-0.00387607098403392,-0.00385124628858136,-0.00408514433795198,-0.00381173904797336,-0.00384533678989427,-0.00412366617184064,-0.00389491118932387,-0.0039009308001654,0.000728739678329322,0.000585872174456211,0.00269770731466752,1.11994276875292e-05,-1.8128005392713e-05,-0.000215574808685249,-0.000698235879209854,-0.000624672357452149,-0.00397983331777709,-0.0068315705965713,-0.000969575048358276,-0.00138196949458356,-0.00393879591105558,-0.0291590354192706
7,optimista,-0.00422971176694466,-0.00442292714660016,-0.00430091321147389,-0.00430054815486873,-0.00414298793683984,-0.00400109036877096,-0.00365320338085102,-0.00371028906157537,0.000835830961877324,0.000734123686491214,0.00281393666038115,-3.24896298036064e-05,-6.2700354069687e-05,-0.000245504673531427,-0.000528521237721164,-0.00037422061866011,-0.00381010375768992,-0.00780801891295334,-0.00093334416482928,-0.00146356877368525,-0.00374151159500257,-0.0309707884451581
8,optimista,-0.00459654321768257,-0.00501608338941465,-0.00452422357871189,-0.00480654380738504,-0.00445280392173771,-0.00387320021224349,-0.00340092517523736,-0.00351325883603899,0.000946647590970934,0.000901820510045497,0.00291315919169697,-8.03074554543238e-05,-0.000110544425605368,-0.000277414059612097,-0.000288628141154342,-4.17264618476727e-05,-0.00363409627801568,-0.00881931808669928,-0.000884553423880204,-0.00152854620161357,-0.00353648482925919,-0.0319589823449588
9,optimista,-0.00496918042400755,-0.0056252963534859,-0.00474236574304159,-0.00532653297706404,-0.00476608308610306,-0.0037242348702838,-0.0031282958654279,-0.00329673512200943,0.00105921029800016,0.00108676522787918,0.00299408496305988,-0.00013261030423974,-0.000161910325876737,-0.000311353071008183,1.98866884982898e-05,0.000369308322121321,-0.00343797648071731,-0.00985605214118616,-0.000823258302558699,-0.00157637462578137,-0.00331136255176365,-0.0320700892914109
10,optimista,-0.00533639844938492,-0.00624024489115055,-0.00493949829693069,-0.0058528836399766,-0.00507049290921345,-0.00353695047687469,-0.00282465539212842,-0.00304636139617809,0.00117162014939449,0.00128712157359705,0.00305526504705747,-0.000189822853945182,-0.000217078978347595,-0.000347390078309174,0.00039654939311391,0.000856609519672111,-0.00320660021864285,-0.0109007866057753,-0.000749551861254036,-0.00160647006560894,-0.0030526362092051,-0.0312382273227161
11,optimista,-0.00568359750334621,-0.00684645025844075,-0.00509668171848671,-0.00637435642133131,-0.00535040648472449,-0.00329221967566676,-0.00247835882887915,-0.00274623967292751,0.00128201443575456,0.00150135032384202,0.00309505312681919,-0.000252449777991634,-0.000276374094555617,-0.000385615297619315,0.000841966540130091,0.00141905332811034,-0.00292319629903954,-0.0119292746122018,-0.000663588386918521,-0.00161816875813227,-0.00274540016112268,-0.029386665200274
12,optimista,-0.005993134719617,-0.00742584704200586,-0.00519181860011335,-0.00687676854662869,-0.00558711779854218,-0.00296860074840785,-0.00207663909408271,-0.00237861021710354,0.00138853290484517,0.00172816843244544,0.00311157586024739,-0.000321084729344337,-0.000340168702211498,-0.00042614313402981,0.00135784101779925,0.00205661708442253,-0.00256901872325152,-0.0129113821922542,-0.000565606374037085,-0.00161071657959229,-0.00237307919722061,-0.0264283420407705
13,optimista,-0.00621103883571713,-0.00791044288021308,-0.00517892672262923,-0.00729910009615137,-0.00572925553348415,-0.0025418687801915,-0.0016054522658881,-0.00192350145746607,0.00166504690211455,0.00224879278444257,0.00310241525849803,-0.000647790147407054,-0.000660185164156729,-0.00072071162104499,0.00244974515994347,0.00339858743215097,-0.00212296702690375,-0.013774050633846,-0.000455949822547809,0.00338983177291499,-0.0019171293746728,-0.02230932709166
14,optimista,-0.00536560224783334,-0.00688981840646765,-0.00450767302841122,-0.0063133641272739,-0.00492950305695108,-0.00214246368332536,-0.00120666213220217,-0.00151607593392944,0.00268827187841433,0.0034862876020674,0.00388769841229682,-0.000660497442085198,-0.000667008711280478,-0.000909966810505237,0.00340327827012235,0.00455632109552952,-0.00171895807560212,-0.0124059075896855,-0.000402786752491181,0.00212511114930849,-0.00151434262218162,-0.0185004445972339
15,optimista,-0.00421544153943181,-0.00542408051686862,-0.00364661100748883,-0.00492305646039377,-0.00386115703941805,-0.00177109998625027,-0.000873657664537786,-0.00115445363376694,0.00353577828173357,0.00455472736147216,0.00444833375227895,-0.000750368059408095,-0.000752510270843482,-0.00112288172958805,0.00439352264842019,0.0057541486083088,-0.00135572799725111,-0.0102464447113154,-0.000352787153582466,0.00106005122245179,-0.00116155546859915,-0.0154902048898072
16,optimista,-0.00304830106541773,-0.00391677872219009,-0.00277728831303592,-0.00350554778451497,-0.00278074775289051,-0.00142962416569034,-0.000595818375473385,-0.000835823358425863,0.00425942886097285,0.00553427367760186,0.00479905260417164,-0.0009058731147222,-0.000905147577965871,-0.00135650126474711,0.00554624048060156,0.00715389526197715,-0.00103161612192011,-0.00797067482243385,-0.000307649808558101,0.000222208222570869,-0.000853905660041052,-0.0133888328902835
17,optimista,-0.00206757242675507,-0.00265393817697394,-0.00202942155694032,-0.00232648261803697,-0.00186995106184919,-0.00111952584155926,-0.000361935050736955,-0.000556806108969706,0.00469129050721667,0.00614693723874857,0.00496336522772272,-0.000807676146797497,-0.000805265747561975,-0.0013007470752893,0.00632965670210632,0.00809397534158552,-0.000744467714986458,-0.00601300160563943,-0.000267912290751344,-0.000116536900289243,-0.000585993369289709,-0.012033852398843
18,optimista,-0.00126995689199578,-0.00163296515829311,-0.00140426833041344,-0.00137887531101202,-0.00112667717210426,-0.00084096860489475,-0.000162659994551213,-0.000313733250048878,0.00499035805535655,0.00657639166582243,0.00506779968405684,-0.000740803641057748,-0.000737574578510536,-0.0012566213231988,0.00686181547890586,0.00872381548662403,-0.000491609274766659,-0.00441633012890716,-0.00023325485990271,-0.000310559383576686,-0.000352738509386999,-0.0112577624656933
19,optimista,-0.000646775984768791,-0.000843573269750797,-0.00089845625482354,-0.000649807199218486,-0.000543611544866032,-0.000593075174266032,9.5383156215878e-06,-0.000102891121788719,0.00520051322555433,0.00688320460325353,0.00513380667314482,-0.000694875728609912,-0.000691392826751616,-0.00122076361070944,0.00722229461428981,0.00914372523050946,-0.000270088731038972,-0.00317579120777739,-0.000203213149994177,-0.000401165533623381,-0.000149525359392821,-0.0108953378655065
20,optimista,-0.000173355620984864,-0.00025293203899995,-0.000497646734118322,-0.000106150722534648,-9.88965366794416e-05,-0.000374163666135122,0.000160460446974533,7.93119818872211e-05,0.00535258074014637,0.00710912429955897,0.00517753154527587,-0.00066229105420792,-0.000658871924080832,-0.00119065975960643,0.00746353253056218,0.00941934625613513,-7.68506985780563e-05,-0.00224607025051803,-0.000177236656718327,-0.000423719363070791,2.77112973255051e-05,-0.0108051225477168
21,optimista,0.000180181832743596,0.000179268917273235,-0.00018343327469036,0.000291375818361072,0.000234201709765024,-0.000182016653964009,0.00029443443129297,0.000236246151040556,0.00546735206933576,0.00728191736418073,0.00521023113527065,-0.000637830056464077,-0.000634610554376162,-0.00116453960620605,0.007619662763906,0.00959297070365526,9.11268306753379e-05,-0.00156683619552716,-0.000154777212507622,-0.000405720423930928,0.000182488509833127,-0.0108771183042763
22,optimista,0.000442671526122464,0.000492082634247642,6.2546789118649e-05,0.000580174787766287,0.000481663183572397,-1.4127122272921e-05,0.00041462884271631,0.000371008788723203,0.00555833708765383,0.00741949291175722,0.00523915202369514,-0.00061813597876873,-0.000615131594673922,-0.00114122606366534,0.00771298530685756,0.00969185408479178,0.000236735707918136,-0.0010777798256285,-0.000135335234888223,-0.000366900983433696,0.000317823744721351,-0.0110323960662652
