OPTEN,SCENARIO,TSCEN,accscale,rho_acc,konvergalt,GDP_pct,y_E_pct,y_D_pct,y_L_pct,y_KKV_pct,KKV_minus_L_pp,D_minus_L_pp,E_minus_L_pp,acc_E,acc_D,rer_pct,bstar_pct,solver_ok,bk_check_ok,bk_ok,ervenyes,n_forward,n_unstable,bk_qz_criterium,bk_info_code,nearest_unit_complex
1,1,3,30,0.9673,1,0.521918610913979,0.0650855276474247,0.861997706449849,0.102832340030213,0.399140098620753,0.29630775859054,0.759165366419637,-0.0377468123827878,0.599682345244428,0.587606970698426,0.454473068551187,-1,1,1,1,1,13,13,1.000001,0,0.950023398040886
1,1,3,35,0.9673,1,0.558260833199463,0.181193996121954,1.04702136676439,0.0254969231888785,0.544136863015489,0.518639939826611,1.02152444357552,0.155697072933075,0.691650190635962,0.650633990172171,0.467365074289231,-1,1,1,1,1,13,13,1.000001,0,0.958353038580923
1,1,3,40,0.9673,1,0.599266621039564,0.311198915390656,1.23896560995129,-0.0575533002385677,0.700105890787294,0.757659191025861,1.29651891018986,0.368752215629224,0.780466741247771,0.702037941141375,0.487102598751824,-1,1,1,1,1,13,13,1.000001,0,0.965608597378043
1,1,3,45,0.9673,1,0.644620698889074,0.453883513637686,1.43271146002289,-0.144768219389511,0.86419466006513,1.00896287945464,1.57747967941241,0.598651733027197,0.865964361908951,0.742404999443192,0.514658137400482,-1,1,1,1,1,13,13,1.000001,0,0.971392949790586
1,1,3,50,0.9673,1,0.694001945931113,0.608068334414573,1.62404924239923,-0.234820249407547,1.03395348884142,1.26877373824897,1.85886949180677,0.84288858382212,0.948027158661127,0.772622681362784,0.550712329175266,-1,1,1,1,1,13,13,1.000001,0,0.975744207666043
1,1,3,60,0.9673,1,0.803555132596663,0.946477508174867,1.9872741261268,-0.419273929441607,1.38276506523405,1.80203899467566,2.40654805556841,1.36575143761647,1.10157912489554,0.806942418390281,0.649603757541981,-1,1,1,1,1,13,13,1.000001,0,0.981421927767147
1,1,3,80,0.9673,1,1.05694479231341,1.71521873001597,2.59295330123157,-0.787244632957672,2.08315293081651,2.87039756377418,3.38019793418924,2.50246336297364,1.36591103447354,0.801934473779502,0.950677994023033,-1,1,1,0,0,13,15,1.000001,3,1.00050440624966
1,1,3,100,0.9673,1,1.34006391321517,2.55960130593462,3.0256176246235,-1.13731705689685,2.75494890576692,3.89226596266377,4.16293468152035,3.69691836283147,1.57456071457179,0.745611400302963,1.36239578054539,-1,1,1,0,0,13,15,1.000001,3,1.01550794733793
1,1,3,120,0.9673,1,1.63597586246629,3.43252056221602,3.31653667470504,-1.4628495165246,3.38390171962219,4.84675123614679,4.77938619122963,4.89537007874061,1.73146817975711,0.672450168910595,1.84249100365532,-1,1,1,0,0,13,15,1.000001,3,0.977692357320738
1,1,3,140,0.9673,1,1.93113989017503,4.29720516665054,3.50561395859888,-1.76226109564615,3.96538107307308,5.72764216871923,5.26787505424504,6.05946626229669,1.84245625486495,0.598841750408849,2.35257303791172,-1,1,1,0,0,13,15,1.000001,3,0.975366349440637
1,1,3,0,0.98,1,0.416895028578372,-0.27605178901848,0.233364048171301,0.349825817408486,-0.0625117108693655,-0.412337528277852,-0.116461769237186,-0.625877606426967,0,0,0.446206792574008,-1,1,1,1,1,13,13,1.000001,0,0.920559746821212
1,1,3,2,0.98,1,0.417683865872829,-0.273453962467365,0.238681607060471,0.347821545538819,-0.0587738101124365,-0.406595355651255,-0.109139938478347,-0.621275508006184,0.0676380028528772,0.0749653419168645,0.446085005464555,-1,1,1,1,1,13,13,1.000001,0,0.920625905351615
1,1,3,4,0.98,1,0.420047942120375,-0.265672056618661,0.254558279944134,0.34182982731739,-0.0475986898030683,-0.389428517120458,-0.0872715473732558,-0.607501883936051,0.135167867838168,0.149376849572077,0.445738407439214,-1,1,1,1,1,13,13,1.000001,0,0.920828828757792
1,1,3,6,0.98,1,0.423979996370537,-0.252740503820976,0.280768675057646,0.331913260201489,-0.0291008298377575,-0.361014090039247,-0.0511445851438434,-0.584653764022465,0.202482866667765,0.222693466383523,0.445222568537836,-1,1,1,1,1,13,13,1.000001,0,0.921182239626262
1,1,3,8,0.98,1,0.429468077620318,-0.234715745244699,0.316945704858991,0.318173901504793,-0.00346689005233597,-0.321640791557129,-0.00122819664580143,-0.552889646749492,0.269479029642101,0.294399081489468,0.444627752302954,-1,1,1,1,1,13,13,1.000001,0,0.921709714869809
1,1,3,10,0.98,1,0.436495761814499,-0.211674871169668,0.362592868015933,0.300750009949886,0.0290502279570083,-0.271699781992877,0.0618428580660473,-0.512424881119553,0.33605637834688,0.364013527823524,0.444075543604647,-1,1,1,1,1,13,13,1.000001,0,0.922443007216404
1,1,3,12,0.98,1,0.445042438799912,-0.183713830135223,0.417100370119712,0.279811766975467,0.0681391785645044,-0.211672588410963,0.137288603144245,-0.46352559711069,0.402119995364433,0.43110194250092,0.443714426597694,-1,1,1,1,1,13,13,1.000001,0,0.923412294543311
1,1,3,14,0.98,1,0.455083654348147,-0.150945306450579,0.479764136198803,0.255556227444851,0.113439374669098,-0.142116852775753,0.224207908753952,-0.40650153389543,0.467580896559777,0.495282146680303,0.443714576354648,-1,1,1,1,1,13,13,1.000001,0,0.924621652952401
1,1,3,16,0.98,1,0.4665914905968,-0.113496377176528,0.549806658892564,0.228201778235979,0.164551087818109,-0.0636506904178705,0.321604880656585,-0.341698155412507,0.532356685512944,0.556229845054745,0.444262158022676,-1,1,1,1,1,13,13,1.000001,0,0.926005995043835
1,1,3,18,0.98,1,0.479534967880115,-0.0715060619482252,0.626398606649883,0.197982388394869,0.221045929162235,0.0230635407673655,0.428416218255014,-0.269488450343094,0.596371983980149,0.613681591086952,0.445553432637568,-1,1,1,1,1,13,13,1.000001,0,0.927336567721488
1,1,3,20,0.98,1,0.493880451811884,-0.0251228726886159,0.708680179066846,0.165141918072033,0.282477224478256,0.117335306406223,0.543538260994812,-0.190264790760649,0.659558645516157,0.667435599119199,0.44778895108244,-1,1,1,1,1,13,13,1.000001,0,0.93175082768663
1,1,3,25,0.98,1,0.535637868413028,0.109020797276026,0.933590500216434,0.0732012001375041,0.454669020104422,0.381467819966918,0.86038930007893,0.0358195971385222,0.813517735764501,0.784856877963332,0.458801026153776,-1,1,1,1,1,13,13,1.000001,0,0.941917482335142
1,1,3,30,0.98,1,0.585323093075702,0.267104707047965,1.17558259620366,-0.0297847979378186,0.647926081815663,0.677710879753482,1.20536739414148,0.296889504985784,0.96117209960857,0.877719732798979,0.479809298479419,-1,1,1,1,1,13,13,1.000001,0,0.952259594090707
1,1,3,35,0.98,1,0.642287641836202,0.446569926347059,1.42318516003543,-0.140391937070798,0.855953534194605,0.996345471265403,1.56357709710623,0.586961863417857,1.10199579417936,0.947061701909778,0.513104822487621,-1,1,1,1,1,13,13,1.000001,0,0.962183332539418
1,1,3,40,0.98,1,0.705862448019605,0.644935646928017,1.6672352483434,-0.255756079550327,1.07346951030833,1.32922558985865,1.92299132789373,0.900691726478345,1.23565287291036,0.995102999999666,0.560226680571335,-1,1,1,1,1,13,13,1.000001,0,0.970541577097884
1,1,3,45,0.98,1,0.775372769693324,0.859852264604635,1.90104566351383,-0.373627702706747,1.29630614675707,1.66993384946381,2.27467336622058,1.23347996731138,1.36194901291913,1.02469615707716,0.621939039826858,-1,1,1,1,1,13,13,1.000001,0,0.976667308661757
1,1,3,50,0.98,1,0.850147640226097,1.08911661257514,2.12020216194249,-0.492329229701786,1.52133342390348,2.01366265360527,2.61253139164427,1.58144584227692,1.4807917861871,1.03888903043512,0.698311931142418,-1,1,1,1,1,13,13,1.000001,0,0.98086351949103
1,1,3,60,0.98,1,1.01286260666946,1.58257088717128,2.50586511158146,-0.727803118624786,1.9696030648963,2.69740618352109,3.23366823020624,2.31037400579607,1.69609578497457,1.03257419259319,0.8926585827961,-1,1,1,1,1,13,13,1.000001,0,0.987224849253072
1,1,3,80,0.98,1,1.37363924078685,2.65904985047373,3.06539741376962,-1.17594742559864,2.82938513274643,4.00533255834508,4.24134483936826,3.83499727607237,2.03959097177118,0.943201698792619,1.41477982011834,-1,1,1,0,0,13,15,1.000001,3,1.00710797298701
1,1,3,100,0.98,1,1.75279536385321,3.77532092659686,3.40104684710703,-1.58377153614042,3.61843040543768,5.2022019415781,4.98481838324745,5.35909246273728,2.27633878618637,0.822228941858496,2.04138401596697,-1,1,1,0,0,13,15,1.000001,3,0.984157481032938
1,1,3,120,0.98,1,2.12402786109193,4.86006132584553,3.59210588600687,-1.94864969883052,4.32855193028688,6.2772016291174,5.54075558483739,6.80871102467605,2.42265767196319,0.706684272962188,2.69734771991131,-1,1,1,0,0,13,15,1.000001,3,0.9814818837004
1,1,3,140,0.98,1,2.4707837214468,5.86883893297295,3.69606505396714,-2.27082868957072,4.95804215350336,7.22887084307408,5.96689374353786,8.13966762254367,2.49732825978728,0.607286718291235,3.33305212675182,-1,1,1,0,0,13,15,1.000001,3,0.979033654159427
