eset,leiras,konvergalt,GDP_pct,y_E_pct,y_D_pct,y_L_pct,y_KKV_sulyozott_pct,KKV_minus_L_pp,i_E_pct,i_D_pct,i_L_pct,c_pct
1_EAGLE_kalibralt,EAGLE-HU kalibralt (WP 2017/7),1,0.763708701430066,0.524507667505323,0.870266486568888,0.771774936108041,0.757109054875358,-0.0146658812326836,1.83876430672247,2.26084085589311,2.15995952669401,0.719488966419184
2_JV_becsult,Jakab-Vilagi BECSULT (MNB WP 2008/9),1,0.591122855742057,0.394457944030825,0.750276366775897,0.538929266909837,0.633826701150237,0.0948974342404,1.80355385338568,2.25705029659505,1.98864830561771,0.424405683707977
